rank,company,founded,employees,score,ceo,state,hq,industry
26,Merck,1668,"10,001 - 50,000",77.48,Belén Garijo,Hesse,Darmstadt,Chemicals and Raw Materials
27,Microsoft Deutschland,1983,"1,001 - 5,000",77.28,Dr. Marianne Janik,Bavaria,München,IT and Telecommunication
28,Check 24,1999,"501 - 1,000",77.17,"Dr. Henrich Blase, Georg Heusgen",Bavaria,München,Internet
29,SAP,1972,"10,001 - 50,000",77.03,Christian Klein,Baden-Württemberg,Walldorf,IT and Telecommunication
30,Dr. Oetker,1891,"5,001 - 10,000",76.94,Dr. Albert Christmann,North Rhine-Westphalia,Bielefeld,Food and (Nondurable) Consumer Goods
31,Techniker Krankenkasse,1884,"10,001 - 50,000",76.61,Jens Baas,Hamburg,Hamburg,Insurance (governmental)
32,Sick,1946,"5,001 - 10,000",76.61,Dr. Mats Gökstorp,Baden-Württemberg,Waldkirch,Electronics and Electrical Engineering
33,Adobe,1983,"501 - 1,000",76.49,Mark Higgins,Bavaria,München,IT and Telecommunication
34,Hotel Bayerischer Hof,1841,"501 - 1,000",76.45,Innegrit Volkhardt,Bavaria,München,"Gastronomy, Leisure, Hotels and Tourism"
35,Robert Bosch,1886,"100,001 - 500,000",76.40,Dr.-Ing. Stefan Hartung,Baden-Württemberg,Gerlingen,Automotive (Producers and Suppliers)
36,Siemens,1966,"50,001 - 100,000",76.33,Dr. Roland Busch,Bavaria,München,"Rail, Ship and Aircraft Construction"
37,Max-Planck-Gesellschaft,1948,"10,001 - 50,000",76.16,Martin Stratmann,Bavaria,München,"Consulting, Research and Technology"
38,Ikea,1974,"10,001 - 50,000",76.02,Dennis Balslev,Hesse,Hofheim-Wallau,Retail (without clothing)
39,MTU Aero Engines,1934,"5,001 - 10,000",75.87,Reiner Winkler,Bavaria,München,"Rail, Ship and Aircraft Construction"
40,DFS Deutsche Flugsicherung,1953,"5,001 - 10,000",75.79,Arndt Schoenemann,Hesse,Langen,Transportation and Logistics
41,Frosta,1961,"1,001 - 5,000",75.69,Felix Ahlers,Bremen,Bremerhaven,Food and (Nondurable) Consumer Goods
42,Infineon,1999,"10,001 - 50,000",75.65,Jochen Hanebeck,Bavaria,Neubiberg,Electronics and Electrical Engineering
43,Pfizer,1849,"1,001 - 5,000",75.58,Albert Bourla,Berlin,Berlin,Pharma and Medical Products
44,Hochtief,1873,"1,001 - 5,000",75.50,Juan Santamaría Cases,North Rhine-Westphalia,Essen,Construction
45,Ebay,1999,"501 - 1,000",75.50,Oliver Klinck,Brandenburg,Kleinmachnow,Internet
46,Sandvik,1862,"1,001 - 5,000",75.48,"Manfred Herder, Josse Coudré",North Rhine-Westphalia,Düsseldorf,"Engineering, Manufacturing"
47,Henkel,1876,"5,001 - 10,000",75.45,Carsten Knobel,North Rhine-Westphalia,Düsseldorf,Chemicals and Raw Materials
48,Mars,1891,"1,001 - 5,000",75.41,Grant F. Reid,Lower Saxony,Verden,Food and (Nondurable) Consumer Goods
49,Beiersdorf,1882,"1,001 - 5,000",75.25,Vincent Warnery,Hamburg,Hamburg,Food and (Nondurable) Consumer Goods
50,Novartis,1996,"5,001 - 10,000",75.15,Vasant Narasimhan,Bavaria,Nürnberg,Pharma and Medical Products
51,Stihl,1926,"5,001 - 10,000",75.15,Michael Traub,Baden-Württemberg,Waiblingen,"Engineering, Manufacturing"
52,Puma,1948,"1,001 - 5,000",75.10,Bjørn Gulden,Bavaria,Herzogenaurach,"Clothing, Shoes and Sport Articles"
53,Hyatt,1957,"1,001 - 5,000",75.08,Mark Hoplamazian,North Rhine-Westphalia,Köln,"Gastronomy, Leisure, Hotels and Tourism"
54,Bosch Rexroth,1795,"10,001 - 50,000",75.03,Dr. Steffen Haack,Bavaria,Lohr am Main,Pharma and Medical Products
55,Allianz,1890,"10,001 - 50,000",75.03,Oliver Bäte,Bavaria,München,Insurance (private)
56,Ferrero Deutschland,1956,"1,001 - 5,000",75.02,Carlo Vassallo,Hesse,Frankfurt am Main,Food and (Nondurable) Consumer Goods
57,Bitburger,1817,"1,001 - 5,000",74.97,"Jan Niewodniczanski, Dr. Stefan Schmitz",Rhineland-Palatinate,Bitburg,Food and (Nondurable) Consumer Goods
58,Zeiss,1846,"10,001 - 50,000",74.85,Markus Weber,Baden-Württemberg,Oberkochen,Pharma and Medical Products
59,ADAC,1911,"5,001 - 10,000",74.84,"Dr. Dieter Nirschl, Oliver Weissenberger",Bavaria,München,Insurance (private)
60,Pass,1920,"1,001 - 5,000",74.70,Philipp Pass,North Rhine-Westphalia,Schwelm,Automotive (Producers and Suppliers)
61,Dekra,1925,"10,001 - 50,000",74.56,Stefan Kölbl,Baden-Württemberg,Stuttgart,"Consulting, Research and Technology"
62,Wacker Chemie,1914,"10,001 - 50,000",74.54,Dr. Christian Hartel,Bavaria,München,Chemicals and Raw Materials
63,ENBW,1997,"10,001 - 50,000",74.53,Frank Mastiaux,Baden-Württemberg,Karlsruhe,Utilities
64,Dataport,2004,"1,001 - 5,000",74.51,Dr. Johann Bizer,Schleswig-Holstein,Altenholz,IT and Telecommunication
65,Bain & Company,1973,>500,74.42,Walter Sinn,Bavaria,München,"Consulting, Research and Technology"
66,B. Braun,1839,"10,001 - 50,000",74.37,Anna Maria Braun,Hesse,Melsungen,Pharma and Medical Products
67,Zeppelin,1908,"5,001 - 10,000",74.36,Peter Gerstmann,Baden-Württemberg,Friedrichshafen,"Rail, Ship and Aircraft Construction"
68,Knipex,1882,"1,001 - 5,000",74.33,Ralf Putsch,North Rhine-Westphalia,Wuppertal,Retail (without clothing)
69,Huawei Technologies Deutschland,2001,"1,001 - 5,000",74.33,Dennis Zuo,North Rhine-Westphalia,Düsseldorf,Durable Consumer Goods
70,Deutsches Geoforschungszentrum (GFZ),1992,"1,001 - 5,000",74.32,Dr. Franz Gunther Kuglitsch,Brandenburg,Potsdam,"Consulting, Research and Technology"
71,Jack Wolfskin,1981,"501 - 1,000",74.24,Richard Collier,Hesse,Idstein,"Clothing, Shoes and Sport Articles"
72,Radisson,1994,"1,001 - 5,000",74.20,Federico J. González,North Rhine-Westphalia,Duisburg,"Gastronomy, Leisure, Hotels and Tourism"
73,R+V Versicherung,1922,"10,001 - 50,000",74.16,Dr. Klaus Endres,Hesse,Wiesbaden,Insurance (private)
74,BSR - Berliner Stadtreinigungsbetriebe,1951,"5,001 - 10,000",74.14,Stephanie Otto,Berlin,Berlin,Utilities
75,L'Oréal Deutschland,1909,"1,001 - 5,000",74.10,Nicolas Hieronimus,North Rhine-Westphalia,Düsseldorf,Food and (Nondurable) Consumer Goods
76,Hunkemöller,1886,"1,001 - 5,000",74.07,Philip Mountford,North Rhine-Westphalia,Gelsenkirchen,"Clothing, Shoes and Sport Articles"
77,Saargummi,1947,"501 - 1,000",74.03,Lawrence J. Johnson,Saarland,Wadern-Bueschfeld,Automotive (Producers and Suppliers)
78,Sartorius,1870,"1,001 - 5,000",74.01,Joachim Kreuzburg,Lower Saxony,Göttingen,Pharma and Medical Products
79,Lidl,1973,"50,001 - 100,000",73.98,"Christian Härtnagel, Marcel von Haber",Baden-Württemberg,Neckarsulm,Retail (without clothing)
80,Coroplast,1928,"501 - 1,000",73.93,Natalie Mekelburger,North Rhine-Westphalia,Wuppertal,Automotive (Producers and Suppliers)
81,Cisco Systems,1984,"1,001 - 5,000",73.93,"Uwe Peter, Stefan Heyer",Bavaria,Garching,IT and Telecommunication
82,Kaufland,1968,"50,001 - 100,000",73.92,"Rolf Schumann, Gerald Schönbucher",Baden-Württemberg,Neckarsulm,Retail (without clothing)
83,Zentis,1893,"1,001 - 5,000",73.86,Stephan Jansen,North Rhine-Westphalia,Aachen,Food and (Nondurable) Consumer Goods
84,Forschungszentrum Jülich,1956,"5,001 - 10,000",73.80,Prof. Dr.-Ing. Wolfgang Marquardt,North Rhine-Westphalia,Jülich,"Consulting, Research and Technology"
85,MAN,1840,"10,001 - 50,000",73.80,Christoph Huber,Bavaria,München,"Engineering, Manufacturing"
86,Evonik,1847,"10,001 - 50,000",73.78,Christian Kullmann,North Rhine-Westphalia,Essen,Chemicals and Raw Materials
87,Philips Deutschland,1926,"1,001 - 5,000",73.78,Dr. Uwe Heckert,Hamburg,Hamburg,Pharma and Medical Products
88,Jungheinrich,1953,"5,001 - 10,000",73.76,Lars Brzoska,Hamburg,Hamburg,"Rail, Ship and Aircraft Construction"
89,Europa-Park,1975,"1,001 - 5,000",73.70,"Roland Mack (Dr-Ing. h. c.), Jürgen Mack (Dipl.-Wirt.-Ing.)",Baden-Württemberg,Rust,"Gastronomy, Leisure, Hotels and Tourism"
90,Merz,1908,"1,001 - 5,000",73.63,Philip Burchard,Hesse,Frankfurt am Main,Pharma and Medical Products
91,GIZ Deutsche Gesellschaft für Internationale Zusammenarbeit,1963,"5,001 - 10,000",73.54,"Tanja Gönner, Ingrid-Gabriela Hoven",North Rhine-Westphalia,Bonn/Eschborn,"Consulting, Research and Technology"
92,ZF Friedrichshafen,1915,"50,001 - 100,000",73.53,Wolf-Henning Scheider,Baden-Württemberg,Friedrichshafen,Automotive (Producers and Suppliers)
93,MEV,1999,"501 - 1,000",73.45,Marc Giesen,Baden-Württemberg,Mannheim,Transportation and Logistics
94,Bayerische Landesbank,1972,"5,001 - 10,000",73.42,Stephan Winkelmeier,Bavaria,München,Banking and Financial Services
95,Hilton,1919,>500,73.39,Christopher J. Nassetta,Bavaria,München,"Gastronomy, Leisure, Hotels and Tourism"
96,Tchibo,1949,"5,001 - 10,000",73.38,Werner Weber,Hamburg,Hamburg,Food and (Nondurable) Consumer Goods
97,Datev,1966,"5,001 - 10,000",73.35,Robert Mayr,Bavaria,Nürnberg,IT and Telecommunication
98,Müller Drogeriemarkt,1953,"10,001 - 50,000",73.34,"Erwin Müller, Dr. Günther Helm",Baden-Württemberg,Ulm,Retail (without clothing)
99,Dell,1984,"1,001 - 5,000",73.33,"Tim van Wasen, Claudia Kreis",Hesse,Frankfurt am Main,IT and Telecommunication
100,IDT Biologika,1921,"1,001 - 5,000",73.29,Jürgen Betzing,Saxony-Anhalt,Dessau-Roßlau,Pharma and Medical Products
101,Europcar Autovermietung,1927,"5,001 - 10,000",73.28,Wolfgang Neumann,Hamburg,Hamburg,"Gastronomy, Leisure, Hotels and Tourism"
102,Saueressig,2007,>500,73.25,Gregory S. Babe,North Rhine-Westphalia,Vreden,"Engineering, Manufacturing"
103,LVM Versicherung,1896,"1,001 - 5,000",73.22,Dr. Mathias Kleuker,North Rhine-Westphalia,Münster,Insurance (private)
104,Sparda-Bank Berlin,1896,"501 - 1,000",73.15,Frank Kohler,Berlin,Berlin,Banking and Financial Services
105,KIT - Karlsruher Institut für Technologie,1825,"5,001 - 10,000",73.14,Prof. Dr.-Ing. Holger Hanselka,Baden-Württemberg,Karlsruhe,"Consulting, Research and Technology"
106,Covestro,2015,"5,001 - 10,000",73.14,Dr. Markus Steilemann,North Rhine-Westphalia,Leverkusen,Chemicals and Raw Materials
107,Hapag-Lloyd,1847,"1,001 - 5,000",73.10,Rolf Habben Jansen,Hamburg,Hamburg,Transportation and Logistics
108,TDK Electronics,1935,"1,001 - 5,000",73.09,Josef Vissing,Bavaria,München,Electronics and Electrical Engineering
109,Hochland Deutschland,1927,"1,001 - 5,000",73.08,Peter Stahl,Bavaria,Heimenkirch,Food and (Nondurable) Consumer Goods
110,Lufthansa Technik,1995,"5,001 - 10,000",73.01,Soeren Stark,Hamburg,Hamburg,"Rail, Ship and Aircraft Construction"
111,Goldbeck,1969,"5,001 - 10,000",72.95,"Jörg-Uwe Goldbeck, Jan-Hendrik Goldbeck",North Rhine-Westphalia,Bielefeld,Construction
112,IBM,1911,"5,001 - 10,000",72.92,Gregor Pillen,Baden-Württemberg,Ehningen,IT and Telecommunication
113,Volvo Construction Equipment,1832,"1,001 - 5,000",72.89,"Matthias Keller, Christian Krauskopf",Bavaria,Ismaning,"Rail, Ship and Aircraft Construction"
114,Charité,1710,"10,001 - 50,000",72.80,Prof. Dr. Heyo K. Kroemer,Berlin,Berlin,Healthcare
115,Karl Storz,1945,"1,001 - 5,000",72.73,Karl-Christian Storz,Baden-Württemberg,Tuttlingen,Pharma and Medical Products
116,RWE,1898,"10,001 - 50,000",72.57,Dr. Markus Krebber,North Rhine-Westphalia,Essen,Utilities
117,Weber Maschinenbau,1981,"501 - 1,000",72.48,Tobias Weber,Hesse,Breidenbach,"Engineering, Manufacturing"
118,Glaxo Smith Kline,1911,"1,001 - 5,000",72.48,Victoria Williams,Bavaria,München,Pharma and Medical Products
119,Deutsche Bahn,1994,"100,001 - 500,000",72.39,Dr. Cornelia Krause,Berlin,Berlin,Transportation and Logistics
120,Atruvia,1924,"1,001 - 5,000",72.36,Martin Beyer,Baden-Württemberg,Karlsruhe,IT and Telecommunication
121,Salesforce,1999,"501 - 1,000",72.35,Joachim Wettermark,Bavaria,München,Internet
122,Lindner Group,1965,>500,72.34,Veronika Lindner,Bavaria,Arnstorf,Construction
123,SV Sparkassen-Versicherung,1758,"1,001 - 5,000",72.30,Dr. Andreas Jahn,Baden-Württemberg,Stuttgart,Insurance (private)
124,Lilly,1960,"501 - 1,000",72.29,Petra Jumpers,Hesse,Bad Homburg,Pharma and Medical Products
125,Warsteiner Brauerei,1753,"501 - 1,000",72.26,"Catharina Cramer, Helmut Hörz",North Rhine-Westphalia,Warstein,Food and (Nondurable) Consumer Goods
126,Eon,2000,"10,001 - 50,000",72.26,Dr. Filip Thon,North Rhine-Westphalia,Essen,Utilities
127,Coppenrath & Wiese,1974,"1,001 - 5,000",72.26,"Andreas Wallmeier, Peter Schmidt",Lower Saxony,Mettingen,Food and (Nondurable) Consumer Goods
128,Deutsche Telekom,1995,"50,001 - 100,000",72.24,Timotheus Höttges,North Rhine-Westphalia,Bonn,IT and Telecommunication
129,Takeda,1781,"1,001 - 5,000",72.20,Jean-Luc Delay,Berlin,Berlin,Pharma and Medical Products
130,Heraeus,1851,"5,001 - 10,000",72.20,Jan Rinnert,Hesse,Hanau,Chemicals and Raw Materials
131,Alstom Deutschland,1921,"5,001 - 10,000",72.18,Dr. Christian Bieniek,Berlin,Berlin,"Rail, Ship and Aircraft Construction"
132,Haribo,1920,"1,001 - 5,000",72.03,"Hans Guido Riegel, Holger Lackhoff",Rhineland-Palatinate,Grafschaft,Food and (Nondurable) Consumer Goods
133,Ford,1925,"10,001 - 50,000",71.98,"James D. Farley, Jr.",North Rhine-Westphalia,Köln,Automotive (Producers and Suppliers)
134,Lanxess,2004,"5,001 - 10,000",71.97,Matthias Zachert,North Rhine-Westphalia,Köln,Chemicals and Raw Materials
135,RAG,1968,"1,001 - 5,000",71.95,Peter Schrimpf,North Rhine-Westphalia,Essen,Chemicals and Raw Materials
136,Stadtwerke Halle,1991,"1,001 - 5,000",71.87,Matthias Lux,Saxony-Anhalt,Halle (Saale),Utilities
137,Schindler,1874,"1,001 - 5,000",71.84,Frank Schach,Berlin,Berlin,"Engineering, Manufacturing"
138,Kind Hörgeräte,1952,>500,71.81,Martin Kind,Lower Saxony,Hannover,Retail (without clothing)
139,Gebr. Lotter,1840,"1,001 - 5,000",71.74,Diplom-Kaufmann Helmut Ernst,Baden-Württemberg,Ludwigsburg,Wholesale
140,Decathlon,1986,"1,001 - 5,000",71.70,"André Weinert, Geoffry Janssens",Baden-Württemberg,Plochingen,"Clothing, Shoes and Sport Articles"
141,Siemens Healthineers,1895,"10,001 - 50,000",71.70,Bernhard Montag,Bavaria,Erlangen,Pharma and Medical Products
142,Magirus,1864,"501 - 1,000",71.69,Thomas Hilse,Baden-Württemberg,Ulm,Automotive (Producers and Suppliers)
143,WEZ,1900,"1,001 - 5,000",71.68,Karl Stefan Preuß und Rüdiger Heß,North Rhine-Westphalia,Minden,Retail (without clothing)
144,Plaza Hotelgroup,2013,"1,001 - 5,000",71.66,Ihsan Yalaz,Baden-Württemberg,Heilbronn,"Gastronomy, Leisure, Hotels and Tourism"
145,KFW,1948,"5,001 - 10,000",71.66,Stefan Wintels,Hesse,Frankfurt am Main,Banking and Financial Services
146,Storck,1903,"5,001 - 10,000",71.64,"Sascha Gervers, Jan Hendricks",Berlin,Berlin,Food and (Nondurable) Consumer Goods
147,Klinikum Niederlausitz,1992,"1,001 - 5,000",71.61,Sadık Taştan,Brandenburg,Senftenberg,Healthcare
148,Drewag Stadtwerke Dresden,1930,"501 - 1,000",71.61,Dr. Frank Brinkmann,Saxony,Dresden,Utilities
149,Munich Re,1880,"10,001 - 50,000",71.57,Joachim Wenning,Bavaria,München,Insurance (private)
150,Strabag,1923,"10,001 - 50,000",71.54,Dipl.-Ing. Christian Hattendorf,North Rhine-Westphalia,Köln,Construction
151,Marienhospital Stuttgart,1890,"1,001 - 5,000",71.50,Dipl.-Betriebswirt (BA) Markus Mord,Baden-Württemberg,Stuttgart,Healthcare
152,Coca-Cola,1929,"5,001 - 10,000",71.50,"Bjorn Jensen, Barbara Körner",Berlin,Berlin,Food and (Nondurable) Consumer Goods
153,Provinzial,1836,"5,001 - 10,000",71.49,Dr. Wolfgang Breuer,North Rhine-Westphalia,Münster,Insurance (private)
154,Deichmann,1913,"10,001 - 50,000",71.44,Heinrich Otto Deichmann,North Rhine-Westphalia,Essen,"Clothing, Shoes and Sport Articles"
155,EFW Elbe Flugzeugwerke,1955,"1,001 - 5,000",71.44,Jordi Boto,Saxony,Dresden,"Rail, Ship and Aircraft Construction"
156,DER Touristik,1917,"1,001 - 5,000",71.43,"Dr. Ingo Burmester, Mark Tantz, Stephanie Wulf",North Rhine-Westphalia,Köln,"Gastronomy, Leisure, Hotels and Tourism"
157,Südzucker,1837,"1,001 - 5,000",71.40,Dr. Niels Pörksen,Baden-Württemberg,Mannheim,Food and (Nondurable) Consumer Goods
158,St. Elisabeth-Krankenhaus Leipzig,1930,"1,001 - 5,000",71.40,Peggy Kaufmann,Saxony,Leipzig,Healthcare
159,Dow Deutschland,1960,"1,001 - 5,000",71.39,Katja Wodjereck,Hesse,Wiesbaden,Chemicals and Raw Materials
160,Aldi Süd,1961,"10,001 - 50,000",71.37,"Lars Klein, Simon Gelzer, Erik Döbele",North Rhine-Westphalia,Mülheim an der Ruhr,Retail (without clothing)
161,Service-Bund,1973,"1,001 - 5,000",71.35,Ulfert Zöllner,Schleswig-Holstein,Lübeck,Wholesale
162,Vattenfall,2002,"1,001 - 5,000",71.33,Christian Barthélémy,Berlin,Berlin,Utilities
163,Kath. St. Paulus Gesellschaft,2021,"5,001 - 10,000",71.22,Klaus Bathen,North Rhine-Westphalia,Dortmund,Healthcare
164,SEW-Eurodrive,1931,"5,001 - 10,000",71.15,Jürgen Blickle,Baden-Württemberg,Bruchsal,"Engineering, Manufacturing"
165,Teekanne,1882,>500,71.15,Frank Schübel,North Rhine-Westphalia,Düsseldorf,Food and (Nondurable) Consumer Goods
166,Otto,1949,"5,001 - 10,000",71.14,Alexander Birken,Hamburg,Hamburg,Retail (without clothing)
167,Citti – Chefs Culinar,1972,"5,001 - 10,000",71.11,"Peter Wenzel, Dirk Lütje",Schleswig-Holstein,Kiel,Wholesale
168,Hamburg Wasser,1842,"1,001 - 5,000",71.11,"Ingo Hannemann, Dr. Johannes Brunner",Hamburg,Hamburg,Utilities
169,Sonepar,1973,"1,001 - 5,000",71.07,Dr. Stefan Stegemann,North Rhine-Westphalia,Düsseldorf,Wholesale
170,Bahlsen,1889,"1,001 - 5,000",71.07,Jonathan Duffin,Lower Saxony,Hannover,Food and (Nondurable) Consumer Goods
171,Universitätsklinikum Münster,1744,"10,001 - 50,000",71.03,Univ.-Prof. Dr. med. Alex W. Friedrich,North Rhine-Westphalia,Münster,Healthcare
172,Continental,1871,"10,001 - 50,000",71.03,Nikolai Setzer,Lower Saxony,Hannover,Automotive (Producers and Suppliers)
173,Rolls-Royce,1990,"5,001 - 10,000",70.98,"Dr. Dirk Geisinger, Dr. Steffen Appel, Dr. Jörg Au, Simon Burr",Brandenburg,Blankenfelde-Mahlow,"Rail, Ship and Aircraft Construction"
174,Rheinbahn,1896,"1,001 - 5,000",70.97,Klaus Klar,North Rhine-Westphalia,Düsseldorf,Transportation and Logistics
175,VHV Versicherungen,1919,"1,001 - 5,000",70.94,Sebastian Reddemann,Lower Saxony,Hannover,Insurance (private)
176,Aida Cruises,1994,>500,70.94,Felix Eichhorn,Mecklenburg-Western Pomerania,Rostock,"Gastronomy, Leisure, Hotels and Tourism"
177,Rewe Group,1927,"100,001 - 500,000",70.92,Lionel Souque,North Rhine-Westphalia,Köln,Retail (without clothing)
178,TÜV Süd,1866,"10,001 - 50,000",70.89,Prof. Dr. Axel Stepken,Bavaria,München,"Consulting, Research and Technology"
179,KSB,1871,"1,001 - 5,000",70.87,Dr. Stephan Timmermann,Rhineland-Palatinate,Frankenthal,"Engineering, Manufacturing"
180,Meggle,1887,"1,001 - 5,000",70.87,Matthias Oettel,Bavaria,Wasserburg am Inn,Food and (Nondurable) Consumer Goods
181,Zurich Gruppe Deutschland,1875,"1,001 - 5,000",70.87,Dr. Carsten Schildknecht,Hesse,Frankfurt am Main,Insurance (private)
182,Parfümerie Douglas,1821,"5,001 - 10,000",70.83,"Tina Müller, Mark Langer",North Rhine-Westphalia,Düsseldorf,Retail (without clothing)
183,TEAG Thüringer Energie,2005,"1,001 - 5,000",70.82,"Stefan Reindl, Dr. Andreas Roß, Michael Veit",Thuringia,Erfurt,Utilities
184,Union Investment,1956,"1,001 - 5,000",70.81,Hans Joachim Reinke,Hesse,Frankfurt am Main,Banking and Financial Services
185,Witzenmann,1854,"1,001 - 5,000",70.80,Dr. Andreas Kämpfe,Baden-Württemberg,Pforzheim,Automotive (Producers and Suppliers)
186,EJOT Gruppe,1922,"1,001 - 5,000",70.80,"Wolfgang Bach, Ralf Birkelbach, Dr. Frank Dratschmidt",North Rhine-Westphalia,Bad Berleburg,"Engineering, Manufacturing"
187,Rheinmetall Group,1889,"10,001 - 50,000",70.77,Armin Papperger,North Rhine-Westphalia,Düsseldorf,Automotive (Producers and Suppliers)
188,Winkelmann Group,1898,"1,001 - 5,000",70.70,Heinrich Winkelman,North Rhine-Westphalia,Ahlen,Automotive (Producers and Suppliers)
189,Caritas,1897,"500,001 - 1,000,000",70.68,Eva Maria Welskop-Deffaa,Baden-Württemberg,Freiburg im Breisgau,Healthcare
190,Stockmeier,1920,>500,70.67,Peter-August Stockmeier,North Rhine-Westphalia,Bielefeld,Chemicals and Raw Materials
191,Flughafen München,1949,"5,001 - 10,000",70.66,Jost Lammers,Bavaria,München,Transportation and Logistics
192,SWM Stadtwerke München,1998,"10,001 - 50,000",70.63,Dr. Florian Bieberbach,Bavaria,München,Utilities
193,Canon Deutschland,1937,"1,001 - 5,000",70.63,Rainer Führes,North Rhine-Westphalia,Krefeld,Durable Consumer Goods
194,Handelshof,1897,"1,001 - 5,000",70.62,"Dipl.-Betriebsw. (FH) Udo Bernecker, Dr. Wilhelm von Moers",North Rhine-Westphalia,Köln,Wholesale
195,Tesa,1890,"1,001 - 5,000",70.59,Dr. Norman Goldberg,Schleswig-Holstein,Norderstedt,Chemicals and Raw Materials
196,Stadtwerke Düsseldorf,1866,"1,001 - 5,000",70.57,Julien Mounier,North Rhine-Westphalia,Düsseldorf,Utilities
197,Gfk,1934,"1,001 - 5,000",70.55,Lars Nordmark (Interim CEO),Bavaria,Nürnberg,"Consulting, Research and Technology"
198,Lebenshilfe,1958,"100,001 - 500,000",70.54,Prof. Dr. Jeanne Nicklas-Faust,Hesse,Marburg,Healthcare
199,Hornbach Baumarkt,1877,"10,001 - 50,000",70.51,Albrecht Hornbach,Rhineland-Palatinate,Bornheim,Retail (without clothing)
200,John Deere,1837,"5,001 - 10,000",70.49,John C. May,Baden-Württemberg,Walldorf,"Rail, Ship and Aircraft Construction"
201,Enterprise Rent a Car,1957,"1,001 - 5,000",70.44,Ricky A. Short,Hesse,Eschborn,"Gastronomy, Leisure, Hotels and Tourism"
202,Klinikum Magdeburg,1817,"1,001 - 5,000",70.43,Willi Lamp,Saxony-Anhalt,Magdeburg,Healthcare
203,Baywa,1923,"5,001 - 10,000",70.41,Prof. Klaus Josef Lutz,Bavaria,München,Chemicals and Raw Materials
204,Bechtle,1983,"5,001 - 10,000",70.38,Dr. Thomas Olemotz,Baden-Württemberg,Neckarsulm,IT and Telecommunication
