rank,company,founded,employees,score,ceo,state,hq,industry
15,Dell Technologies,1984,"100,001 - 500,000",91.44,Michael Dell,United States,Round Rock,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
16,Rossmann,1972,"50,001 - 100,000",90.88,Raoul Rossmann,Germany,Burgwedel,Retail and Wholesale
17,PayPal,1998,"10,001 - 50,000",90.69,Daniel Schulman,United States,San Jose,Banking and Financial Services
18,Delta Air Lines,1925,"50,001 - 100,000",90.55,Ed Bastian,United States,Atlanta,Transportation and Logistics
19,Bosch,1886,"100,001 - 500,000",90.45,Stefan Hartung,Germany,Gerlingen,Automotive (Automotive and Suppliers)
20,Nike,1964,"50,001 - 100,000",90.04,John Donahoe,United States,Beaverton,"Clothing, Shoes, Sports Equipment"
21,Honda,1948,"100,001 - 500,000",90.00,Toshihiro Mibe,Japan,Tokyo,Automotive (Automotive and Suppliers)
22,Sony,1946,"100,001 - 500,000",89.99,Kenichiro Yoshida,Japan,Tokyo,Conglomerate
23,Lego Group,1932,"10,001 - 50,000",89.79,Niels B. Christiansen,Denmark,Billund,Packaged Goods
24,Decathlon,1976,"100,001 - 500,000",89.73,Barbara Martin Coppola,France,Villeneuve-d'Ascq,Retail and Wholesale
25,Pfizer,1849,"50,001 - 100,000",89.52,Albert Bourla,United States,New York,Drugs & Biotechnology
26,Dr. Oetker,1891,"10,001 - 50,000",89.44,Albert Christmann,Germany,Bielefeld,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
27,Mercedes-Benz Group,1998,"100,001 - 500,000",89.39,Ola Kallenius,Germany,Stuttgart,Automotive (Automotive and Suppliers)
28,Marriott International,1927,"100,001 - 500,000",88.84,Anthony Capuano,United States,Bethesda,Travel & Leisure
29,dm-Drogerie Markt,1973,"50,001 - 100,000",88.62,Christoph Werner,Germany,Karlsruhe,Retail and Wholesale
30,Puma,1948,"10,001 - 50,000",88.61,Arne Freundt,Germany,Herzogenaurach,"Clothing, Shoes, Sports Equipment"
31,Ikea,1943,"100,001 - 500,000",88.58,Jesper Brodin,Netherlands,Delft,Retail and Wholesale
32,Intel,1968,"100,001 - 500,000",88.30,Patrick Gelsinger,United States,Santa Clara,"IT, Internet, Software & Services"
33,Fraunhofer,1949,"10,001 - 50,000",88.24,Holger Hanselka,Germany,Munich,Healthcare & Social
34,Siemens,1847,"100,001 - 500,000",88.18,Roland Busch,Germany,Munich,"Engineering, Manufacturing"
35,Dassault Group,1929,"10,001 - 50,000",88.17,Éric Trappier,France,Paris,Aerospace & Defense
36,L'Oreal,1909,"50,001 - 100,000",88.15,Nicolas Hieronimus,France,Clichy,Packaged Goods
37,EDF Group,1946,"100,001 - 500,000",87.93,Luc Rémont,France,Paris,Utilities
38,Amazon,1994,">1,000,000",87.87,Andy Jassy,United States,Seattle,"IT, Internet, Software & Services"
39,Carl-Zeiss,1846,"10,001 - 50,000",87.73,Karl Lamprecht,Germany,Oberkochen,"Engineering, Manufacturing"
40,Chanel,1910,"10,001 - 50,000",87.71,Leena Nair,United Kingdom,London,"Clothing, Shoes, Sports Equipment"
41,Volkswagen Group,1937,"500,001 - 1,000,000",87.69,Oliver Blume,Germany,Wolfsburg,Automotive (Automotive and Suppliers)
42,Enel,1962,"50,001 - 100,000",87.65,Flavio Cattaneo,Italy,Rome,Utilities
43,San Miguel Corporation,1890,"50,001 - 100,000",87.61,Ramon S. Ang,Philippines,Mandaluyong,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
44,3M Company,1902,"50,001 - 100,000",87.58,Mike Roman,United States,Saint Paul,Conglomerate
45,Mastercard,1966,"10,001 - 50,000",87.36,Michael Miebach,United States,Purchase,Banking and Financial Services
46,Kaercher,1935,"10,001 - 50,000",87.29,Hartmut Jenner,Germany,Winnenden,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
47,Erste Group Bank,2008,"10,001 - 50,000",87.20,Willi Cernko,Austria,Vienna,Banking and Financial Services
48,KB Financial Group,2008,"10,001 - 50,000",87.18,Jong Kyoo Yoon,South Korea,Seoul,Banking and Financial Services
49,Prada,1913,"10,001 - 50,000",87.05,Andrea Guerra,Italy,Milan,"Clothing, Shoes, Sports Equipment"
50,Roche,1896,"100,001 - 500,000",86.86,Thomas Schinecker,Switzerland,Basel,Drugs & Biotechnology
51,Netflix,1997,"10,001 - 50,000",86.81,Ted Sarandos Greg Peters,United States,Los Gatos,Media & Advertising
52,Northrop Grumman,1994,"50,001 - 100,000",86.79,Kathy Warden,United States,Falls Church,Aerospace & Defense
53,Rolls-Royce,1906,"10,001 - 50,000",86.79,Tufan Erginbilgic,United Kingdom,London,Aerospace & Defense
54,Security Bank,1951,"5,001 - 10,000",86.67,Sanjiv Vohra,Philippines,Makati,Banking and Financial Services
55,ENBW,1997,"10,001 - 50,000",86.65,Andreas Schell,Germany,Karlsruhe,Utilities
56,Johnson & Johnson,1886,"100,001 - 500,000",86.62,Joaquin Duato,United States,New Brunswick,Drugs & Biotechnology
57,Boeing,1916,"100,001 - 500,000",86.40,David L. Calhoun,United States,Arlington,Aerospace & Defense
58,Colgate-Palmolive,1806,"10,001 - 50,000",86.31,Noel Wallace,United States,New York,Packaged Goods
59,Home Depot,1978,"100,001 - 500,000",86.16,Ted Decker,United States,Atlanta,Retail and Wholesale
60,Naval Group,1631,"10,001 - 50,000",86.11,Pierre Éric Pommellet,France,Paris,Aerospace & Defense
61,Safran,1984,"50,001 - 100,000",86.10,Olivier Andriès,France,Paris,Aerospace & Defense
62,Oracle,1977,"100,001 - 500,000",86.06,Safra Catz,United States,Austin,"IT, Internet, Software & Services"
63,Covéa,1999,"10,001 - 50,000",86.04,Thierry Derez,France,Paris,Insurance
64,MAIF,1934,"5,001 - 10,000",85.97,Pascal Demurger,France,Niort,Insurance
65,Miele Gruppe,1899,"10,001 - 50,000",85.94,Markus Miele,Germany,Gütersloh,"Engineering, Manufacturing"
66,Novartis,1996,"100,001 - 500,000",85.91,Vasant Narasimhan,Switzerland,Basel,Drugs & Biotechnology
67,Hyatt Hotels Corporation,1957,"100,001 - 500,000",85.85,Mark S. Hoplamazian,United States,Chicago,Travel & Leisure
68,"Merck KGaA, Darmstadt, Germany and its affiliates",1668,"50,001 - 100,000",85.79,Belen Garijo,Germany,Darmstadt,Drugs & Biotechnology
69,Volvo Group,1927,"100,001 - 500,000",85.75,Martin Lundstedt,Sweden,Goteborg,"Engineering, Manufacturing"
70,Reliance Industries,1973,"100,001 - 500,000",85.66,Mukesh Ambani,India,Mumbai,Conglomerate
71,DBS Bank,1968,"10,001 - 50,000",85.54,Piyush Gupta,Singapore,Singapore,Banking and Financial Services
72,Philips,1891,"50,001 - 100,000",85.53,Roy Jakobs,Netherlands,Amsterdam,Health Care Equipment & Services
73,Ford Motor Company,1903,"100,001 - 500,000",85.53,Jim Farley,United States,Dearborn,Automotive (Automotive and Suppliers)
74,Bain Capital,1984,"1,001 - 5,000",85.50,John Connaughton,United States,Boston,Banking and Financial Services
75,Michelin Group,1889,"100,001 - 500,000",85.43,Florent Menegaux,France,Clermont-Ferrand,Automotive (Automotive and Suppliers)
76,Sanofi,2004,"50,001 - 100,000",85.18,Paul Hudson,France,Paris,Drugs & Biotechnology
77,Coca-Cola,1892,"500,001 - 1,000,000",85.04,James Quincey,United States,Atlanta,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
78,Heineken,1864,"50,001 - 100,000",84.99,Dolf van den Brink,Netherlands,Amsterdam,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
79,PGE Polska Grupa Energetyczna,1990,"10,001 - 50,000",84.98,Wojciech Dąbrowski,Poland,Warsaw,Utilities
80,Energie AG Oberoesterreich,1892,"1,001 - 5,000",84.94,Leonhard Schitter,Austria,Linz,Utilities
81,Groupe Adeo,1986,"100,001 - 500,000",84.93,Philippe Zimmermann,France,Ronchin,Retail and Wholesale
82,Ace Hardware,1924,"5,001 - 10,000",84.89,John Venhuizen,United States,Oak Brook,Retail and Wholesale
83,Sherwin-Williams,1866,"50,001 - 100,000",84.81,John G. Morikis,United States,Cleveland,"Construction, Oil & Gas Operations, Mining and Chemicals"
84,Fidelity Investments,1946,"50,001 - 100,000",84.63,Abigail Johnson,United States,Boston,Banking and Financial Services
85,Shopify,2006,"10,001 - 50,000",84.61,Tobias Lütke,Canada,Ottawa,"IT, Internet, Software & Services"
86,Banco Comercial Portugues,1985,"10,001 - 50,000",84.61,Miguel Maya,Portugal,Porto,Banking and Financial Services
87,eBay,1995,"10,001 - 50,000",84.59,Jamie Iannone,United States,San Jose,"IT, Internet, Software & Services"
88,Isuzu Motors,1916,"10,001 - 50,000",84.59,Masanori Katayama,Japan,Yokohama,Automotive (Automotive and Suppliers)
89,General Dynamics Corp,1952,"50,001 - 100,000",84.43,Phebe N. Novakovic,United States,Reston,Aerospace & Defense
90,Salesforce.com,1999,"50,001 - 100,000",84.42,Marc Benioff,United States,San Francisco,"IT, Internet, Software & Services"
91,Infineon Technologies,1999,"50,001 - 100,000",84.39,Jochen Hanebeck,Germany,Neubiberg,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
92,HP,1939,"50,001 - 100,000",84.34,Enrique Lores,United States,Palo Alto,"IT, Internet, Software & Services"
93,Pinduoduo,2015,"10,001 - 50,000",84.11,Colin Huang,China,Shanghai,Business Services & Supplies
94,ARKEMA,2004,"10,001 - 50,000",84.02,Thierry Le Hénaff,France,Colombes,"Construction, Oil & Gas Operations, Mining and Chemicals"
95,BASF,1865,"100,001 - 500,000",83.99,Martin Brudermüller,Germany,Ludwigshafen am Rhein,"Construction, Oil & Gas Operations, Mining and Chemicals"
96,LVMH Moët Hennessy Louis Vuitton,1987,"100,001 - 500,000",83.98,Bernard Arnault,France,Paris,"Clothing, Shoes, Sports Equipment"
97,Panasonic,1918,"100,001 - 500,000",83.94,Yuki Kusumi,Japan,Osaka,"Engineering, Manufacturing"
98,Meta Platforms,2004,"50,001 - 100,000",83.86,Mark Zuckerberg,United States,Menlo Park,"IT, Internet, Software & Services"
99,Progressive,1937,"10,001 - 50,000",83.79,Tricia Griffith,United States,Mayfield,Insurance
100,Manitou Group,1957,"1,001 - 5,000",83.76,Michel Denis,France,Ancenis,"Engineering, Manufacturing"
101,Pirelli,1872,"10,001 - 50,000",83.68,Marco Tronchetti Provera,Italy,Milan,Automotive (Automotive and Suppliers)
102,Radisson Hotel Group,1960,"50,001 - 100,000",83.64,Federico J. González,Belgium,Brussels,Travel & Leisure
103,Absa Group,1991,"10,001 - 50,000",83.52,Arrie Rautenbach,South Africa,Johannesburg,Banking and Financial Services
104,Toyota Group,2009,"100,001 - 500,000",83.47,Koji Sato,Japan,Toyota,Automotive (Automotive and Suppliers)
105,MTU Aero Engines,1934,"10,001 - 50,000",83.43,Lars Wagner,Germany,Munich,Aerospace & Defense
106,Maersk,1904,"100,001 - 500,000",83.43,Vincent Clerc,Denmark,Copenhagen,Transportation and Logistics
107,Danone,1919,"50,001 - 100,000",83.39,Antoine de Saint-Affrique,France,Paris,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
108,Alibaba Group,1999,"100,001 - 500,000",83.37,Daniel Zhang,China,Hangzhou,"IT, Internet, Software & Services"
109,KIA Motors,1944,"50,001 - 100,000",83.37,Ho-Sung Song,South Korea,Seoul,Automotive (Automotive and Suppliers)
110,Beiersdorf,1882,"10,001 - 50,000",83.34,Vincent Warnery,Germany,Hamburg,Packaged Goods
111,Labortoires Pierre Fabre,1951,"5,001 - 10,000",83.31,Eric Ducournau,France,Paris,Drugs & Biotechnology
112,Boston Scientific,1979,"10,001 - 50,000",83.27,Michael F. Mahoney,United States,Marlborough,Health Care Equipment & Services
113,Intuit,1983,"10,001 - 50,000",83.17,Sasan Goodarzi,United States,Mountain View,"IT, Internet, Software & Services"
114,SK Group,1953,"100,001 - 500,000",83.11,Tae-won Chey,South Korea,Seoul,Conglomerate
115,Insight Enterprises,1988,"10,001 - 50,000",83.09,Joyce A. Mullen,United States,Chandler,Retail and Wholesale
116,SAP,1972,"100,001 - 500,000",83.08,Christian Klein,Germany,Walldorf,"IT, Internet, Software & Services"
117,Hilton Worldwide,1919,"10,001 - 50,000",83.08,Christopher J. Nassetta,United States,McLean,Travel & Leisure
118,B. Braun,1839,"50,001 - 100,000",83.06,Anna Maria Braun,Germany,Melsungen,Health Care Equipment & Services
119,Dyson,1991,"10,001 - 50,000",83.02,Roland Krüger,Singapore,Singapore,"Engineering, Manufacturing"
120,American Express,1850,"50,001 - 100,000",83.01,Stephen Squeri,United States,New York,Banking and Financial Services
121,JD.com,1998,"10,001 - 50,000",82.98,Sandy Ran Xu,China,Beijing,Retail and Wholesale
122,OpenText Corporation,1991,"10,001 - 50,000",82.93,Mark J. Barrenechea,Canada,Waterloo,"IT, Internet, Software & Services"
123,Viatris,1961,"10,001 - 50,000",82.90,Scott A. Smith,United States,Canonsburg,Health Care Equipment & Services
124,Caterpillar,1925,"100,001 - 500,000",82.90,Jim Umpleby,United States,Irving,"Engineering, Manufacturing"
125,Intercontinental Hotels Group,2003,"100,001 - 500,000",82.89,Elie Maalouf,United Kingdom,Denham,Travel & Leisure
126,Covestro,2015,"10,001 - 50,000",82.88,Markus Steilemann,Germany,Leverkusen,"Construction, Oil & Gas Operations, Mining and Chemicals"
127,Hewlett Packard Enterprise,2015,"50,001 - 100,000",82.85,Antonio Neri,United States,Spring,"IT, Internet, Software & Services"
128,Huawei Technologies,1987,"100,001 - 500,000",82.80,Ren Zhengfei,China,Shenzen,"Telecommunications Services, Cable Supplier"
129,Four Seasons Hotels,1961,"10,001 - 50,000",82.74,Alejandro Reynal,Canada,Toronto,Travel & Leisure
130,Standard Bank Group,1862,"10,001 - 50,000",82.73,Sim Tshabalala,South Africa,Johannesburg,Banking and Financial Services
131,Bayer,1863,"100,001 - 500,000",82.71,Bill Anderson,Germany,Leverkusen,"Construction, Oil & Gas Operations, Mining and Chemicals"
132,Discover Financial Services,1985,"10,001 - 50,000",82.70,Roger C. Hochschild,United States,Riverwoods,Banking and Financial Services
133,Fielmann,1972,"10,001 - 50,000",82.70,Marc Fielmann,Germany,Hamburg,Retail and Wholesale
134,Sandvik,1862,"10,001 - 50,000",82.67,Stefan Widing,Sweden,Stockholm,"Engineering, Manufacturing"
135,Carlsberg,1847,"10,001 - 50,000",82.65,Cees 't Hart,Denmark,Copenhagen,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
136,RTX Corporation,2020,"100,001 - 500,000",82.64,Gregory J. Hayes,United States,Waltham,Aerospace & Defense
137,SC Johnson,1886,"10,001 - 50,000",82.50,H. Fisk Johnson,United States,Racine,"Engineering, Manufacturing"
138,ArianeGroup,2015,"5,001 - 10,000",82.50,André-Hubert Roussel,France,Paris,Aerospace & Defense
139,Aéma Groupe,2021,"10,001 - 50,000",82.50,Adrien Couret,France,Paris,Insurance
140,Eli Lilly,1876,"10,001 - 50,000",82.50,David A. Ricks,United States,Indianapolis,Drugs & Biotechnology
141,Canon,1937,"100,001 - 500,000",82.48,Fujio Mitarai,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
142,KGHM Polska Miedź,1961,"10,001 - 50,000",82.47,Tomasz Zdzikot,Poland,Lubin,"Construction, Oil & Gas Operations, Mining and Chemicals"
143,Danfoss,1933,"10,001 - 50,000",82.45,Kim Fausing,Denmark,Nordborg,"Engineering, Manufacturing"
144,BAE Systems,1999,"10,001 - 50,000",82.42,Charles Woodburn,United Kingdom,Farnborough,Aerospace & Defense
145,Acer,1976,"5,001 - 10,000",82.41,Jason Chen,Taiwan,New Taipei,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
146,Bonduelle,1853,"10,001 - 50,000",82.36,Xavier Unkovic,France,Villeneuve-d'Ascq,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
147,Capital One,1994,"50,001 - 100,000",82.32,Richard D. Fairbank,United States,McLean,Banking and Financial Services
148,Henkel,1876,"10,001 - 50,000",82.31,Carsten Knobel,Germany,Düsseldorf,Packaged Goods
149,TUI Group,1923,"50,001 - 100,000",82.15,Sebastian Ebel,Germany,Hanover,Travel & Leisure
150,Deere & Company,1837,"50,001 - 100,000",82.13,John C. May,United States,Moline,"Engineering, Manufacturing"
151,FOSUN,1992,"100,001 - 500,000",82.12,Chen Qiyu Xu Xiaoliang,China,Shanghai,Conglomerate
152,Charles Schwab,1971,"10,001 - 50,000",82.09,Walter W. Bettinger II,United States,San Francisco,Banking and Financial Services
153,JPMorgan Chase,2000,"100,001 - 500,000",82.03,Jamie Dimon,United States,New York,Banking and Financial Services
154,NVIDIA,1993,"10,001 - 50,000",81.98,Jen-Hsun Huang,United States,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
155,Energizer,1896,"5,001 - 10,000",81.83,Mark Lavigne,United States,Town and Country,"Engineering, Manufacturing"
156,Plansee Group,1921,"1,001 - 5,000",81.72,Karlheinz Wex,Austria,Breitenwang,"Engineering, Manufacturing"
157,ANZ,1835,"10,001 - 50,000",81.72,Shayne Elliott,Australia,Melbourne,Banking and Financial Services
158,Hitachi,1910,"10,001 - 50,000",81.68,Keiji Kojima,Japan,Tokyo,Conglomerate
159,AAM - American Axle & Manufacturing,1994,"10,001 - 50,000",81.65,David C. Dauch,United States,Detroit,Automotive (Automotive and Suppliers)
160,Hilti,1941,"10,001 - 50,000",81.65,Jahangir Doongaji,Liechtenstein,Schaan,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
161,Naver,1999,"1,001 - 5,000",81.54,Choi Soo-yeon,South Korea,Seongnam-si,"IT, Internet, Software & Services"
162,Metropolitan Bank & Trust Company,1962,"5,001 - 10,000",81.46,Fabian S. Dee,Philippines,Makati,Banking and Financial Services
163,Asustek Computer,1989,"10,001 - 50,000",81.44,S.Y. Hsu Samson Hu,Taiwan,Taipei,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
164,Safaricom,1997,"5,001 - 10,000",81.37,Peter Ndegwa,Kenya,Nairobi,Utilities
165,Schindler Group,1874,"50,001 - 100,000",81.29,Silvio Napoli,Switzerland,Ebikon,"Engineering, Manufacturing"
166,Legrand,1860,"10,001 - 50,000",81.29,Benoît Coquart,France,Limoges,"Engineering, Manufacturing"
167,Deutsche Telekom,1995,"100,001 - 500,000",81.15,Timotheus Höttges,Germany,Bonn,"Telecommunications Services, Cable Supplier"
168,Shiseido,1872,"10,001 - 50,000",81.15,Masahiko Uotani,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
169,Liebherr Group,1949,"50,001 - 100,000",81.12,Jan Liebherr,Switzerland,Bulle,"Engineering, Manufacturing"
170,Shinhan Financial Group,2001,"10,001 - 50,000",81.10,Okdong Jin,South Korea,Seoul,Banking and Financial Services
171,Bridgestone,1931,"100,001 - 500,000",81.05,Shuichi Ishibashi,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
172,MercadoLibre,1999,"10,001 - 50,000",80.98,Marcos Galperín,Uruguay,Montevideo,Business Services & Supplies
173,Disney,1923,"100,001 - 500,000",80.97,Bob Eiger,United States,Burbank,Media & Advertising
174,Mattel,1945,"10,001 - 50,000",80.93,Ynon Kreiz,United States,El Segundo,Packaged Goods
175,Renault,1898,"100,001 - 500,000",80.91,Luca de Meo,France,Boulogne-Billancourt,Automotive (Automotive and Suppliers)
176,Harley Davidson,1903,"5,001 - 10,000",80.83,Jochen Zeitz,United States,Milwaukee,Automotive (Automotive and Suppliers)
177,Eiffage,1992,"50,001 - 100,000",80.78,Benoît de Ruffray,France,Vélizy-Villacoublay,"Construction, Oil & Gas Operations, Mining and Chemicals"
178,Hallmark Cards,1910,"10,001 - 50,000",80.69,Mike Perry,United States,Kansas City,Media & Advertising
179,Mitsubishi Electric,1921,"100,001 - 500,000",80.67,Kei Uruma,Japan,Tokyo,"Engineering, Manufacturing"
180,Procter & Gamble,1837,"100,001 - 500,000",80.64,Jon R. Moeller,United States,Cincinnati,Packaged Goods
181,Nintendo,1889,"5,001 - 10,000",80.63,Shuntaro Furukawa,Japan,Kyoto,Media & Advertising
182,Illumina,1998,"5,001 - 10,000",80.56,Francis deSouza,United States,San Diego,Drugs & Biotechnology
183,Tencent,1998,"100,001 - 500,000",80.47,Ma Huateng,China,Shenzhen,"IT, Internet, Software & Services"
184,ABB,1883,"100,001 - 500,000",80.47,Björn Rosengren,Switzerland,Zürich,"Engineering, Manufacturing"
185,Hugo Boss,1924,"10,001 - 50,000",80.45,Daniel Grieder,Germany,Metzingen,"Clothing, Shoes, Sports Equipment"
186,Ayala,1834,"10,001 - 50,000",80.44,Cezar Juan P. Consing,Philippines,Makati,Conglomerate
187,Alstom,1928,"50,001 - 100,000",80.43,Henri Poupart-Lafarge,France,Saint-Ouen-sur-seine,"Engineering, Manufacturing"
188,Duke Energy,1904,"10,001 - 50,000",80.41,Lynn J. Good,United States,Charlotte,Utilities
189,Saudi Aramco,1933,"50,001 - 100,000",80.39,Amin H. Nasser,Saudi Arabia,Dhahran,"Construction, Oil & Gas Operations, Mining and Chemicals"
190,Air France - KLM,2004,"10,001 - 50,000",80.38,Benjamin Smith,France,Paris,Transportation and Logistics
191,Autodesk,1982,"10,001 - 50,000",80.29,Andrew Anagnost,United States,San Rafael,"IT, Internet, Software & Services"
192,Xiaomi,2010,"10,001 - 50,000",80.27,Lei Jun,China,Beijing,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
193,Lenovo,1984,"50,001 - 100,000",80.22,Yang Yuanqing,Hong Kong,Quarry Bay,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
194,Lindt & Sprüngli,1845,"10,001 - 50,000",80.19,Adalbert Lechner,Switzerland,Kilchberg,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
195,Lixil Group,1949,"50,001 - 100,000",80.11,Kinya Seto,Japan,Tokyo,"Engineering, Manufacturing"
196,Coca-Cola Europacific Partners,2016,"10,001 - 50,000",80.10,Damian Gammell,United Kingdom,Uxbridge,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
197,Engie,2008,"50,001 - 100,000",80.04,Catherine MacGregor,France,La Defense,Utilities
198,GSK,2000,"50,001 - 100,000",80.04,Emma Walmsley,United Kingdom,London,Drugs & Biotechnology
199,Scotiabank,1832,"50,001 - 100,000",80.02,L. Scott Thomson,Canada,Toronto,Banking and Financial Services
200,RWE,1898,"10,001 - 50,000",79.95,Markus Krebber,Germany,Essen,Utilities
201,bioMerieux,1963,"10,001 - 50,000",79.94,Alexandre Merieux,France,Marcy-l'Étoile,Drugs & Biotechnology
202,Brunswick,1845,"10,001 - 50,000",79.93,David M. Foulkes,United States,Mettawa,"Engineering, Manufacturing"
203,Chevron,1879,"10,001 - 50,000",79.90,Michael K. Wirth,United States,San Ramon,"Construction, Oil & Gas Operations, Mining and Chemicals"
204,Nippon Paint,1881,"10,001 - 50,000",79.89,Goh Hup Jin,Japan,Osaka,"Construction, Oil & Gas Operations, Mining and Chemicals"
205,Clorox,1913,"5,001 - 10,000",79.86,Lina Rendle,United States,Oakland,Retail and Wholesale
206,Best Buy,1966,"50,001 - 100,000",79.83,Corie S. Barry,United States,Richfield,Retail and Wholesale
207,Kempinski Hotels,1897,"10,001 - 50,000",79.82,Bernold Schroeder,Switzerland,Geneva,Travel & Leisure
208,Hapag-Lloyd,1970,"10,001 - 50,000",79.77,Rolf Habben Jansen,Germany,Hamburg,Transportation and Logistics
209,Desjardins Group,1900,"50,001 - 100,000",79.70,Guy Cormier,Canada,Lévis,Banking and Financial Services
210,Tesco,1919,"100,001 - 500,000",79.60,Ken Murphy,United Kingdom,Welwyn Garden City,Retail and Wholesale
211,Douglas,1821,"10,001 - 50,000",79.59,Sander van der Laan,Germany,Düsseldorf,Retail and Wholesale
212,Pepsico,1965,"100,001 - 500,000",79.55,Ramon Laguarta,United States,Purchase,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
213,Expedia Group,1996,"10,001 - 50,000",79.52,Peter M. Kern,United States,Seattle,Travel & Leisure
214,FedEx,1971,"500,001 - 1,000,000",79.46,Raj Subramaniam,United States,Memphis,Transportation and Logistics
215,Abbott Laboratories,1888,"100,001 - 500,000",79.38,Robert B. Ford,United States,Abbott Park,Drugs & Biotechnology
216,Continental,1871,"100,001 - 500,000",79.33,Nikolai Setzer,Germany,Hanover,Automotive (Automotive and Suppliers)
217,Abu Dhabi National Oil Company (ADNOC),1971,"10,001 - 50,000",79.31,Sultan Ahmed Al Jaber,United Arab Emirates,Abu Dhabi,"Construction, Oil & Gas Operations, Mining and Chemicals"
218,Liberty Mutual Insurance,1912,"10,001 - 50,000",79.30,Timothy Sweeney,United States,Boston,Insurance
219,Manulife Financial,1887,"10,001 - 50,000",79.29,Roy Gori,Canada,Toronto,Banking and Financial Services
220,Raymond James Financial,1962,"10,001 - 50,000",79.25,Paul C. Reilly,United States,Saint Petersburg,Banking and Financial Services
221,Qatar Fuel Company (WOQOD),2002,"1,001 - 5,000",79.24,Saad Rashid Al-Muhannadi,Qatar,Doha,"Construction, Oil & Gas Operations, Mining and Chemicals"
222,Qualcomm,1985,"50,001 - 100,000",79.23,Cristiano Amon,United States,San Diego,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
223,Mitsubishi Motors Corporation,1970,"50,001 - 100,000",79.22,Takao Kato,Japan,Tokyo,Automotive (Automotive and Suppliers)
224,Hornbach,1877,"10,001 - 50,000",79.08,Albrecht Hornbach,Germany,Neustadt an der Weinstraße,Retail and Wholesale
225,General Motors,1908,"100,001 - 500,000",79.08,Mary T. Barra,United States,Detroit,Automotive (Automotive and Suppliers)
