rank,company,founded,employees,score,ceo,state,hq,industry
132,UCHealth (Colorado),1921,"10,001 - 50,000",79.34,Elizabeth B. Concordia,Colorado,Aurora,Healthcare & Social
133,Interpublic Group (IPG),1930,"50,001 - 100,000",79.23,Philippe Krakowsky,New York,New York,Media & Advertising
134,H-E-B,1905,"100,001 - 500,000",79.19,Charles Butt,Texas,San Antonio,Retail and Wholesale
135,Bayer,1863,"10,001 - 50,000",79.18,Patrick Lockwood-Taylor,New Jersey,Whippany,Drugs & Biotechnology
136,Four Seasons Hotels and Resorts,1960,">10,000",79.18,John Davison,Ontario,Toronto,Travel & Leisure
137,American Express,1850,"10,001 - 50,000",79.18,Stephen J. Squeri,New York,New York,Banking and Financial Services
138,Aerotek,1983,"1,001 - 5,000",79.05,Tom Kelly,Maryland,Hanover,Business Services & Supplies
139,Ivy Tech Community College,1963,">5,000",79.03,Sue Ellspermann,Indiana,Indianapolis,Education
140,Health First,1995,"5,001 - 10,000",79.01,Brett Esrock,Florida,Rockledge,Healthcare & Social
141,Massachusetts Institute of Technology,1861,"10,001 - 50,000",78.96,L. Rafael Reif,Massachusetts,Cambridge,Education
142,Baylor Scott & White Health,1897,"10,001 - 50,000",78.94,Pete McCanna,Texas,Dallas,Healthcare & Social
143,CompuCom,1987,">10,000",78.93,Mick Slattery,Texas,Dallas,"IT, Internet, Software & Services"
144,Amgen,1980,">10,000",78.90,Robert A. Bradway,California,Thousand Oaks,Drugs & Biotechnology
145,Nokia,1865,"10,001 - 50,000",78.82,Pekka Lundmark,New Jersey,New Providence,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
146,"Montgomery County Public Schools, Rockville, MD",1860,"10,001 - 50,000",78.80,Monifa B. McKnight,Maryland,Rockville,Education
147,Unum Group,1848,"5,001 - 10,000",78.80,Richard  P. McKenney,Tennessee,Chattanooga,Insurance
148,"Greenville County Schools, Greenville, SC",1951,">5,000",78.75,W. Burke Royster,South Carolina,Greenville,Education
149,TTI,1971,"5,001 - 10,000",78.74,Mike Morton,Texas,Fort Worth,Retail and Wholesale
150,Navy Federal Credit Union,1933,"10,001 - 50,000",78.73,Mary McDuffie,Virginia,Vienna,Banking and Financial Services
151,WTW,1828,"10,001 - 50,000",78.73,Carl Hess,Virginia,Arlington,Professional Services
152,University of Miami,1925,"10,001 - 50,000",78.54,Julio Frenk,Florida,Coral Gables,Education
153,Huntington National Bank,1866,"10,001 - 50,000",78.52,Stephen D. Steinour,Ohio,Columbus,Banking and Financial Services
154,FTI Consulting,1982,"5,001 - 10,000",78.50,Steven H. Gunby,District of Columbia,Washington,Professional Services
155,Randstad,1960,"5,001 - 10,000",78.47,Karen Fichuk,Georgia,Atlanta,Business Services & Supplies
156,DTE Energy,1996,"5,001 - 10,000",78.42,Jerry Norcia,Michigan,Detroit,Utilities
157,Verizon Communications,1983,"100,001 - 500,000",78.16,Hans Vestberg,New York,New York,"Telecommunications Services, Cable Supplier"
158,Nationwide Children's Hospital,1892,"10,001 - 50,000",78.09,Timothy Robinson,Ohio,Columbus,Healthcare & Social
159,Molson Coors,2005,"10,001 - 50,000",78.07,Gavin Hattersley,Colorado,Denver,"Food, Soft Beverages, Alcohol & Tobacco"
160,Principal Financial Group,1879,"10,001 - 50,000",78.04,Daniel J. Houston,Iowa,Des Moines,Banking and Financial Services
161,Humana,1961,"50,001 - 100,000",78.00,Bruce D. Broussard,Kentucky,Louisville,Insurance
162,"Leander Independent School District, Leander, TX",1899,"1,001 - 5,000",77.93,Bruce Gearing,Texas,Leander,Education
163,Ronald McDonald House Charities,1974,"1,001 - 5,000",77.89,Kelly Dolan,Illinois,Chicago,Healthcare & Social
164,The Children's Hospital of Philadelphia,1855,"10,001 - 50,000",77.88,Madeline Bell,Pennsylvania,Philadelphia,Healthcare & Social
165,Hyland Software,1991,"1,001 - 5,000",77.75,Bill Priemer,Ohio,Westlake,"IT, Internet, Software & Services"
166,Tufts Health Plan,1979,">1,000",77.58,Cain A. Hayes,Massachusetts,Watertown,Insurance
167,NASA,1958,"10,001 - 50,000",77.55,Bill Nelson,District of Columbia,Washington,Aerospace & Defense
168,Omnicom Group,1986,"10,001 - 50,000",77.55,John Wren,New York,New York,Media & Advertising
169,salesforce.com,1999,"10,001 - 50,000",77.46,Marc Benioff,California,San Francisco,"IT, Internet, Software & Services"
170,TIAA,1918,">10,000",77.34,Thasunda Brown Duckett,New York,New York,Banking and Financial Services
171,Bristol Meyers Squibb,1887,"10,001 - 50,000",77.20,Giovanni Caforio,New York,New York,Drugs & Biotechnology
172,CenterPoint Energy,1882,"5,001 - 10,000",76.85,David J. Lesar,Texas,Houston,Utilities
173,Argonne National Laboratory,1946,"1,001 - 5,000",76.77,Paul K. Kearns,Illinois,Lemont,Drugs & Biotechnology
174,3M,1902,"10,001 - 50,000",76.73,Michael F. Roman,Minnesota,St. Paul,Packaged Goods
175,Hendrick Automotive Group,1976,"5,001 - 10,000",76.71,Rick Hendrick,North Carolina,Charlotte,Automotive (Automotive and Suppliers)
176,24/7 Intouch,2000,">10,000",76.70,Greg Fettes,Manitoba,Winnipeg,Professional Services
177,Dotdash Meredith,1902,"1,001 - 5,000",76.69,Thomas Harty,Iowa,Des Moines,Media & Advertising
178,Allscripts Healthcare Solutions,1986,"1,001 - 5,000",76.65,Paul Black,Illinois,Chicago,Health Care Equipment & Services
179,TrueBlue,1989,"1,001 - 5,000",76.61,Patrick Beharelle,Washington,Tacoma,Business Services & Supplies
180,Raising Cane's Chicken Fingers,1996,"10,001 - 50,000",76.55,Todd Graves,Louisiana,Baton Rouge,Restaurants
181,Lilly,1876,"10,001 - 50,000",76.52,David A. Ricks,Indiana,Indianapolis,Drugs & Biotechnology
182,Travelers,1864,"10,001 - 50,000",76.44,Alan D. Schnitzer,New York,New York,Insurance
183,Kiewit Corporation,1884,"10,001 - 50,000",76.43,Rick Lanoha,Nebraska,Omaha,"Construction, Oil & Gas Operations, Mining and Chemicals"
184,LVMH Moet Hennessy Louis Vuitton,1987,"10,001 - 50,000",76.36,Bernard Arnault,Île-de-France,Paris,"Clothing, Shoes, Sports Equipment"
185,Southern Company,1945,"10,001 - 50,000",76.35,Tom Fanning,Georgia,Atlanta,Utilities
186,Procter & Gamble,1837,"10,001 - 50,000",76.34,Jon R. Moeller,Ohio,Cincinnati,Packaged Goods
187,H&R Block,1955,"1,001 - 5,000",76.31,Jeffrey J. Jones II,Missouri,Kansas City,Professional Services
188,Indeed,2004,"10,001 - 50,000",76.30,Chris Hyams,Texas,Austin,"IT, Internet, Software & Services"
189,IKEA,1985,"100,001 - 500,000",76.16,Jon Abrahamsson Ring,Pennsylvania,Conshohocken,Retail and Wholesale
190,T. Rowe Price,1937,"5,001 - 10,000",76.06,Robert W. Sharps,Maryland,Baltimore,Banking and Financial Services
191,Northrop Grumman Corporation,1939,"50,001 - 100,000",76.03,Kathy Warden,Virginia,Falls Church,Aerospace & Defense
192,Applied Materials,1967,"10,001 - 50,000",76.03,Gary E. Dickerson,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
193,Auburn University,1856,"5,001 - 10,000",76.01,Jay Gogue,Alabama,Auburn,Education
194,Washington University in Saint Louis,1853,"5,001 - 10,000",76.01,Andrew D. Martin,Missouri,St. Louis,Education
195,Disney,1923,"100,001 - 500,000",75.95,Bob Chapek,California,Burbank,Media & Advertising
196,Robert Half,1948,"10,001 - 50,000",75.92,M. Keith Waddell,California,Menlo Park,Business Services & Supplies
197,PricewaterhouseCoopers,1998,"100,001 - 500,000",75.89,Robert E. Moritz,New York,New York,Professional Services
198,Ralph Lauren,1967,"10,001 - 50,000",75.88,Patrice Louvet,New York,New York,"Clothing, Shoes, Sports Equipment"
199,Johnson & Johnson,1886,"100,001 - 500,000",75.85,Joaquin Duato,New Jersey,New Brunswick,Drugs & Biotechnology
200,Chevron Phillips Chemical,2000,">5,000",75.80,Bruce Chinn,Texas,The Woodlands,"Construction, Oil & Gas Operations, Mining and Chemicals"
201,RealPage,1998,">5,000",75.75,Dana Jones,Texas,Richardson,"IT, Internet, Software & Services"
202,University of Alabama at Birmingham,1969,"10,001 - 50,000",75.72,Ray L. Watts,Alabama,Birmingham,Education
203,Quicken Loans,1985,">10,000",75.59,Bob Walters,Michigan,Detroit,Banking and Financial Services
204,AMN Healthcare,1985,"1,001 - 5,000",75.52,Susan Salka,California,San Diego,Business Services & Supplies
205,HP,1939,"50,001 - 100,000",75.42,Enrique Lores,California,Palo Alto,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
206,University of Michigan,1817,"10,001 - 50,000",75.35,Mary Sue Coleman,Michigan,Ann Arbor,Education
207,Air Products & Chemicals,1940,"10,001 - 50,000",75.31,Seifi Ghasemi,Pennsylvania,Allentown,"Construction, Oil & Gas Operations, Mining and Chemicals"
208,"Fairfax County Public Schools, Falls Church, VA",1870,"10,001 - 50,000",75.23,Scott Brabrand,Virginia,Falls Church,Education
209,AbbVie,2013,"10,001 - 50,000",75.11,Richard A. Gonzalez,Illinois,North Chicago,Drugs & Biotechnology
210,Florida Blue,1945,">5,000",75.09,Patrick J. Geraghty,Florida,Jacksonville,Insurance
211,Chico's FAS,1983,"10,001 - 50,000",75.01,Molly Langenstein,Florida,Fort Myers,"Clothing, Shoes, Sports Equipment"
212,Airbus,1970,"100,001 - 500,000",75.00,Guillaume Faury,South Holland,Leiden,"Engineering, Manufacturing"
213,MassMutual,1851,"5,001 - 10,000",74.99,"Roger W. Crandall Bernard A. Harris, Jr.",Massachusetts,Springfield,Insurance
214,GlaxoSmithKline,2000,"50,001 - 100,000",74.96,Dame Emma Walmsley,Pennsylvania,Philadelphia,Drugs & Biotechnology
215,Tapestry,2017,"10,001 - 50,000",74.93,Joanne Crevoiserat,New York,New York,"Clothing, Shoes, Sports Equipment"
216,National Oilwell Varco,1841,"5,001 - 10,000",74.89,Clay C. Williams,Texas,Houston,"Engineering, Manufacturing"
217,Fidelity National Financial,1847,"10,001 - 50,000",74.89,Mike Nolan,Florida,Jacksonville,Banking and Financial Services
218,Bath & Body Works,1990,"50,001 - 100,000",74.86,Andrew Meslow,Ohio,Columbus,Retail and Wholesale
219,Westat,1963,"1,001 - 5,000",74.78,Scott Royal,Maryland,Rockville,Professional Services
220,Ally Financial,1919,"10,001 - 50,000",74.76,Jeffrey J. Brown,Michigan,Detroit,Banking and Financial Services
221,Accounting Principals,1997,">1,000",74.73,Laurie Chamberlin,Florida,Jacksonville,Professional Services
222,Target,1902,"100,001 - 500,000",74.70,Brian Cornell,Minnesota,Minneapolis,Retail and Wholesale
223,The Hartford,1810,"10,001 - 50,000",74.68,Christopher J. Swift,Connecticut,Hartford,Insurance
224,Primerica,1977,"1,001 - 5,000",74.65,Glenn J. Williams,Georgia,Duluth,Insurance
225,Publix Super Markets,1930,"100,001 - 500,000",74.61,"Randall T. Jones, Sr.",Florida,Lakeland,Retail and Wholesale
226,First Citizens Bank,1898,">5,000",74.58,"Frank B. Holding, Jr.",North Carolina,Raleigh,Banking and Financial Services
227,University of Arkansas for Medical Sciences,1879,"5,001 - 10,000",74.48,Cam Patterson,Arkansas,Little Rock,Education
228,Wolverine World Wide,1883,"1,001 - 5,000",74.46,Brendan L. Hoffman,Michigan,Rockford,"Clothing, Shoes, Sports Equipment"
229,Best Buy,1966,"100,001 - 500,000",74.41,Corie Barry,Minnesota,Richfield,Retail and Wholesale
230,Textron,1923,"10,001 - 50,000",74.34,Scott C. Donnelly,Rhode Island,Providence,Aerospace & Defense
231,Intel,1968,"100,001 - 500,000",74.34,Patrick Gelsinger,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
232,James Madison University,1908,">1,000",74.33,Jonathan R. Alger,Virginia,Harrisonburg,Education
233,Health Care Service Corporation,1936,"10,001 - 50,000",74.27,Maurice Smith,Illinois,Chicago,Insurance
234,University of Pittsburgh,1787,"10,001 - 50,000",74.26,Patrick Gallagher,Pennsylvania,Pittsburgh,Education
235,Weight Watchers (WW),1963,"5,001 - 10,000",74.15,Sima Sistani,New York,New York,Travel & Leisure
236,ARUP Laboratories,1984,"1,001 - 5,000",74.15,Andy Theurer,Utah,Salt Lake City,Drugs & Biotechnology
237,Loomis,1852,"5,001 - 10,000",74.11,Aritz Larrea,Texas,Houston,Banking and Financial Services
238,AmerisourceBergen,1969,"10,001 - 50,000",74.10,Steven H. Collis,Pennsylvania,Chesterbrook,Retail and Wholesale
239,Comerica,1849,"5,001 - 10,000",74.07,Curtis C. Farmer,Texas,Dallas,Banking and Financial Services
