rank,company,founded,employees,score,ceo,state,hq,industry
38,RAND Corporation,1948,"1,001 - 5,000",85.55,Jason Matheny,California,Santa Monica,Professional Services
39,PSCU,1938,">1,000",85.52,Charles E. Fagan III,Florida,St. Petersburg,Banking and Financial Services
40,World Wide Technology,1990,"5,001 - 10,000",85.49,Jim Kavanaugh,Missouri,Maryland Heights,"IT, Internet, Software & Services"
41,"California State University, Fullerton",1962,"1,001 - 5,000",85.47,Framoze Virjee,California,Fullerton,Education
42,Applied Research Associates,1979,">1,000",85.32,Robert Sues,New Mexico,Albuquerque,Aerospace & Defense
43,Hyland Software,1991,"1,001 - 5,000",85.09,Bill Priemer,Ohio,Westlake,"IT, Internet, Software & Services"
44,BlueCross BlueShield of Alabama,1936,"1,001 - 5,000",85.01,Tim Vines,Alabama,Birmingham,Insurance
45,All Star Transportation,2004,"501 - 1,000",84.68,Patrick Vaughan,Pennsylvania,Pittsburgh,Transportation and Logistics
46,Teladoc Health,2002,"1,001 - 5,000",84.01,Jason Gorevic,New York,Purchase,Health Care Equipment & Services
47,Komatsu,1921,"50,001 - 100,000",83.81,Rodney Schrader,Illinois,Chicago,"Engineering, Manufacturing"
48,East Tennessee State University,1911,">1,000",83.78,Brian Noland,Tennessee,Johnson City,Education
49,Aflac,1955,"1,001 - 5,000",83.78,Daniel P. Amos,Georgia,Columbus,Insurance
50,Southwest Gas,1931,"1,001 - 5,000",83.63,John P. Hester,Nevada,Las Vegas,Utilities
51,Arthrex,1981,">1,000",83.48,Reihnhold Schmieding,Florida,Naples,Health Care Equipment & Services
52,Bi-Mart,1955,"1,001 - 5,000",83.46,Rich Truett,Oregon,Eugene,Retail and Wholesale
53,Landstar System,1968,"1,001 - 5,000",83.42,Jim B. Gattoni,Florida,Jacksonville,Transportation and Logistics
54,CF Industries,1946,"1,001 - 5,000",83.26,Tony Will,Illinois,Deerfield,"Construction, Oil & Gas Operations, Mining and Chemicals"
55,GEHA,1937,"1,001 - 5,000",82.99,Arthur A. Nizza,Missouri,Lee's Summit,Health Care Equipment & Services
56,BlueCross BlueShield of Louisiana,1934,">1,000",82.96,I. Steven Udvarhelyi,Louisiana,Baton Rouge,Insurance
57,Horizon Blue Cross Blue Shield of New Jersey,1932,"1,001 - 5,000",82.71,Gary D. St. Hilaire,New Jersey,Newark,Insurance
58,Symetra,1957,"1,001 - 5,000",82.70,Margaret A. Meister,Washington,Bellevue,Insurance
59,AARP,1958,"1,001 - 5,000",82.68,Jo Ann Jenkins,District of Columbia,Washington,Healthcare & Social
60,Northwest Bank,1896,"1,001 - 5,000",82.68,Louis J. Torchio,Ohio,Columbus,Banking and Financial Services
61,H.B. Fuller,1887,"1,001 - 5,000",82.47,Jim Owens,Minnesota,VadnaisHeights,"Construction, Oil & Gas Operations, Mining and Chemicals"
62,"Blue Valley School District, Overland Park, KS",1965,"1,001 - 5,000",82.44,Patrick Hurley,Kansas,Overland Park,Education
63,Kennesaw State University,1963,">1,000",82.41,Kathy Schwaig,Georgia,Kennesaw,Education
64,Seagate Technology,1979,"10,001 - 50,000",82.39,Dave Mosley,California,Cupertino,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
65,Woodward,1870,"5,001 - 10,000",82.35,Chip Blankenship,Colorado,Fort Collins,Aerospace & Defense
66,CMA CGM,1978,"1,001 - 5,000",82.35,Rodolphe Saadé,Provence-Alpes-Côte d'Azur,Marseille,Transportation and Logistics
67,BroadPath LLC,2008,">1,000",82.16,Daron Robertson,Arizona,Tuscon,Business Services & Supplies
68,Amica,1907,">1,000",82.03,Edmund Shallcross III,Rhode Island,Lincoln,Insurance
69,San Diego Zoo,1916,">1,000",81.98,Paul A. Baribault,California,San Diego,Travel & Leisure
70,Bank of Hawaii,1897,"1,001 - 5,000",81.97,Peter S. Ho,Hawaii,Honolulu,Banking and Financial Services
71,American Fidelity,1960,">1,000",81.79,William Bill Cameron,Oklahoma,Oklahoma City,Insurance
72,Airbus,1970,"100,001 - 500,000",81.43,Guillaume Faury,South Holland,Leiden,"Engineering, Manufacturing"
73,Robert W. Baird,1919,"1,001 - 5,000",81.41,Steve Booth,Wisconsin,Milwaukee,Banking and Financial Services
74,EBSCO Information Services,1984,">1,000",81.40,Tim Collins,Massachusetts,Ipswich,Business Services & Supplies
75,FICO,1956,"1,001 - 5,000",81.39,William J. Lansing,California,San Jose,"IT, Internet, Software & Services"
76,BlueCross BlueShield of Massachusetts,1988,"1,001 - 5,000",81.00,Andrew Dreyfus,Massachusetts,Boston,Insurance
77,World Travel Holdings,2003,">1,000",80.93,Brad Tolkin Jeff Tolkin,Massachusetts,Wilmington,Travel & Leisure
78,Tarrant County College District,1965,"1,001 - 5,000",80.90,Elva Concha LeBlanc,Texas,Fort Worth,Education
79,Energizer,1896,"1,001 - 5,000",80.86,Patrick J. Moore,Missouri,St. Louis,Packaged Goods
80,Hanover Insurance Group,1852,"1,001 - 5,000",80.75,John C. Roche,Massachusetts,Worcester,Insurance
81,"Johnson, Mirmiran & Thompson (JMT)",1971,"1,001 - 5,000",80.68,John Moeller,Maryland,Hunt Valley,"Construction, Oil & Gas Operations, Mining and Chemicals"
82,Comtech Telecommunications,1967,"1,001 - 5,000",80.61,Ken Peterman,New York,Huntington,"Telecommunications Services, Cable Supplier"
83,Brown University,1764,">1,000",80.56,Christina Paxson,Rhode Island,Providence,Education
84,Selective Insurance Group,1926,"1,001 - 5,000",80.50,John J. Marchioni,New Jersey,Branchville,Insurance
85,Lands' End,1963,"1,001 - 5,000",80.50,Jerome Griffith,Wisconsin,Dodgeville,"Clothing, Shoes, Sports Equipment"
86,Office of the Director of National Intelligence (ODNI),2005,">1,000",80.48,Avril Haines,District of Columbia,Washington,Government Services
87,The Community College of Baltimore County,1957,"1,001 - 5,000",80.45,Sandra L. Kurtinitis,Maryland,Baltimore,Education
88,"PC Connection, Inc.",1982,"1,001 - 5,000",80.43,Timothy McGrath,New Hampshire,Merrimack,"IT, Internet, Software & Services"
89,Premera Blue Cross,1945,"1,001 - 5,000",80.26,Jeffrey Roe,Washington,Mountlake Terrace,Insurance
90,America First Credit Union,1939,">1,000",80.23,Thayne Shaffer,Utah,Ogden,Banking and Financial Services
91,"Alpine District, American Fork, UT",1915,">1,000",80.22,Shane J. Farnsworth,Utah,American Fork,Education
92,L.L. Bean,1912,">1,000",80.15,Stephen Smith,Maine,Freeport,"Clothing, Shoes, Sports Equipment"
93,HealthNow New York,1936,">1,000",80.01,David Anderson,New York,Buffalo,Insurance
94,Drury Hotels,1973,"1,001 - 5,000",80.00,Chuck Drury,Missouri,Creve Coeur,Travel & Leisure
95,Matson,1882,"1,001 - 5,000",79.94,Matthew J. Cox,Hawaii,Honolulu,Transportation and Logistics
96,Major League Baseball,1903,">1,000",79.79,Rob Manfred,New York,New York,Media & Advertising
97,Western Carolina University,1889,"1,001 - 5,000",79.74,Kelli R. Brown,North Carolina,Cullowhee,Education
98,FreshDirect,2002,">1,000",79.65,Dave Bass,New York,New York,"Food, Soft Beverages, Alcohol & Tobacco"
99,Healthfirst,1993,"1,001 - 5,000",79.63,Pat Wang,New York,New York,Insurance
100,LEGO Group,1932,"10,001 - 50,000",79.43,Niels B. Christiansen,Connecticut,Enfield,Packaged Goods
101,"Nash-Rocky Mount Schools, Nashville, NC",1992,"1,001 - 5,000",79.40,Steven Ellis,North Carolina,Nashville,Education
102,"Deer Valley Unified District, Phoenix, AZ",1934,"1,001 - 5,000",79.39,Ann O'Brien,Arizona,Phoenix,Education
103,Vermeer Corporation,1948,">1,000",79.36,Jason M. Andringa,Iowa,Pella,"Engineering, Manufacturing"
104,Sweetgreen,2007,"1,001 - 5,000",79.17,Jonathan Neman,California,Los Angeles,Restaurants
105,Frost Bank,1868,"1,001 - 5,000",79.17,Phillip D. Green,Texas,San Antonio,Banking and Financial Services
106,Duluth Trading,1989,"1,001 - 5,000",79.11,Sam Sato,Wisconsin,Belleville,"Clothing, Shoes, Sports Equipment"
107,AAA Cooper Transportation,1955,"1,001 - 5,000",79.09,Reid Dove,Alabama,Dothan,Transportation and Logistics
108,University of Maine,1865,">1,000",78.99,Joan Ferrini-Mundy,Maine,Orona,Education
109,"Springdale School District, Springdale, AR",1884,"1,001 - 5,000",78.59,Jared Cleveland,Arkansas,Springdale,Education
110,Spotify,2006,"5,001 - 10,000",78.58,Daniel Ek,New York,New York,"IT, Internet, Software & Services"
111,New Seasons Market,2000,"1,001 - 5,000",78.38,Nancy Lebold,Oregon,Portland,Retail and Wholesale
112,Albemarle,1994,"1,001 - 5,000",78.30,Kent Masters,North Carolina,Charlotte,"Construction, Oil & Gas Operations, Mining and Chemicals"
113,Kalahari Resorts,2000,">1,000",78.19,Todd Nelson,Wisconsin,Wisconsin Dells,Travel & Leisure
114,City of Plano,1840,">1,000",78.17,John B. Muns,Texas,Plano,Government Services
115,The Paper Store,1964,">1,000",78.15,Tom Anderson,Massachusetts,Acton,Retail and Wholesale
116,Consigli Construction,1905,">1,000",78.06,Anthony Consigli,Massachusetts,Milford,"Construction, Oil & Gas Operations, Mining and Chemicals"
117,4M Building Solutions,1978,"1,001 - 5,000",77.96,Tim Murch,Missouri,St. Louis,Professional Services
118,Sumitomo Mitsui Banking Corporation,2001,"1,001 - 5,000",77.76,Makoto Takashima,Tokyo,Tokyo,Banking and Financial Services
119,"Appleton Area School District, Appleton, WI",1850,"1,001 - 5,000",77.60,Greg Hartjes,Wisconsin,Appleton,Education
120,GOJO Industries,1946,">1,000",77.24,Carey Jaros,Ohio,Akron,Packaged Goods
121,Acuity Insurance,1925,">1,000",77.18,Ben Salzmann,Wisconsin,Sheboygan,Insurance
122,Colgate-Palmolive,1806,"1,001 - 5,000",76.99,Noel Wallace,New York,New York,Packaged Goods
123,Sirius Computer Solutions,1980,"1,001 - 5,000",76.90,Joe Mertens,Texas,San Antonio,"IT, Internet, Software & Services"
124,"Poudre School District R-1, Fort Collins, CO",1960,"1,001 - 5,000",76.74,Brian Kinglsey,Colorado,Fort Collins,Education
125,Ronald McDonald House Charities,1974,"1,001 - 5,000",76.72,Kelly Dolan,Illinois,Chicago,Healthcare & Social
126,Briggs & Stratton,1908,">1,000",76.68,Steve Andrews,Wisconsin,Milwaukee,"Engineering, Manufacturing"
127,"Belvidere Community Unit School District 100, Belvidere, IL",1958,">1,000",76.61,Allison Red-Niemiec,Illinois,Belvidere,Education
128,Advance Financial,1996,"501 - 1,000",76.60,Tina Hodges,Tennessee,Nashville,Banking and Financial Services
129,Wellmark Blue Cross and Blue Shield,1939,">1,000",76.57,Cory R. Harris,Iowa,Des Moines,Insurance
130,HNTB,1914,">1,000",76.55,Rob Slimp,Missouri,Kansas City,Professional Services
131,Fabick Cat,1917,"1,001 - 5,000",76.52,Jere Fabick,Missouri,Fenton,"Engineering, Manufacturing"
132,Airbnb,2008,"5,001 - 10,000",76.49,Brian Chesky,California,San Francisco,"IT, Internet, Software & Services"
133,BlueCross BlueShield of Nebraska,1939,">1,000",76.39,Steven Grandfield,Nebraska,Omaha,Insurance
134,Club Car,1960,">1,000",76.34,Mark Wagner,Georgia,Augusta,Automotive (Automotive and Suppliers)
135,University of Nebraska Omaha,1908,">1,000",76.30,Joanne Li,Nebraska,Omaha,Education
136,MSA - The Safety Company,1914,"1,001 - 5,000",76.24,Nish J. Vartanian,Pennsylvania,Cranberry Township,"Engineering, Manufacturing"
137,Better Business Bureau,1912,">1,000",76.17,Matthew Fehling,Virginia,Arlington,Business Services & Supplies
138,Simmons Bank,1903,"1,001 - 5,000",76.15,George A. Markis Jr,Arkansas,Pine Bluff,Banking and Financial Services
139,Aerojet Rocketdyne,1915,"1,001 - 5,000",76.06,Eileen P. Drake,California,El Segundo,Aerospace & Defense
140,Light & Wonder,1973,"1,001 - 5,000",76.04,Matt Wilson,Nevada,Las Vegas,Travel & Leisure
141,Booking Holdings,1996,"1,001 - 5,000",76.00,Glenn D. Fogel,Connecticut,Norwalk,"IT, Internet, Software & Services"
142,Midcontinent Communications,1931,">1,000",75.97,Pat McAdaragh,South Dakota,Sioux Falls,"Telecommunications Services, Cable Supplier"
143,Educational Testing Service,1947,">1,000",75.94,Walt MacDonald,New Jersey,Princeton,Business Services & Supplies
144,Purple Communications,2002,">1,000",75.87,Sherrin Turpin,California,Rocklin,"IT, Internet, Software & Services"
145,New York State Insurance Fund (NYSIF),1914,">1,000",75.84,Gaurav Vasisht,New York,Albany,Insurance
146,Baltimore Aircoil Company,1938,">1,000",75.76,Don Fetzer,Maryland,Jessup,"Engineering, Manufacturing"
147,Suffolk Construction,1982,"1,001 - 5,000",75.57,John Fish,Massachusetts,Boston,"Construction, Oil & Gas Operations, Mining and Chemicals"
148,North Kansas City Hospital,1958,"1,001 - 5,000",75.53,Steve Reintjes Sr.,Missouri,Kansas City,Healthcare & Social
149,Hawaiian Electric Company,1891,">1,000",75.51,Shelee Kimura,Hawaii,Honolulu,Utilities
150,Oceaneering International,1969,"1,001 - 5,000",75.43,Roderick Larson,Texas,Huston,"Construction, Oil & Gas Operations, Mining and Chemicals"
151,Oscar Health,2012,"1,001 - 5,000",75.22,Mario Schlosser,New York,New York City,Insurance
152,HealthEquity,2002,"1,001 - 5,000",75.21,Jon Kessler,Utah,Draper,Banking and Financial Services
153,Odyssey Logistics & Technology Corporation,2003,">1,000",75.13,Keith Hancock,Connecticut,Danbury,Transportation and Logistics
154,Flowserve,1997,"1,001 - 5,000",75.07,R. Scott Rowe,Texas,Irving,"Engineering, Manufacturing"
155,Build-A-Bear Workshop,1997,"1,001 - 5,000",75.01,Sharon P. John,Missouri,St. Louis,Retail and Wholesale
156,American Savings Bank Hawaii,1925,"1,001 - 5,000",75.00,Ann Teranishi,Hawaii,Honolulu,Banking and Financial Services
157,McMaster-Carr,1901,">1,000",74.98,James DeLaney,Illinois,Elmhurst,Retail and Wholesale
158,Amadeus IT Group,1987,"10,001 - 50,000",74.89,Luis Maroto,Community of Madrid,Madrid,"IT, Internet, Software & Services"
159,United States Government Publishing Office,1861,"1,001 - 5,000",74.89,Hugh Nathanial Halpern,District of Columbia,Washington,Government Services
160,Hensel Phelps Construction,1937,">1,000",74.80,Michael J. Choutka,Colorado,Greeley,"Construction, Oil & Gas Operations, Mining and Chemicals"
161,Nova Southeastern University,1964,">1,000",74.71,George L. Hanbury,Florida,Fort-Lauderdale-Davie,Education
162,"Oakland County, MI",1820,">1,000",74.68,Hilarie Chambers,Michigan,Pontiac,Government Services
163,Oncor Electric Delivery,1912,"1,001 - 5,000",74.65,Allen Nye,Texas,Dallas,Utilities
164,"Cedar Rapids Comm School District, Cedar Rapids, IA",1855,"1,001 - 5,000",74.64,Art Sathoff,Iowa,Cedar Rapids,Education
165,Brooks Brothers,1818,">1,000",74.54,Ken Oashi,Connecticut,Enfield,"Clothing, Shoes, Sports Equipment"
166,Greenheck Group,1947,"1,001 - 5,000",74.52,Aaron Gotham / Rich Totzke,Wisconsin,Schofield,"Engineering, Manufacturing"
167,CareCentrix,1996,">1,000",74.39,John Driscoll,Florida,Tampa,Health Care Equipment & Services
168,ACES (Comprehensive Educational Services),1996,">1,000",74.34,Kristin Farmer,California,San Diego,Education
169,Anderson Merchandisers,1917,"1,001 - 5,000",74.31,Charlie Anderson,Texas,Plano,Retail and Wholesale
170,Pacific Life,1868,">1,000",74.20,Darryl Button,California,Newport Beach,Insurance
171,Co-op Solutions,1981,">1,000",74.11,Todd Clark,California,Rancho Cucamonga,Banking and Financial Services
172,Dotdash Meredith,1902,">1,000",74.02,Neil Vogel,Iowa,Des Moines,Media & Advertising
173,Jackson Laboratory,1929,"1,001 - 5,000",73.96,Lon Cardon,Maine,Bar Harbor,Drugs & Biotechnology
174,First Financial Bank,1834,">1,000",73.91,F. Scott Dueser,Ohio,Cincinnati,Banking and Financial Services
175,Cognosante,2008,">1,000",73.88,Michele Kang,Virginia,Falls Church,"IT, Internet, Software & Services"
176,Parx Casino,2005,"1,001 - 5,000",73.84,Eric Hausler,Pennsylvania,Bensalem,Travel & Leisure
177,Tufts Health Plan,1979,">1,000",73.77,Cain A. Hayes,Massachusetts,Watertown,Insurance
178,Epic Games,1991,">1,000",73.75,Tim Sweeney,Maryland,Potomac,Media & Advertising
179,Servco,1919,">1,000",73.72,Mark Fukunaga,Hawaii,Honolulu,Retail and Wholesale
180,Reed Smith,1877,"1,001 - 5,000",73.66,Alexander Y. Thomas,Pennsylvania,Pittsburgh,Professional Services
181,Children's Hospital of Wisconsin,1894,">1,000",73.62,Peggy Troy,Wisconsin,Milwaukee,Healthcare & Social
182,Bosselman Enterprises,1948,">1,000",73.54,Charlie Bosselmann,Nebraska,Grand Island,Retail and Wholesale
183,Nuance Communications,1992,"5,001 - 10,000",73.49,Mark Benjamin,Massachusetts,Burlington,"IT, Internet, Software & Services"
184,Bank of Oklahoma,1908,"1,001 - 5,000",73.48,Stacy C. Kymes,Oklahoma,Tulsa,Banking and Financial Services
185,Mosaic Life Care,2012,"1,001 - 5,000",73.43,Mike Poore,Missouri,St. Joseph,Healthcare & Social
186,Lunds & Byerlys,1997,"1,001 - 5,000",73.22,Russell T. Lund III,Minnesota,Minneapolis,Retail and Wholesale
187,Clark Construction,1906,"1,001 - 5,000",72.92,"Robert D. Moser, Jr.",Maryland,Bethesda,"Construction, Oil & Gas Operations, Mining and Chemicals"
188,Vera Bradley,1982,"1,001 - 5,000",72.87,Jacqueline Ardrey,Indiana,Fort Wayne,"Clothing, Shoes, Sports Equipment"
189,CJ Logistics America,1959,">1,000",72.86,Kevin Coleman,Illinois,Des Plaines,Transportation and Logistics
190,"Ramsey County, MN",1849,"1,001 - 5,000",72.68,Ryan O'Connor,Minnesota,Saint Paul,Government Services
191,Mercedes-Benz USA,1965,"1,001 - 5,000",72.57,Dimitris Psillakis,Georgia,Atlanta,Automotive (Automotive and Suppliers)
192,Brown-Forman,1870,"1,001 - 5,000",72.57,Lawson Whiting,Kentucky,Louisville,"Food, Soft Beverages, Alcohol & Tobacco"
193,Bobst North America,1890,"5,001 - 10,000",72.51,Jean-Pascal Bobst,New Jersey,Roseland,"Engineering, Manufacturing"
194,Acorn Engineering Company,1954,">1,000",72.44,Donald E. Morris,California,City of Industry,"Engineering, Manufacturing"
195,WSFS Bank,1832,"1,001 - 5,000",72.44,Rodger Levenson,Delaware,Wilmington,Banking and Financial Services
196,Canon U.S.A.,1937,">1,000",72.41,Kazuto Ogawa,New York,Melville,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
197,Hancock Whitney,1899,"1,001 - 5,000",72.39,John M. Hairston,Mississippi,Gulfport,Banking and Financial Services
198,Boston College,1863,"1,001 - 5,000",72.37,William P. Leahy,Massachusetts,Chestnut Hill,Education
199,Northern Tool + Equipment,1981,"1,001 - 5,000",72.36,Suresh Krishna,Minnesota,Burnsville,Retail and Wholesale
200,WilmerHale,2004,">1,000",72.17,Susan W. Murley Robert T. Novick,District of Columbia,Washington,Professional Services
201,Sparklight,1986,">1,000",72.16,Julie Laulis,Arizona,Phoenix,"Telecommunications Services, Cable Supplier"
202,Accounting Principals,1997,">1,000",72.12,Laurie Chamberlin,Florida,Jacksonville,Professional Services
203,S&T Bank,1902,">1,000",72.04,Chris McComish,Pennsylvania,Indiana,Banking and Financial Services
204,Granite Telecommunications,2002,">1,000",71.97,Rob Hale,Massachusetts,Quincy,"Telecommunications Services, Cable Supplier"
205,Wells Enterprises,1913,">1,000",71.92,Michael C. Wells,Iowa,Le Mars,"Food, Soft Beverages, Alcohol & Tobacco"
206,Jacksons Food Stores,1975,"1,001 - 5,000",71.91,John D. Jackson,Idaho,Meridian,Retail and Wholesale
207,Milliken & Company,1865,"5,001 - 10,000",71.83,"Halsey M. Cook, Jr.",South Carolina,Spartanburg,"Engineering, Manufacturing"
208,CPC Logistics,1973,">1,000",71.76,Butch Wallis,Missouri,Chesterfield,Transportation and Logistics
209,"Monroe Township Public School District, Williamstown, NJ",1974,"1,001 - 5,000",71.73,Cody Miller,New Jersey,Williamstown,Education
210,Genesys,1990,"5,001 - 10,000",71.72,Tony Bates,California,Daly City,"IT, Internet, Software & Services"
211,Lake Michigan Credit Union (LMCU),1933,"1,001 - 5,000",71.68,Sandy Jelinski,Michigan,Grand Rapids,Banking and Financial Services
212,Cadence,1988,"5,001 - 10,000",71.65,Anirudh Devgan,California,San Jose,"IT, Internet, Software & Services"
213,Aera Energy,1997,">1,000",71.64,Erik Bartsch,California,Bakersfield,"Construction, Oil & Gas Operations, Mining and Chemicals"
214,LG Electronics,1958,"50,001 - 100,000",71.59,Kwang Mo Koo,New Jersey,Englewood Cliffs,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
215,Covenant HealthCare (MI),1998,"1,001 - 5,000",71.54,Beth Charlton,Michigan,Saginaw,Healthcare & Social
216,FirstBank,1963,"1,001 - 5,000",71.47,Chris Holmes,Colorado,Lakewood,Banking and Financial Services
217,Florida Virtual School,1997,">1,000",71.45,Louis J. Algaze,Florida,Orlando,Education
218,Fresh Thyme Farmers Market,2012,">1,000",71.32,Liz Zolcak,Illinois,Downers Grove,Retail and Wholesale
219,National Fuel Gas,1902,">1,000",71.13,David P. Bauer,New York,Williamsville,"Construction, Oil & Gas Operations, Mining and Chemicals"
220,Harp's Food Stores,1930,">1,000",71.10,Kim Eskew,Arkansas,Springdale,Retail and Wholesale
221,Self Regional Healthcare,1951,">1,000",71.08,Matthew Logan,South Carolina,Greenwood,Healthcare & Social
222,Dropbox,2007,"1,001 - 5,000",71.00,Drew Houston,California,San Francisco,"IT, Internet, Software & Services"
223,James Madison University,1908,">1,000",70.99,Jonathan R. Alger,Virginia,Harrisonburg,Education
224,Scentsy,2004,"1,001 - 5,000",70.87,Dan Orchard,Idaho,Meridian,Packaged Goods
225,Netsmart,1968,"1,001 - 5,000",70.81,Mike Valentine,Kansas,Overland Park,"IT, Internet, Software & Services"
226,Louisiana State University and Agricultural & Mechanical College (LSU),1860,">1,000",70.69,William F. Tate IV,Louisiana,Baton Rouge,Education
227,Rochester Institute of Technology,1829,"1,001 - 5,000",70.63,"David C. Munson, Jr.",New York,Rochester,Education
228,National Archives and Records Administration,1934,">1,000",70.60,Debra Wall,Maryland,College Park,Government Services
229,Deltek,1983,"1,001 - 5,000",70.59,Mike Corkery,Virginia,Herndon,"IT, Internet, Software & Services"
230,"Bethel School District, Spanaway, WA",1945,"1,001 - 5,000",70.54,Tom Seigel,Washington,Spanaway,Education
231,"Mansfield Independent School District, Mansfield, TX",1909,"1,001 - 5,000",70.42,Kimberley Cantu,Texas,Mansfield,Education
232,"Paradise Valley Unified District, Phoenix, AZ",1913,"1,001 - 5,000",70.30,Troy Bales,Arizona,Phoenix,Education
233,Evangelical Community Hospital,1926,"1,001 - 5,000",70.17,Kendra A. Aucker,Pennsylvania,Lewisburg,Healthcare & Social
234,Florida Cancer Specialists & Research Institute,1984,">1,000",70.00,Nathan Walcker,Florida,Fort Myers,Healthcare & Social
235,Prime Therapeutics,1987,"1,001 - 5,000",69.98,Ken Paulus,Minnesota,Eagan,Insurance
