rank,company,founded,employees,score,ceo,state,hq,industry
52,Tulane University,1834,"1,001 - 5,000",81.42,Michael A. Fitts,Louisiana,New Orleans,Education
53,Centene,1984,"50,001 - 100,000",81.34,Sarah London,Missouri,St. Louis,Insurance
54,Robert Half,1948,"10,001 - 50,000",81.18,M. Keith Waddell,California,Menlo Park,Business Services & Supplies
55,Evolent Health,2011,"1,001 - 5,000",81.11,Seth Blackley,Virginia,Arlington,Healthcare & Social Services
56,Corteva,2019,"10,001 - 50,000",81.07,Chuck Magro,Delaware,Wilmington,"Construction, Chemicals, Raw Materials"
57,GlaxoSmithKline,2000,"50,001 - 100,000",80.94,Emma Walmsley,Pennsylvania,Philadelphia,Drugs & Biotechnology
58,Citizens Financial Group,1828,"10,001 - 50,000",80.89,Bruce Van Saun,Rhode Island,Providence,Banking and Financial Services
59,Voya Financial,1977,"5,001 - 10,000",80.84,"Rodney O. Martin, Jr.",New York,New York,Banking and Financial Services
60,Cincinnati Children's,1883,"10,001 - 50,000",80.82,Steve Davis,Ohio,Cincinnati,Healthcare & Social Services
61,Levi Strauss & Co,1853,"5,001 - 10,000",80.76,Chip Bergh,California,San Francisco,"Clothing, Shoes, Sports Equipment"
62,Ohio University,1804,"1,001 - 5,000",80.74,Hugh Sherman,Ohio,Athens,Education
63,Intuit,1983,"10,001 - 50,000",80.7,Sasan Goordazi,California,Mountain View,IT Software & Services
64,DICK's Sporting Goods,1948,"50,001 - 100,000",80.48,Lauren R. Hobart,Pennsylvania,Coraopolis,Retail and Wholesale
65,Ecolab,1923,"10,001 - 50,000",80.45,Christophe Beck,Minnesota,Saint Paul,Business Services & Supplies
66,Capital Group,1930,"5,001 - 10,000",80.45,Timothy D. Armour,California,Los Angeles,Banking and Financial Services
67,Equifax,1899,"10,001 - 50,000",80.41,Laurie Leshin,Georgia,Atlanta,Business Services & Supplies
68,Houston Methodist,1919,"10,001 - 50,000",80.22,Marc L. Boom,Texas,Houston,Healthcare & Social Services
69,Northrop Grumman Corporation,1939,"100,001 - 500,000",80.12,Kathy Warden,Virginia,Falls Church,Aerospace & Defense
70,Merck,1891,"10,001 - 50,000",80.05,Robert M. Davis,New Jersey,Kenilworth,Drugs & Biotechnology
71,ONE Gas,2014,"1,001 - 5,000",79.91,Robert S. McAnnally,Oklahoma,Tulsa,Utilities
72,American Cancer Society,1913,>5000,79.81,- -,Georgia,Atlanta,Healthcare & Social Services
73,Bath & Body Works,1990,"50,001 - 100,000",79.8,Gina Boswell,Ohio,Columbus,Retail and Wholesale
74,Micron Technology,1978,"10,001 - 50,000",79.72,Sanjay Mehrotra,Idaho,Boise,"Semiconductors, Electronics, Electrical Engineering"
75,The Hartford,1810,"10,001 - 50,000",79.64,Christopher J. Swift,Connecticut,Hartford,Insurance
76,Nationwide Children's Hospital,1892,"10,001 - 50,000",79.6,Timothy Robinson,Ohio,Columbus,Healthcare & Social Services
77,University of Nevada-Las Vegas (UNLV),1957,"1,001 - 5,000",79.44,Keith Whitfield,Nevada,Paradise,Education
78,Cone Health,1953,"10,001 - 50,000",79.41,Mary Jo Cagle,North Carolina,Greensboro,Healthcare & Social Services
79,Children's Hospital of The King's Daughters,1961,"1,001 - 5,000",79.36,James D. Dahling,Virginia,Norfolk,Healthcare & Social Services
80,Guardian Life Ins. Co. of America,1860,"5,001 - 10,000",79.14,Andrew J. Mcmahon,New York,New York,Insurance
81,Amgen,1980,"10,001 - 50,000",79.06,Robert Bradway,California,Thousand Oaks,Drugs & Biotechnology
82,Discover Financial Services,1985,"10,001 - 50,000",78.98,John Owen,Illinois,Riverwoods,Banking and Financial Services
83,Vertex Pharmaceuticals,1989,"1,001 - 5,000",78.91,Reshma Kewalramani,Massachusetts,Boston,Drugs & Biotechnology
84,Carnival Corporation,1974,"50,001 - 100,000",78.9,Josh Weinstein,Florida,Miami,Travel & Leisure
85,Colgate-Palmolive,1806,"1,001 - 5,000",78.81,Noel Wallace,New York,New York,Packaged Goods
86,Huntington National Bank,1866,"10,001 - 50,000",78.71,Stephen D. Steinour,Ohio,Columbus,Banking and Financial Services
87,BlueCross BlueShield of Tennessee,1945,>5000,78.66,JD Hickey,Tennessee,Chattanooga,Insurance
88,Grainger,1927,"10,001 - 50,000",78.57,DG Macpherson Macpherson,Illinois,Lake Forest,Retail and Wholesale
89,Boston Scientific,1979,"10,001 - 50,000",78.56,Michael F. Mahoney,Massachusetts,Marlborough,Health Care Equipment & Services
90,Cisco Systems,1984,"10,001 - 50,000",78.35,Chuck Robbins,California,San Jose,IT Software & Services
91,"Williams-Sonoma, Inc",1956,"10,001 - 50,000",78.34,Laura Alber,California,San Francisco,Retail and Wholesale
92,University of Wisconsin-Milwaukee,1956,"5,001 - 10,000",78.29,Mark A. Mone,Wisconsin,Milwaukee,Education
93,UnitedHealth Group,1977,"100,001 - 500,000",78.16,Andrew Witty,Minnesota,Minnetonka,Insurance
94,Booking Holdings,1996,"1,001 - 5,000",78.15,Glenn D. Fogel,Connecticut,Norwalk,IT Software & Services
95,Henry Ford Health System,1915,"10,001 - 50,000",78.14,Robert G. Riney,Michigan,Detroit,Healthcare & Social Services
96,Barclays,1896,"50,001 - 100,000",78.11,C. S. Venkatakrishnan,New York,New York,Banking and Financial Services
97,PG&E (Pacific Gas and Electric),1905,"10,001 - 50,000",78.1,Patricia K. Poppe,California,San Francisco,Utilities
98,WL Gore & Associates,1958,"10,001 - 50,000",78.04,Bret Snyder,Delaware,Newark,"Engineering, Manufacturing"
99,Raymond James Financial,1962,"10,001 - 50,000",77.98,Paul C. Reilly,Florida,St. Petersburg,Banking and Financial Services
100,Sun Life Financial,1865,"10,001 - 50,000",77.96,Kevin D. Strain,Massachusetts,Wellesley Hills,Banking and Financial Services
101,University of Tennessee Medical Center,1956,>1000,77.92,Joseph R. Landsman,Tennessee,Knoxville,Healthcare & Social Services
102,Marriott International,1927,"100,001 - 500,000",77.85,Anthony Capuano,Maryland,Bethesda,Travel & Leisure
103,Florida Blue,1945,"5,001 - 10,000",77.8,Patrick J. Geraghty,Florida,Jacksonville,Insurance
104,Medtronic,1949,"10,001 - 50,000",77.78,Geoffrey S. Martha,Minnesota,Minneapolis,Health Care Equipment & Services
105,Microsoft,1975,"100,001 - 500,000",77.76,Satya Nadella,Washington,Redmond,IT Software & Services
106,University of Virginia Health System,1901,"10,001 - 50,000",77.74,James E. Ryan,Virginia,Charlottesville,Healthcare & Social Services
107,Foot Locker,1974,"10,001 - 50,000",77.61,Mary N. Dillon,New York,New York,"Clothing, Shoes, Sports Equipment"
108,McKesson,1833,"10,001 - 50,000",77.61,Brian S. Tyler,Texas,Irving,Health Care Equipment & Services
109,Best Buy,1966,"50,001 - 100,000",77.58,Corie Barry,Minnesota,Richfield,Retail and Wholesale
110,Fidelity Investments,1946,"50,001 - 100,000",77.57,Abigail Johnson,Massachusetts,Boston,Banking and Financial Services
111,Massachusetts Institute of Technology,1861,"10,001 - 50,000",77.53,Sally Kornbluth,Massachusetts,Cambridge,Education
112,Sutter Health,1921,"50,001 - 100,000",77.48,Warner L. Thomas,California,Sacramento,Healthcare & Social Services
113,Verizon Communications,1983,"50,001 - 100,000",77.37,Hans Vestberg,New York,New York,"Telecommunications Services, Cable Supplier"
114,Western Carolina University,1889,"1,001 - 5,000",77.1,Kelli R. Brown,North Carolina,Cullowhee,Education
115,Paychex,1971,"10,001 - 50,000",77.04,"John B. Gibson, Jr.",New York,Rochester,Business Services & Supplies
116,Morgan Stanley,1931,"50,001 - 100,000",76.94,James Gorman,New York,New York,Banking and Financial Services
117,Alzheimer's Association,1980,"1,001 - 5,000",76.92,Joanne Pike,Illinois,Chicago,Healthcare & Social Services
118,American Express Global Business Travel,1850,"10,001 - 50,000",76.91,Paul Abbott,New York,New York,Business Services & Supplies
119,SAP,1972,"100,001 - 500,000",76.79,Lloyd Adams,Pennsylvania,Newtown Square,IT Software & Services
120,Emory University,1836,>5000,76.74,Gregory L. Fenves,Georgia,Atlanta,Education
121,BP,1909,"50,001 - 100,000",76.72,Bernard Looney,Texas,Houston,"Construction, Chemicals, Raw Materials"
122,University of Central Florida (UCF),1963,"10,001 - 50,000",76.7,Alexander N. Cartwright,Florida,Orlando,Education
123,Kent State University,1910,"10,001 - 50,000",76.68,Todd Diacon,Ohio,Kent,Education
124,Apple,1976,"100,001 - 500,000",76.67,Tim Cook,California,Cupertino,"Semiconductors, Electronics, Electrical Engineering"
125,PNC Financial Services,1845,"50,001 - 100,000",76.47,William S. Demchak,Pennsylvania,Pittsburgh,Banking and Financial Services
126,"University of California, Irvine",1965,"10,001 - 50,000",76.46,Howard Gillman,California,Irvine,Education
127,FirstEnergy,1997,"10,001 - 50,000",76.37,John W. Somerhalder,Ohio,Akron,Utilities
128,Alaska Airlines,1932,"10,001 - 50,000",76.27,Ben Minicucci,Washington,SeaTac,Transportation and Logistics
129,Southern Company,1945,"10,001 - 50,000",76.25,Tom Fanning,Georgia,Atlanta,Utilities
130,Christiana Care Health System,1888,"10,001 - 50,000",76.09,Janice E. Nevin,Delaware,Newark,Healthcare & Social Services
131,U.S. Cellular,1983,"1,001 - 5,000",76.06,Laurent Therivel,Illinois,Chicago,"Telecommunications Services, Cable Supplier"
132,SAIC,1969,"10,001 - 50,000",75.97,Nazzic Keene,Virginia,Reston,IT Software & Services
133,Memorial Hermann Health System,1907,"10,001 - 50,000",75.92,David L. Callender,Texas,Houston,Healthcare & Social Services
134,JetBlue Airways,1999,"10,001 - 50,000",75.86,Robin Hayes,New York,Long Island City,Transportation and Logistics
135,Teladoc Health,2002,"5,001 - 10,000",75.86,Jason Gorevic,New York,Purchase,Health Care Equipment & Services
136,Wellmark Blue Cross and Blue Shield,1939,>1000,75.83,Cory R. Harris,Iowa,Des Moines,Insurance
137,Aerotek,1983,"1,001 - 5,000",75.71,Tom Kelly,Maryland,Hanover,Business Services & Supplies
138,CDW,1984,"10,001 - 50,000",75.3,Christine A. Leahy,Illinois,Vernon Hills,IT Software & Services
139,"Rocket Mortgage, LLC",1985,"10,001 - 50,000",75.3,Jay Farner,Michigan,Detroit,Banking and Financial Services
140,Steelcase,1912,"10,001 - 50,000",75.29,Sara E. Armbruster,Michigan,Grand Rapids,"Engineering, Manufacturing"
141,IBM,1911,"100,001 - 500,000",75.19,Arvind Krishna,New York,Armonk,IT Software & Services
142,Dell Technologies,1984,"10,001 - 50,000",75.08,Michael Dell,Texas,Round Rock,"Semiconductors, Electronics, Electrical Engineering"
143,Sanofi,1973,"10,001 - 50,000",75.04,Paul Hudson,New Jersey,Bridgewater,Drugs & Biotechnology
144,CSAA Insurance Group,1914,"1,001 - 5,000",75,Mike Zukerman,California,Walnut Creek,Insurance
145,Duke Energy,1904,"10,001 - 50,000",75,Lynn J. Good,North Carolina,Charlotte,Utilities
146,Elevance Health,2004,"50,001 - 100,000",74.93,Gail K. Boudreaux,Indiana,Indianapolis,Insurance
147,Milliken & Company,1865,"5,001 - 10,000",74.86,"Halsey M. Cook, Jr.",South Carolina,Spartanburg,"Engineering, Manufacturing"
148,ICF International,1969,>5000,74.84,John Wasson,Virginia,Fairfax,Professional Services
149,LinkedIn,2002,"10,001 - 50,000",74.82,Ryan Roslansky,California,Sunnyvale,IT Software & Services
150,Boston Children's Hospital,1869,>10000,74.81,Kevin B. Churchwell,Massachusetts,Boston,Healthcare & Social Services
151,Hewlett Packard Enterprise,2015,"50,001 - 100,000",74.81,Antonio Neri,California,San Jose,IT Software & Services
152,Fidelity National Information Services (FIS),2006,"10,001 - 50,000",74.8,Stephanie Ferris,Florida,Jacksonville,IT Software & Services
153,Capital One Financial,1994,"50,001 - 100,000",74.75,Richard D. Fairbank,Virginia,McLean,Banking and Financial Services
154,LPL Financial Holdings Inc.,1989,"5,001 - 10,000",74.73,Dan H. Arnold,Massachusetts,Boston,Banking and Financial Services
155,UCLA Health,1955,"10,001 - 50,000",74.72,John C. Mazziotta,California,Los Angeles,Healthcare & Social Services
156,Freddie Mac,1970,"5,001 - 10,000",74.72,Michael DeVito,Virginia,McLean,Banking and Financial Services
157,"University of Nebraska, Lincoln",1869,"5,001 - 10,000",74.56,Rodney D. Bennett,Nebraska,Lincoln,Education
158,Ulta Beauty,1990,"10,001 - 50,000",74.44,Dave Kimbell,Illinois,Bolingbrook,Retail and Wholesale
159,Ohio State University Wexner Medical Center,1834,"10,001 - 50,000",74.32,John J. Warner,Ohio,Columbus,Healthcare & Social Services
160,Main Line Health,1985,"10,001 - 50,000",74.31,John J. Lynch III,Pennsylvania,Radnor Township,Healthcare & Social Services
161,WPS Health Solutions,1946,>1000,74.3,Wendy Perkins,Wisconsin,Madison,Insurance
162,Nationwide Mutual Insurance,1926,>10000,74.27,Kirt Walker,Ohio,Columbus,Insurance
163,Comcast NBCUniversal,1963,"100,001 - 500,000",74.24,Brian L. Roberts,Pennsylvania,Philadelphia,Media & Advertising
164,Medica,1975,>1000,74.19,Lisa Erickson,Minnesota,Minnetonka,Insurance
165,"University of Maryland, College Park",1858,"10,001 - 50,000",74.16,Darryll J. Pines,Maryland,College Park,Education
166,The Container Store,1978,"5,001 - 10,000",74.05,Melissa Reiff,Texas,Coppell,Retail and Wholesale
167,Ipsos,1975,"10,001 - 50,000",74.05,Lorenzo Larini,Île-de-France,Paris,Business Services & Supplies
168,Rush,1972,>10000,74.05,Omar Lateef,Illinois,Chicago,Healthcare & Social Services
169,Adobe,1982,"10,001 - 50,000",74,Shantanu Narayen,California,San Jose,IT Software & Services
170,Austin Community College District,1973,>1000,73.93,Russell Hart,Texas,Austin,Education
171,Illumina,1998,"5,001 - 10,000",73.85,Francis deSouza,California,San Diego,Drugs & Biotechnology
172,EmblemHealth,1930,>1000,73.78,Karen M. Ignagni,New York,New York,Healthcare & Social Services
173,H&M,1947,"100,001 - 500,000",73.65,Helena Helmersson,New York,New York,"Clothing, Shoes, Sports Equipment"
174,Yelp,2004,"5,001 - 10,000",73.52,Jeremy Stoppelman,California,San Francisco,IT Software & Services
175,TrueBlue,1989,"1,001 - 5,000",73.46,Steven C. Cooper,Washington,Tacoma,Business Services & Supplies
176,Regeneron Pharmaceuticals,1988,"10,001 - 50,000",73.43,Leonard S. Schleifer,New York,Tarrytown,Drugs & Biotechnology
177,H&R Block,1955,"1,001 - 5,000",73.39,Jeffrey J. Jones II,Missouri,Kansas City,Professional Services
178,Coca-Cola,1886,"5,001 - 10,000",73.38,James Quincey,Georgia,Atlanta,"Food, Soft Beverages, Alcohol & Tobacco"
179,Jacobs Engineering,1947,"50,001 - 100,000",73.36,Bob Pragada,Texas,Dallas,"Construction, Chemicals, Raw Materials"
180,Delta Air Lines,1924,"50,001 - 100,000",73.35,Ed Bastian,Georgia,Atlanta,Transportation and Logistics
181,Ralph Lauren,1967,"10,001 - 50,000",73.28,Patrice Louvet,New York,New York,"Clothing, Shoes, Sports Equipment"
182,Boston Medical Center,1996,>5000,73.24,"Alastair Bell, MD",Massachusetts,Boston,Healthcare & Social Services
183,Publicis Groupe,1926,"100,001 - 500,000",73.22,Andrew Bruce,New York,New York,Media & Advertising
184,Sempra Energy,1998,"10,001 - 50,000",73.18,Jeffrey W. Martin,California,San Diego,Utilities
185,Werner Enterprises,1956,"10,001 - 50,000",73.12,Derek J. Leathers,Nebraska,Omaha,Transportation and Logistics
186,Children's Healthcare of Atlanta,1998,"10,001 - 50,000",73.11,Donna W. Hyland,Georgia,Atlanta,Healthcare & Social Services
187,Google,1998,"100,001 - 500,000",73.1,Sundar Pichai,California,Mountain View,IT Software & Services
188,M&T Bank,1856,"10,001 - 50,000",73.09,René F. Jones,New York,Buffalo,Banking and Financial Services
189,Sephora,1970,"100,001 - 500,000",73.05,Jean-André Rougeot,California,San Francisco,Retail and Wholesale
190,NFI Industries,1932,"10,001 - 50,000",73.02,Sidney Brown,New Jersey,Camden,Transportation and Logistics
191,Schneider Electric,1836,"10,001 - 50,000",72.95,Jean-Pascal Tricoire,Massachusetts,Andover,"Semiconductors, Electronics, Electrical Engineering"
192,Western Governors University,1997,>5000,72.76,Scott D. Pulsipher,Utah,Salt Lake City,Education
193,Barnes & Thornburg,1982,>1000,72.74,Andrew J. Detherage,Indiana,Indianapolis,Professional Services
194,"Point32Health, Inc.",2021,>5000,72.73,Cain A. Hayes,Massachusetts,Canton,Healthcare & Social Services
195,MassMutual,1851,"5,001 - 10,000",72.7,Roger W. Crandall Mark T. Bertolini,Massachusetts,Springfield,Insurance
196,Deluxe,1915,"5,001 - 10,000",72.68,Barry McCarthy,Minnesota,Minneapolis,IT Software & Services
197,Autodesk,1982,"10,001 - 50,000",72.66,Andrew Anagnost,California,San Rafael,IT Software & Services
198,Indeed,2004,"10,001 - 50,000",72.55,Chris Hyams,Texas,Austin,IT Software & Services
199,Smithsonian Institution,1846,"5,001 - 10,000",72.48,Lonnie G. Bunch,District of Columbia,Washington,Travel & Leisure
200,Wynn Resorts,2002,"10,001 - 50,000",72.45,Craig Billings,Nevada,Las Vegas,Travel & Leisure
201,BJC HealthCare,1937,>10000,72.38,Richard J. Liekweg,Missouri,St. Louis,Healthcare & Social Services
202,Netflix,1997,"5,001 - 10,000",72.33,Greg Peters Ted Sarandos,California,Los Gatos,Media & Advertising
203,George P. Johnson Experience Marketing,1914,>1000,72.3,Chris Meyer,Michigan,Auburn Hills,Business Services & Supplies
204,Highmark Health,1977,"10,001 - 50,000",72.28,David L. Holmberg,Pennsylvania,Pittsburgh,Insurance
205,"Colorado State University, Fort Collins",1903,"5,001 - 10,000",72.21,Amy Parsons,Colorado,Fort Collins,Education
206,Inspira Health Network,1899,"1,001 - 5,000",72.2,Amy B. Mansue,New Jersey,Mullica Hill,Healthcare & Social Services
207,Alpha Baking Company,1979,>1000,72.15,Lawrence L. Marcucci,Illinois,Chicago,"Food, Soft Beverages, Alcohol & Tobacco"
208,Wegmans Food Markets,1916,"50,001 - 100,000",72.11,Colleen Wegman,New York,Rochester,Retail and Wholesale
209,Georgetown University,1789,"5,001 - 10,000",72.07,John DeGioia,District of Columbia,Washington,Education
210,University of Virginia,1819,"10,001 - 50,000",72.05,James E. Ryan,Virginia,Charlottesville,Education
211,Roper St. Francis Healthcare,1829,"5,001 - 10,000",72.01,Jeffrey DiLisi,South Carolina,Charleston,Healthcare & Social Services
212,American Family Insurance,1927,"10,001 - 50,000",72.01,Bill Westrate,Wisconsin,Madison,Insurance
213,Dutch Bros. Coffee,1992,"10,001 - 50,000",71.96,Joth Ricci,Oregon,Grants Pass,Restaurants
214,Health Care Service Corporation,1936,"10,001 - 50,000",71.95,Maurice Smith,Illinois,Chicago,Insurance
215,Alliant Insurance Services,1925,>5000,71.93,Thomas W. Corbett,California,Newport Beach,Insurance
216,Enterprise Mobility,1957,"50,001 - 100,000",71.92,Andrew C. Taylor,Missouri,St. Louis,Travel & Leisure
217,DTE Energy,1996,"5,001 - 10,000",71.85,Jerry Norcia,Michigan,Detroit,Utilities
218,GEHA,1937,"1,001 - 5,000",71.84,Arthur A. Nizza,Missouri,Lee's Summit,Health Care Equipment & Services
219,Northwestern University,1851,"5,001 - 10,000",71.83,Michael Schill,Illinois,Evanston,Education
220,Charles Schwab,1971,"10,001 - 50,000",71.81,Walter W. Bettinger II,California,San Francisco,Banking and Financial Services
221,Cargill,1865,"100,001 - 500,000",71.77,Brian Sikes,Minnesota,Wayzata,"Food, Soft Beverages, Alcohol & Tobacco"
222,Gartner,1979,"10,001 - 50,000",71.76,Eugene A. Hall,Connecticut,Stamford,Professional Services
223,Automatic Data Processing,1949,"50,001 - 100,000",71.75,Carlos A. Rodriguez,New Jersey,Roseland,Business Services & Supplies
224,MasterCard,1966,"10,001 - 50,000",71.73,Michael Miebach,New York,Purchase,Banking and Financial Services
225,Ball State University,1918,"1,001 - 5,000",71.71,Geoffrey S. Mearns,Indiana,Muncie,Education
226,United Airlines,1926,"100,001 - 500,000",71.64,Scott Kirby,Illinois,Chicago,Transportation and Logistics
227,Yale New Haven Health,1826,"10,001 - 50,000",71.61,Christopher O'Connor,Connecticut,New Haven,Healthcare & Social Services
228,Northwell Health,1997,"50,001 - 100,000",71.59,Michael Dowling,New York,Great Neck,Healthcare & Social Services
229,NVIDIA,1993,"10,001 - 50,000",71.57,Jensen Huang,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering"
230,Stryker,1941,"10,001 - 50,000",71.47,Kevin A. Lobo,Michigan,Kalamazoo,Health Care Equipment & Services
231,Old National Bank,1834,"1,001 - 5,000",71.47,Chady M. AlAhmar,Indiana,Evansville,Banking and Financial Services
232,Talbots,1947,>5000,71.45,Lizanne Kindler,Massachusetts,Hingham,"Clothing, Shoes, Sports Equipment"
233,Penn State Health,1967,"10,001 - 50,000",71.45,Steve Massini,Pennsylvania,Hershey,Healthcare & Social Services
234,Medline Industries,1966,"10,001 - 50,000",71.44,Charlie Mills,Illinois,Northfield,Health Care Equipment & Services
235,CBRE Group,1906,"100,001 - 500,000",71.41,Bob Sulentic,Texas,Dallas,Business Services & Supplies
236,St. Jude Children's Research Hospital,1962,"5,001 - 10,000",71.37,James R. Downing,Tennessee,Memphis,Healthcare & Social Services
237,Designer Brands,1969,"10,001 - 50,000",71.33,Roger L. Rawlins,Ohio,Columbus,"Clothing, Shoes, Sports Equipment"
238,Visa,1958,"5,001 - 10,000",71.3,Ryan McLnerney,California,Foster City,Banking and Financial Services
239,Bain & Co,1973,"10,001 - 50,000",71.28,Manny Maceda,Massachusetts,Boston,Professional Services
240,The Estée Lauder Companies,1946,"10,001 - 50,000",71.24,Fabrizio Freda,New York,New York,Packaged Goods
241,IKEA,1985,"100,001 - 500,000",71.23,Jon Abrahamsson Ring,Pennsylvania,Conshohocken,Retail and Wholesale
242,The University of Kansas Health System,1906,"10,001 - 50,000",71.19,Bob Page,Kansas,Kansas City,Healthcare & Social Services
243,Kaiser Permanente,1945,"100,001 - 500,000",71.18,Greg A. Adams,California,Oakland,Healthcare & Social Services
