rank,company,founded,employees,score,ceo,state,hq,industry
35,Pepsico,1965,>250,78.67,Silviu Popovici,Switzerland,Geneva,"Food, Soft Beverages, Alcohol and Tobacco"
36,BP,1909,>250,78.65,Murray Auchincloss,United Kingdom,London,"Oil and Gas Operations, Mining, and Chemicals"
37,Schneider Electric,1836,>250,78.63,Peter Herweck,France,Rueil Malmaison,"Semiconductors, Electronics, Electrical Engineering, Hardware"
38,Michelin,1889,>250,78.62,Yves Chapot/Florent Menegaux,France,Clermont-Ferrand,Automotive (Producers and Suppliers)
39,Swisscom,1998,>250,78.58,Christoph Aeschlimann,Switzerland,Bern,"Telecommunications Services, Cable Supplier"
40,AstraZeneca,1999,>250,78.54,Pascal Soriot,United Kingdom,Cambridge,Drugs and Biotechnology
41,ENGIE,2008,>250,78.53,Catherine MacGregor,France,Paris,Utilities
42,Banca Mediolanum,1982,>250,78.52,Massimo Antonio Doris,Italy,Milan,Banking and Financial Services
43,AVEVA Group,1967,>250,78.46,Caspar Herzberg,United Kingdom,Cambridge,"IT, Internet, Software and Services"
44,RELX Group,1880,>250,78.4,Erik Engstrom,United Kingdom,London,Media and Advertising
45,Procter & Gamble,1837,>250,78.37,Jon R. Moeller,Switzerland,Geneva,Packaged Goods
46,Commerzbank,1870,>250,78.35,Manfred Knof,Germany,Frankfurt am Main,Banking and Financial Services
47,Société Générale,1864,>250,78.3,Slawomir Krupa,France,Paris,Banking and Financial Services
48,Accenture,1955,>250,78.28,Jean-Marc Ollagnier,Ireland,Dublin,"IT, Internet, Software and Services"
49,Unilever,1929,>250,78.22,Hein Schumacher,United Kingdom,London,"Food, Soft Beverages, Alcohol and Tobacco"
50,Autodesk,1982,>250,78.19,Andrew Anagnost,Ireland,Dublin,"IT, Internet, Software and Services"
51,Infineon,1999,>250,77.96,Jochen Hanebeck,Germany,Neubiberg,"Semiconductors, Electronics, Electrical Engineering, Hardware"
52,Dell Technologies,1984,>250,77.88,Michael Dell,United Kingdom,London,"IT, Internet, Software and Services"
53,Nexity,2000,>250,77.86,Véronique Bédague,France,Paris,Business Services and Supplies
54,Aviva,2000,>250,77.76,Dame Amanda Blanc,United Kingdom,London,Insurance
55,Dow,1897,>250,77.61,Jim Fitterling,Switzerland,Horgen,"Oil and Gas Operations, Mining, and Chemicals"
56,Experian,1996,>250,77.59,Brian Cassin,Ireland,Dublin,"IT, Internet, Software and Services"
57,Airbnb,2008,>250,77.58,Hadi Moussa,Ireland,Dublin,Travel and Leisure
58,Intesa Sanpaolo,2007,>250,77.55,Carlo Messina,Italy,Turin,Banking and Financial Services
59,IKEA,1943,>250,77.54,Jesper Brodin,Netherlands,Delft,Retail
60,TJX Europe,1994,>250,77.49,Louise Greenlees,United Kingdom,Watford,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
61,Centrica,1997,>250,77.46,Chris O’Shea,United Kingdom,Windsor,Utilities
62,Kingfisher,1982,>250,77.43,Thierry Garnier,United Kingdom,London,Retail
63,Tesco,1919,>250,77.36,Ken Murphy,United Kingdom,Welwyn Garden City,Retail
64,Beiersdorf,1882,>250,77.27,Vincent Warnery,Germany,Hamburg,Packaged Goods
65,Agilent Technologies,1999,>250,77.21,Padraig McDonnell,Germany,Waldbronn,Health Care Equipment and Services
66,Legal & General,1873,>250,77.19,António Simões,United Kingdom,London,Banking and Financial Services
67,Direct Line Group,1985,>250,77.18,Adam Winslow,United Kingdom,Bromley,Insurance
68,Volvo Car Group,1927,>250,77.07,Jim Rowan,Sweden,Gothenburg,Automotive (Producers and Suppliers)
69,John Lewis Partnership,1929,>250,77.06,Nish Kankiwala,United Kingdom,London,Retail
70,Arcadis,1888,>250,77,Alan Brookes,Netherlands,Amsterdam,Consulting and Accounting
71,Sage,1981,>250,76.98,Steve Hare,United Kingdom,Newcastle Upon Tyne,"IT, Internet, Software and Services"
72,Nestlé,1866,>250,76.97,Mark Schneider,Switzerland,Vevey,"Food, Soft Beverages, Alcohol and Tobacco"
73,BBVA,1857,>250,76.96,Onur Genç,Spain,Bilbao,Banking and Financial Services
74,eBay,1995,>250,76.93,Jamie Iannone,Germany,Kleinmachnow,"IT, Internet, Software and Services"
75,Maisons du Monde,1996,>250,76.81,François-Melchior de Polignac,France,Vertou,Retail
76,Cummins,1919,>250,76.79,Jennifer Rumsey,United Kingdom,Wellingborough,"Engineering, Manufacturing"
77,Vattenfall,1909,>250,76.78,Anna Borg,Sweden,Solna,Utilities
78,Aon,1982,>250,76.73,Greg Case,United Kingdom,London,Insurance
79,Chanel,1910,>250,76.7,Leena Nair,United Kingdom,London,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
80,Johnson & Johnson,1886,>250,76.63,Joaquin Duato,United Kingdom,Edinburgh,Drugs and Biotechnology
81,Adecco Group,1996,>250,76.62,Denis Machuel,Switzerland,Zurich,Business Services and Supplies
82,Indeed,2004,>250,76.59,Chris Hyams,Ireland,Dublin,"IT, Internet, Software and Services"
83,SEB (Skandinaviska Enskilda Banken) Group,1856,>250,76.57,Johan Torgeby,Sweden,Stockholm,Banking and Financial Services
84,Hays,1867,>250,76.56,Dirk Hahn,United Kingdom,London,Business Services and Supplies
85,Orange,1994,>250,76.55,Christel Heydemann,France,Issy-les-Moulineaux,"Telecommunications Services, Cable Supplier"
86,PUMA,1948,>250,76.48,Arne Freundt,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
87,BT Group,1980,>250,76.38,Allison Kirkby,United Kingdom,London,"Telecommunications Services, Cable Supplier"
88,DNV,1864,>250,76.34,Remi Eriksen,Norway,Høvik,Consulting and Accounting
89,Covéa Group,2003,>250,76.33,Thierry Derez,France,Paris,Insurance
90,DNB,1822,>250,76.33,Kjerstin Braathen,Norway,Oslo,Banking and Financial Services
91,Citigroup,1812,>250,76.26,Jane Fraser,United Kingdom,London,Banking and Financial Services
92,JD Sports,1981,>250,76.26,Régis Schultz,United Kingdom,Bury,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
93,Barmer,1884,>250,76.26,Christoph Straub,Germany,Berlin,Insurance
94,Siemens,1847,>250,76.23,Roland Busch,Germany,Munich,"Semiconductors, Electronics, Electrical Engineering, Hardware"
95,Carlsberg,1847,>250,76.23,Jacob Aarup-Andersen,Denmark,Copenhagen,"Food, Soft Beverages, Alcohol and Tobacco"
96,Swedbank,1820,>250,76.18,Jens Henriksson,Sweden,Stockholm,Banking and Financial Services
97,HSBC Bank,1865,>250,76.18,Noel Quinn,United Kingdom,London,Banking and Financial Services
98,FDJ,1933,>250,76.08,Stéphane Pallez,France,Boulogne-Billancourt,Travel and Leisure
99,State Street,1970,>250,76.07,Andreas Przewloka,Germany,Frankfurt am Main,Banking and Financial Services
100,Bank of Ireland,1783,>250,76.06,Myles O’Grady,Ireland,Dublin,Banking and Financial Services
101,CAE,1947,>250,76.04,Marc Parent,United Kingdom,London,"Aerospace, Defence, Manufacture of Transport Equipment"
102,Afry,1895,>250,76.03,Jonas Gustavsson,Sweden,Stockholm,"Engineering, Manufacturing"
103,Nielsen,1923,>250,76,Karthik Rao,Switzerland,Lugano,Consulting and Accounting
104,Edp,1976,>250,75.99,Miguel Stilwell de Andrade,Portugal,Lisbon,Utilities
105,Avanade,2000,>250,75.97,Pamela Maynard,United Kingdom,London,"IT, Internet, Software and Services"
106,Sanofi,1973,>250,75.88,Paul Hudson,France,Paris,Drugs and Biotechnology
107,Start People,1977,>250,75.85,Bart Kock,Netherlands,Almere,Business Services and Supplies
108,Coca-Cola European Partners,1904,>250,75.81,Damian Gammell,United Kingdom,Uxbridge,"Food, Soft Beverages, Alcohol and Tobacco"
109,Computacenter,1981,>250,75.78,Mike Norris,United Kingdom,Hatfield,"IT, Internet, Software and Services"
110,Advanced,2008,>250,75.76,Gordon Wilson,United Kingdom,Birmingham,"IT, Internet, Software and Services"
111,Philips,1891,>250,75.74,Roy Jakobs,Netherlands,Amsterdam,"Semiconductors, Electronics, Electrical Engineering, Hardware"
112,Novo Nordisk,1923,>250,75.72,Lars Fruergaard Jørgensen,Denmark,Bagsvaerd,Drugs and Biotechnology
113,CGI,1976,>250,75.7,George D. Schindler,France,Puteaux,Consulting and Accounting
114,Willmott Dixon,1852,>250,75.7,Rick Willmott,United Kingdom,Letchworth Garden City,Construction
115,Lilly,1876,>250,75.69,David Ricks,France,Neuilly-sur-Seine,Drugs and Biotechnology
116,Marks & Spencer,1884,>250,75.69,Stuart Machin,United Kingdom,London,Retail
117,Caisse des Dépôts,1816,>250,75.68,Eric Lombard,France,Paris,Banking and Financial Services
118,Ferrari,1947,>250,75.67,Benedetto Vigna,Italy,Maranello,Automotive (Producers and Suppliers)
119,TD Synnex,1980,>250,75.56,Barbara Koch,Germany,Munich,"IT, Internet, Software and Services"
120,Sana Kliniken,1976,>250,75.53,Thomas Lemke,Germany,Ismaning,Healthcare (Social)
121,RWE,1898,>250,75.53,Markus Krebber,Germany,Essen,Utilities
122,EssilorLuxottica,2018,>250,75.53,Francesco Milleri,France,Paris,Health Care Equipment and Services
123,Xerox,1906,>250,75.52,Steve Bandrwoczak,United Kingdom,Uxbridge,Packaged Goods
124,Banque de France,1800,>250,75.52,François Villeroy de Galhau,France,Paris,Banking and Financial Services
125,Deutsche Bank,1870,>250,75.52,Christian Sewing,Germany,Frankfurt am Main,Banking and Financial Services
126,Eaton,1911,>250,75.51,Craig Arnold,Ireland,Dublin,"Semiconductors, Electronics, Electrical Engineering, Hardware"
127,ABN AMRO,1991,>250,75.51,Robert Swaak,Netherlands,Amsterdam,Banking and Financial Services
128,France Télévisions,2000,>250,75.5,Delphine Ernotte,France,Paris,Media and Advertising
129,Bank of America,1904,>250,75.5,Brian T. Moynihan,Ireland,Dublin,Banking and Financial Services
130,Bestseller,1975,>250,75.5,Anders Holch Povlsen,Denmark,Brande,Retail
131,Concentrix,2000,>250,75.47,Chris Caldwell,Germany,Berlin,Business Services and Supplies
132,Deloitte,1895,>250,75.44,Jaroslav Skvrna,United Kingdom,London,Consulting and Accounting
133,Dunelm,1979,>250,75.4,Nick Wilkinson,United Kingdom,Leicester,Retail
134,wagamama,1992,>250,75.37,Thomas Heier,United Kingdom,London,Restaurants
135,Starbucks,1971,>250,75.33,Duncan Moir,United Kingdom,London,Restaurants
136,Generali,1831,>250,75.31,Philippe Donnet,Italy,Trieste,Insurance
137,Cargill International,1870,>250,75.3,Brian Sikes,Belgium,Vilvoorde,"Food, Soft Beverages, Alcohol and Tobacco"
138,ABB,1988,>250,75.29,Björn Rosengren,Switzerland,Zurich,"Semiconductors, Electronics, Electrical Engineering, Hardware"
139,Pandora,1982,>250,75.28,Alexander Lacik,Denmark,Copenhagen,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
140,Audi,1899,>250,75.27,Gernot Döllner,Germany,Ingolstadt,Automotive (Producers and Suppliers)
141,Husqvarna,1689,>250,75.26,Pavel Hajman,Sweden,Stockholm,"Semiconductors, Electronics, Electrical Engineering, Hardware"
142,Oracle,1977,>250,75.24,Safra Catz,Ireland,Dublin,"IT, Internet, Software and Services"
143,Zalando,2008,>250,75.24,David Schneider/ Robert Gentz,Germany,Berlin,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
144,WPP,1985,>250,75.23,Mark Read,United Kingdom,London,Media and Advertising
145,Visma,1996,>250,75.23,Merete Hverven,Norway,Oslo,"IT, Internet, Software and Services"
146,The Boston Consulting Group (BCG),1963,>250,75.21,Christoph Schweizer,United Kingdom,London,Consulting and Accounting
147,ATOS Group,1957,>250,75.2,Jean-Pierre Mustier,France,Bezons,"IT, Internet, Software and Services"
148,Pfizer,1849,>250,75.12,Albert Bourla,Ireland,Dublin,Drugs and Biotechnology
149,Proximus Group,1930,>250,75.12,Guillaume Boutin,Belgium,Brussels,"Telecommunications Services, Cable Supplier"
150,John Deere,1837,>250,75.12,John C. May,Germany,Walldorf,"Aerospace, Defence, Manufacture of Transport Equipment"
151,API Restauration,1956,>250,75.1,Béatrice Debosque/ Damien Debosque,France,Mons-en-Baroeul,Restaurants
152,Google,1998,>250,75.09,Matt Brittin,Ireland,Dublin,"IT, Internet, Software and Services"
153,Salesforce,1999,>250,75.06,Marc Benioff,Ireland,Dublin,"IT, Internet, Software and Services"
154,Philip Morris International,1847,>250,74.99,Jacek Olczak,Switzerland,Lausanne,"Food, Soft Beverages, Alcohol and Tobacco"
155,Prosegur,1976,>250,74.98,Christian Gut Revoredo,Spain,Madrid,Business Services and Supplies
156,Austrian Airlines,1957,>250,74.97,Annette Mann,Austria,Vienna,Transportation and Logistics
157,Sephora,1969,>250,74.96,Guillaume Motte,France,Neuilly sur Seine,Retail
158,ADP,1949,>250,74.96,Maria Black,France,Paris,Business Services and Supplies
159,EY,1989,>250,74.95,Janet Truncale,United Kingdom,London,Consulting and Accounting
160,Mediaset,1987,>250,74.94,Pier Silvio Berlusconi,Italy,Cologno Monzese,Media and Advertising
161,Groupe Carrefour,1959,>250,74.9,Alexandre Bompard,France,Massy,Retail
162,Bristol Myers Squibb,1819,>250,74.88,Chris Boerner,France,Rueil-Malmaison,Drugs and Biotechnology
163,GPI,1988,>250,74.83,Fausto Manzana,Italy,Trento,Health Care Equipment and Services
164,Phoenix Group,1782,>250,74.83,Andy Briggs,United Kingdom,London,Banking and Financial Services
165,Spire Healthcare Group,2007,>250,74.83,Justin Ash,United Kingdom,London,Healthcare (Social)
166,LUX MED,1992,>250,74.76,Anna Rulkiewicz,Poland,Warsaw,Healthcare (Social)
167,TOMMY HILFIGER,1985,>250,74.76,Stefan Larsson,Netherlands,Amsterdam,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
168,Arbeiter-Samariter-Bund (ASB),1988,>250,74.74,Knut Fleckenstein,Germany,Cologne,Healthcare (Social)
169,Air France-KLM Group,1933,>250,74.72,Benjamin Smith,France,Paris,Transportation and Logistics
170,RB (Reckitt Benckiser),1938,>250,74.71,Kris Licht,United Kingdom,Slough,"Food, Soft Beverages, Alcohol and Tobacco"
171,Metro Bank,2010,>250,74.71,Daniel Frumkin,United Kingdom,London,Banking and Financial Services
172,Morgan Stanley,1935,>250,74.69,Ted Pick,United Kingdom,London,Banking and Financial Services
173,Abbott,1888,>250,74.65,Robert B. Ford,Ireland,Dublin,Health Care Equipment and Services
174,Skanska,1887,>250,74.63,Anders Danielsson,Sweden,Stockholm,Construction
175,Meta,2004,>250,74.62,Mark Zuckerberg,Ireland,Dublin,"IT, Internet, Software and Services"
176,Air Liquide,1902,>250,74.61,François Jackow,France,Paris,"Oil and Gas Operations, Mining, and Chemicals"
177,Fastweb,1999,>250,74.6,Walter Renna,Italy,Milan,"IT, Internet, Software and Services"
178,ITV,2004,>250,74.6,CAROLYN MCCALL,United Kingdom,London,Media and Advertising
179,Solvay,1863,>250,74.59,Philippe Kehren,Belgium,Brussels,"Oil and Gas Operations, Mining, and Chemicals"
180,ING,1991,>250,74.57,Steven van Rijswijk,Netherlands,Amsterdam,Banking and Financial Services
181,Iberdrola,1992,>250,74.56,Armando Martínez Martínez,Spain,Bilbao,Utilities
182,Compass Group,1941,>250,74.52,Dominic Blakemore,United Kingdom,Chertsey,Business Services and Supplies
183,Telenor,1855,>250,74.51,Sigve Brekke,Norway,Fornebu,"Telecommunications Services, Cable Supplier"
184,Club Méditerranée,1950,>250,74.5,Henri Giscard d'Estaing,France,Paris,Travel and Leisure
185,Heineken,1864,>250,74.48,Dolf van den Brink,Netherlands,Amsterdam,"Food, Soft Beverages, Alcohol and Tobacco"
186,AEGON,1983,>250,74.47,Lard Friese,Netherlands,The Hague,Insurance
187,H&M Hennes & Mauritz,1947,>250,74.37,Daniel Ervér,Sweden,Stockholm,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
188,Adtran,1994,>250,74.37,Tom Stanton,Germany,Martinsried,"Semiconductors, Electronics, Electrical Engineering, Hardware"
189,Nordea Bank,1820,>250,74.34,Frank Vang-Jensen,Finland,Helsinki,Banking and Financial Services
190,Sodexo,1966,>250,74.34,Sophie Bellon,France,Issy-Les-Moulineaux,Business Services and Supplies
191,Neuberger Berman,1939,>250,74.32,George H. Walker,United Kingdom,London,Banking and Financial Services
192,Essity,2017,>250,74.29,Magnus Groth,Sweden,Stockholm,Packaged Goods
193,Crédit Agricole,1894,>250,74.26,Philippe Brassac,France,Montrouge,Banking and Financial Services
194,Apple,1976,>250,74.26,Tim Cook,Ireland,Cork,"Semiconductors, Electronics, Electrical Engineering, Hardware"
195,Yorkshire Building Society,1864,>250,74.24,Susan Allen,United Kingdom,Bradford,Banking and Financial Services
196,Cdiscount,1998,>250,74.23,Thomas Métivier,France,Bordeaux,Retail
197,PayPal,1998,>250,74.22,Alex Chriss,Luxembourg,Luxembourg,Banking and Financial Services
198,River Island,1948,>250,74.21,Jane Eskriett / Richard Grainger,United Kingdom,London,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
199,Accor,1967,>250,74.18,Sébastien Bazin,France,Evry Cedex,Travel and Leisure
200,Mercadona,1977,>250,74.17,Juan Roig,Spain,Valencia,Retail
201,Aareal Bank,1923,>250,74.16,Jochen Klösges,Germany,Wiesbaden,Banking and Financial Services
202,Wipro,1945,>250,74.13,Pierre Bruno,United Kingdom,London,Consulting and Accounting
203,BSH Group,1967,>250,74.13,Matthias Metz,Germany,Munich,"Semiconductors, Electronics, Electrical Engineering, Hardware"
204,NCC,1989,>250,74.12,Tomas Carlsson,Sweden,Solna,Construction
205,Volkswagen,1937,>250,74.1,Oliver Blume,Germany,Wolfsburg,Automotive (Producers and Suppliers)
206,Desigual,1984,>250,74.09,Thomas Meyer,Spain,Barcelona,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
207,Currys,1884,>250,74.09,Alex Baldock,United Kingdom,London,Retail
208,Deutsche Bahn,1933,>250,74.05,Richard Lutz,Germany,Frankfurt,Transportation and Logistics
209,C&A,1841,>250,73.98,Giny Boer,Belgium,Vilvoorde,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
210,Boiron,1932,>250,73.96,Thierry Boiron,France,Messimy,Drugs and Biotechnology
211,The Co-op Group,1863,>250,73.94,Shirine Khoury-Haq,United Kingdom,Manchester,Retail
212,A1 Telekom Austria Group,1998,>250,73.92,Alejandro Plater,Austria,Wien,"Telecommunications Services, Cable Supplier"
213,SNCF,1995,>250,73.91,Jean-Pierre Farandou,France,Saint-Denis,Transportation and Logistics
214,Finnair,1923,>250,73.86,Turkka Kuusisto,Finland,Vantaa,Transportation and Logistics
215,mastercard,1966,>250,73.83,Michael Miebach,Belgium,Waterloo,Banking and Financial Services
216,Capgemini,1967,>250,73.79,Aiman Ezzat,France,Paris,"IT, Internet, Software and Services"
217,Hermès,1837,>250,73.78,Axel Dumas,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
218,Fnac Darty,1954,>250,73.71,Enrique Martinez,France,Ivry-sur-Seine,Retail
219,Electro Dépôt,2000,>250,73.71,Béatrice Héricourt,France,Faches-Thumesnil,Retail
220,Paprec,1994,>250,73.7,Jean-Luc Petithuguenin,France,Paris,Utilities
221,Whitbread,1742,>250,73.69,Dominic Paul Dominic Paul,United Kingdom,Dunstable,Travel and Leisure
222,E.on,2000,>250,73.64,Leonhard Birnbaum,Germany,Essen,Utilities
223,BNY,1784,>250,73.64,Robin Vince,Belgium,Brussels,Banking and Financial Services
224,Mondi,1967,>250,73.63,Andrew King,United Kingdom,Weybridge,"Manufacture and Processing of Materials, Metals and Paper"
225,BUT,1972,>250,73.61,Alexandre Falck,France,Émerainville,Retail
226,Falck,1906,>250,73.59,Jakob Riis,Denmark,Copenhagen,Health Care Equipment and Services
227,CBRE,1906,>250,73.58,Robert E. Sulentic,United Kingdom,London,Business Services and Supplies
228,Groupe BPCE,1818,>250,73.57,Nicolas Namias,France,Paris,Banking and Financial Services
229,Groupe Iliad,1999,>250,73.54,Thomas Reynaud,France,Paris,"IT, Internet, Software and Services"
230,American Express Company (AmEx),1850,>250,73.52,Stephen J. Squeri,United Kingdom,London,Banking and Financial Services
231,Microchip,1989,>250,73.5,Ganesh Moorthy,Ireland,Dublin,"IT, Internet, Software and Services"
232,Logista,1999,>250,73.5,Íñigo Meirás,Spain,Madrid,Wholesale
233,Österreichischen Bundesbahnen (ÖBB),2004,>250,73.48,Andreas Matthä,Austria,Vienna,Transportation and Logistics
234,Harmonie Mutuelle,2013,>250,73.47,Thomas Blanchette,France,Paris,Insurance
235,Liebherr,1949,>250,73.44,Jan Liebherr,Switzerland,Bulle,"Aerospace, Defence, Manufacture of Transport Equipment"
236,Hyatt Hotels Corporation,1957,>250,73.42,Mark Hoplamazian,Switzerland,Zurich,Travel and Leisure
237,Nokia,1865,>250,73.38,Pekka Lundmark,Finland,Espoo,"Telecommunications Services, Cable Supplier"
238,Avon Cosmetics,1886,>250,73.36,Kristof Neirynck,United Kingdom,Northampton,Packaged Goods
239,Nkt,1891,>250,73.33,Claes Westerlind,Denmark,Brøndby,"Semiconductors, Electronics, Electrical Engineering, Hardware"
240,Capita,1984,>250,73.3,Adolfo Hernandez,United Kingdom,London,Consulting and Accounting
241,Alstom,1928,>250,73.3,Henri Poupart-Lafarge,France,Saint-Ouen-sur-Seine,"Aerospace, Defence, Manufacture of Transport Equipment"
242,Zurich,1872,>250,73.29,Mario Greco,Switzerland,Zurich,Insurance
243,Akamai Technologies,1995,>250,73.29,Tom Leighton,Switzerland,Zug,"IT, Internet, Software and Services"
244,BNP Paribas,1848,>250,73.25,Jean-Laurent Bonnafé,France,Paris,Banking and Financial Services
245,Vienna Insurance Group (VIG),1824,>250,73.22,Hartwig Löger,Austria,Vienna,Insurance
246,Repsol,1927,>250,73.18,Josu Jon Imaz,Spain,Madrid,"Oil and Gas Operations, Mining, and Chemicals"
247,Standard Chartered,1969,>250,73.17,Bill Winters,United Kingdom,London,Banking and Financial Services
248,SAS,1976,>250,73.17,Jim Goodnight,Germany,Heidelberg,"IT, Internet, Software and Services"
249,PageGroup,1976,>250,73.14,Nicholas Kirk,United Kingdom,Addlestone,Business Services and Supplies
250,BMW,1916,>250,73.14,Oliver Zipse,Germany,Munich,Automotive (Producers and Suppliers)
251,DATEV,1966,>250,73.13,Robert Mayr,Germany,Nuremberg,"IT, Internet, Software and Services"
252,Intel,1968,>250,73.13,Patrick Gelsinger,Ireland,Leixlip,"Semiconductors, Electronics, Electrical Engineering, Hardware"
253,Manpower,1948,>250,73.11,Riccardo Barberis,France,Nanterre,Business Services and Supplies
254,Kering,1963,>250,73.06,François-Henri Pinault,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
255,A2A,2008,>250,73.05,Renato Mazzoncini,Italy,Milan,Utilities
256,Chevron,1879,>250,73.05,Michael Wirth,United Kingdom,London,"Oil and Gas Operations, Mining, and Chemicals"
257,Enel Group,1962,>250,73.04,Flavio Cattaneo,Italy,Rome,Utilities
258,Taylor Wimpey,2007,>250,73.04,Jennie Daly,United Kingdom,High Wycombe,Construction
259,Wood,1982,>250,73.03,Ken Gilmartin,United Kingdom,Aberdeen,"Oil and Gas Operations, Mining, and Chemicals"
260,Velux,1941,>250,72.99,Lars Petersson,Denmark,Hørsholm,Construction
261,Framatome,1958,>250,72.93,Bernard Fontana,France,Courbevoie,Utilities
262,Lego,1932,>250,72.92,Niels B. Christiansen,Denmark,Billund,Travel and Leisure
263,Daimler Truck,2019,>250,72.91,Martin Daum,Germany,Leinfelden-Echterdingen,Automotive (Producers and Suppliers)
264,Raiffeisen Bank,1927,>250,72.88,Johann Strobl,Austria,Vienna,Banking and Financial Services
265,Veolia,2003,>250,72.87,Estelle Brachlianoff,France,Paris,Utilities
266,Transdev,2011,>250,72.87,Thierry Mallet,France,Issy-les-Moulineaux,Transportation and Logistics
267,TF1 Group,1974,>250,72.85,Rodolphe Belmer,France,Boulogne-Billancourt,Media and Advertising
268,Domitys,1999,>250,72.85,Olivier Wigniolle,France,Paris,Healthcare (Social)
269,Foundever,1985,>250,72.84,Laurent Uberti,Luxembourg,Luxembourg,Business Services and Supplies
270,Easyjet,1995,>250,72.83,Johan Lundgren,United Kingdom,Luton,Transportation and Logistics
