rank,company,founded,employees,score,ceo,state,hq,industry
41,AptarGroup,1992,"10,001 - 50,000",77.13,Stephan Tanda,United States,Crystal Lake,Packaged Goods
42,Fidelity Investments,1946,"50,001 - 100,000",77.12,Abigail Johnson,United States,Boston,Banking and Financial Services
43,Ikea,1943,"100,001 - 500,000",77.08,Jon Abrahamsson Ring,Netherlands,Delft,Retail and Wholesale
44,CNP Assurances,1959,"5,001 - 10,000",76.93,Marie-Aude Thépaut,France,Paris,Insurance
45,Merck Group,1668,"50,001 - 100,000",76.7,Belén Garijo,Germany,Darmstadt,Drugs & Biotechnology
46,Goodyear,1898,"50,001 - 100,000",76.67,Mark Stewart,United States,Akron,Automotive (Automotive and Suppliers)
47,Clorox CO,1913,"5,001 - 10,000",76.55,Linda Rendle,United States,Oakland,Retail and Wholesale
48,Micron Technology,1978,"10,001 - 50,000",76.49,Sanjay Mehrotra,United States,Boise,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
49,Johnson & Johnson,1886,"100,001 - 500,000",76.33,Joaquin Duato,United States,New Brunswick,Drugs & Biotechnology
50,Rolls-Royce Holdings,1906,"10,001 - 50,000",76.08,Tufan Erginbilgic,United Kingdom,London,Aerospace & Defense
51,Autodesk,1982,"10,001 - 50,000",76,Andrew Anagnost,United States,San Francisco,"IT, Software and Services"
52,Ipsos,1975,"10,001 - 50,000",75.97,Ben Page,France,Paris,Business Services & Supplies
53,Air France - KLM,2004,"50,001 - 100,000",75.9,Benjamin Smith,France,Paris,Transportation and Logistics
54,Airbnb,2008,"5,001 - 10,000",75.48,Brian Chesky,United States,San Francisco,Travel & Leisure
55,Hewlett Packard Enterprise,2015,"50,001 - 100,000",75.47,Antonio Neri,United States,Spring,"IT, Software and Services"
56,Advanced Micro Devices (AMD),1969,"10,001 - 50,000",75.42,Lisa Su,United States,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
57,Adecco Group,1996,"10,001 - 50,000",75.37,Denis Machuel,Switzerland,Zürich,Business Services & Supplies
58,Colgate Palmolive,1806,"10,001 - 50,000",75.28,Noel Wallace,United States,New York,Packaged Goods
59,Koito Manufacturing,1915,"10,001 - 50,000",75.22,Masahiro Otake,Japan,Yokohama,Automotive (Automotive and Suppliers)
60,Manulife,1887,"10,001 - 50,000",75.01,Roy Gori,Canada,Toronto,Banking and Financial Services
61,Teck Resources,1906,"10,001 - 50,000",74.73,Jonathan Price,Canada,Vancouver,"Construction, Oil & Gas Operations, Mining and Chemicals"
62,OpenText,1991,"10,001 - 50,000",74.71,Mark J. Barrenechea,Canada,Waterloo,"IT, Software and Services"
63,LUSH Fresh Handmade Cosmetics,1995,"10,001 - 50,000",74.64,Mark Constantine,United Kingdom,Poole,Retail and Wholesale
64,Kelly Services,1946,"5,001 - 10,000",74.59,Peter Quigley,United States,Troy,Professional Services
65,OMV Group,1956,"10,001 - 50,000",74.51,Alfred Stern,Austria,Vienna,"Construction, Oil & Gas Operations, Mining and Chemicals"
66,Indeed,2004,"10,001 - 50,000",74.43,Chris Hyams,United States,Austin,"IT, Software and Services"
67,Decathlon,1976,"100,001 - 500,000",74.41,Barbara Martin Coppola,France,Villeneuve-d'Ascq,Retail and Wholesale
68,Sulzer,1834,"10,001 - 50,000",74.29,Suzanne Thoma,Switzerland,Winterthur,"Engineering, Manufacturing"
69,SMA Solar Technology,1981,"1,001 - 5,000",74.26,Jürgen Reinert,Germany,Niestetal,"Engineering, Manufacturing"
70,Jungheinrich,1953,"10,001 - 50,000",74.19,Lars Brzoska,Germany,Hamburg,Transportation and Logistics
71,AXA Group,1946,"100,001 - 500,000",74.13,Thomas Buberl,France,Paris,Insurance
72,Veolia Environnement,1853,"100,001 - 500,000",74.07,Estelle Brachlianoff,France,Paris,Utilities
73,Erste Group Bank,2008,"10,001 - 50,000",73.96,Willi Cernko,Austria,Vienna,Banking and Financial Services
74,Dell Technologies,1984,"100,001 - 500,000",73.84,Michael Dell,United States,Round Rock,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
75,Bucher Industries,1807,"10,001 - 50,000",73.75,Jacques Sanche,Switzerland,Niederweningen,"Engineering, Manufacturing"
76,Shopify,2006,"5,001 - 10,000",73.68,Tobi Lütke,Canada,Ottawa,"IT, Software and Services"
77,Intersport,1968,"50,001 - 100,000",73.65,Steve Evers,Switzerland,Bern,Retail and Wholesale
78,Perrigo Company,1887,"5,001 - 10,000",73.64,Patrick Lockwood-Taylor,Ireland,Dublin,Drugs & Biotechnology
79,Procter & Gamble,1837,"100,001 - 500,000",73.57,Jon R. Moeller,United States,Cincinnati,Packaged Goods
80,Puma,1948,"10,001 - 50,000",73.53,Arne Freundt,Germany,Herzogenaurach,"Clothing, Shoes, Sports Equipment"
81,Liebherr Group,1949,"50,001 - 100,000",73.37,Jan Liebherr,Switzerland,Bulle,"Engineering, Manufacturing"
82,Amica Mutual Insurance,1907,"1,001 - 5,000",73.29,Edmund Shallcross III,United States,Lincoln,Insurance
83,Motorola Solutions,2011,"10,001 - 50,000",73.29,Greg Brown,United States,Chicago,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
84,International Distributions Services,1516,"100,001 - 500,000",73.13,Martin Seidenberg,United Kingdom,London,Transportation and Logistics
85,Mastercard,1966,"10,001 - 50,000",73.03,Michael Miebach,United States,Purchase,Banking and Financial Services
86,Kerry Group,1972,"10,001 - 50,000",72.93,Edmond Scanlon​,Ireland,Tralee,"Food, Soft Beverages, Alcohol & Tobacco"
87,Ayala,1834,"50,001 - 100,000",72.83,Cezar P. Consing,Philippines,Makati,Banking and Financial Services
88,BAE Systems,1999,"50,001 - 100,000",72.74,Tom Arseneault,United Kingdom,Farnborough,Aerospace & Defense
89,BSH Home Appliances,1967,"50,001 - 100,000",72.7,Matthias Metz,Germany,Munich,Retail and Wholesale
90,Applied Materials,1967,"10,001 - 50,000",72.66,Gary E. Dickerson,United States,Santa Clara,"Engineering, Manufacturing"
91,Telefonica,1924,"100,001 - 500,000",72.49,José Marí Álvarez-Pallete Lopez,Spain,Madrid,"Telecommunications Services, Cable Supplier"
92,Ajinomoto,1917,"10,001 - 50,000",72.37,Taro Fujie,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco"
93,CAE,1947,"10,001 - 50,000",72.23,Marc Parent,Canada,Montreal,Transportation and Logistics
94,OBI Group Holding,1970,"10,001 - 50,000",72.21,Sebastian Gundel,Germany,Wermelskirchen,Retail and Wholesale
95,Kellanova,1906,"10,001 - 50,000",72.21,Steve Cahillane,United States,Battle Creek,"Food, Soft Beverages, Alcohol & Tobacco"
96,Klépierre,1990,"1,001 - 5,000",72.18,Jean-Marc Jestin,France,Paris,Business Services & Supplies
97,Liberty Global,2005,"10,001 - 50,000",72.18,Mike Fries,United Kingdom,London,"Telecommunications Services, Cable Supplier"
98,GSK,2000,"50,001 - 100,000",72.18,Emma Walmsley,United Kingdom,London,Drugs & Biotechnology
99,Lenovo Group,1984,"50,001 - 100,000",71.95,Yuanqing Yang,Hong Kong,Quarry Bay,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
100,Mueller,1953,"10,001 - 50,000",71.93,Erwin Müller,Germany,Ulm,Retail and Wholesale
101,Bain & Company,1973,"10,001 - 50,000",71.86,Christophe De Vusser,United States,Chicago,Professional Services
102,National Grid PLC,1990,"10,001 - 50,000",71.56,John Pettigrew,United Kingdom,London,Utilities
103,Schwarz Gruppe,1930,"500,001 - 1,000,000",71.52,Christian Groh,Germany,Neckarsulm,Retail and Wholesale
104,BPCE,2009,"50,001 - 100,000",71.51,Nicolas Namias,France,Paris,Banking and Financial Services
105,LGT Group,1920,"1,001 - 5,000",71.43,Olivier de Perregaux,Liechtenstein,Vaduz,Banking and Financial Services
106,Adobe,1982,"10,001 - 50,000",71.41,Shantanu Narayen,United States,San Jose,"IT, Software and Services"
107,Nordstrom INC,1901,"50,001 - 100,000",71.31,Erik B. Nordstrom,United States,Seattle,Retail and Wholesale
108,Intercontinental Hotels Group,2003,"100,001 - 500,000",71.3,Elie Maalouf,United Kingdom,Denham,Travel & Leisure
109,Associated British Foods,1935,"100,001 - 500,000",71.27,George Weston,United Kingdom,London,"Food, Soft Beverages, Alcohol & Tobacco"
110,Allianz,1890,"100,001 - 500,000",71.27,Tobias C. Pross,Germany,Munich,Insurance
111,Starbucks,1971,"100,001 - 500,000",71.17,Laxman Narasimhan,United States,Seattle,Restaurants
112,Meta,2004,"50,001 - 100,000",71.16,Mark Zuckerberg,United States,Menlo Park,"IT, Software and Services"
113,Tesco,1919,"100,001 - 500,000",71.09,Ken Murphy,United Kingdom,Welwyn Garden City,Retail and Wholesale
114,Vivendi,1853,"50,001 - 100,000",71.08,Arnaud de Puyfontaine,France,Paris,Media & Advertising
115,Mott Macdonald Group,1989,"10,001 - 50,000",71.07,James Harris,United Kingdom,Croydon,"Engineering, Manufacturing"
116,Cushman & Wakefield plc,1917,"50,001 - 100,000",70.98,Michelle MacKay,United States,Chicago,Business Services & Supplies
117,Becton Dickinson,1897,"50,001 - 100,000",70.93,Tom Polen,United States,Franklin Lakes,Health Care Equipment & Services
118,Auchan,1961,"100,001 - 500,000",70.89,Yves Claude,France,Croix,Retail and Wholesale
119,BT Group plc,1846,"50,001 - 100,000",70.89,Allison Kirby,United Kingdom,London,"Telecommunications Services, Cable Supplier"
120,Chanel,1910,"10,001 - 50,000",70.87,Leena Nair,United Kingdom,London,"Clothing, Shoes, Sports Equipment"
121,Shiseido Company,1872,"10,001 - 50,000",70.84,Masahiko Uotani,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
122,Alcon,1945,"10,001 - 50,000",70.77,David J. Endicott,Switzerland,Geneva,Health Care Equipment & Services
123,Enel,1962,"50,001 - 100,000",70.75,Flavio Cattaneo,Italy,Rome,Utilities
124,Hermes International,1837,"10,001 - 50,000",70.72,Axel Dumas,France,Paris,Retail and Wholesale
125,Inditex,1985,"100,001 - 500,000",70.62,Mary N. Dillon,Spain,A Coruña,"Clothing, Shoes, Sports Equipment"
126,Elior Group,1991,"100,001 - 500,000",70.61,Daniel Derichebourg,France,Paris,Professional Services
127,Paypal,1998,"10,001 - 50,000",70.51,Alex Chriss,United States,San Jose,Banking and Financial Services
128,Croda International,1925,"5,001 - 10,000",70.48,Steve Foots,United Kingdom,Goole,"Construction, Oil & Gas Operations, Mining and Chemicals"
129,AON,1982,"10,001 - 50,000",70.42,Greg Case,Ireland,Dublin,Banking and Financial Services
130,Honeywell International,1906,"50,001 - 100,000",70.38,Vimal Kapur,United States,Charlotte,Aerospace & Defense
131,Miele,1899,"10,001 - 50,000",70.36,Markus Miele,Germany,Gütersloh,"Engineering, Manufacturing"
132,Bacardi,1862,"5,001 - 10,000",70.34,Mahesh Madhavan,Bermuda,Hamilton,"Food, Soft Beverages, Alcohol & Tobacco"
133,Subway,1965,"10,001 - 50,000",70.28,John Chidsey,United States,Shelton,Restaurants
134,Haniel,1756,"10,001 - 50,000",70.26,Joachim Drees,Germany,Duisburg,Professional Services
135,ANZ Group Holdings,1835,"10,001 - 50,000",70.24,Antonia Watson,Australia,Melbourne,Banking and Financial Services
136,Industrial Alliance Insurance & Financial Services,1892,"5,001 - 10,000",70.2,Denis Ricard,Canada,Québec,Banking and Financial Services
137,Jacobs Engineering Group,1947,"50,001 - 100,000",70.13,Bob Pragada,United States,Dallas,Professional Services
138,Cooperl ARC Atlantique,1966,"5,001 - 10,000",70.02,Bernard Rouxel,France,Lamballe,"Food, Soft Beverages, Alcohol & Tobacco"
139,Booking Holdings,1996,"10,001 - 50,000",70.01,Glenn D. Fogel,United States,Norwalk,Travel & Leisure
140,SAP,1972,"100,001 - 500,000",69.96,Christian Klein,Germany,Walldorf,"IT, Software and Services"
141,Expedia Group,1996,"10,001 - 50,000",69.94,Ariane Gorin,United States,Seattle,Travel & Leisure
142,Salesforce,1999,"50,001 - 100,000",69.81,Marc Benioff,United States,San Francisco,"IT, Software and Services"
143,Rheinmetall,1889,"10,001 - 50,000",69.79,Armin Papperger,Germany,Düsseldorf,"Engineering, Manufacturing"
144,AIG,1919,"10,001 - 50,000",69.78,Peter Zaffino,United States,New York,Banking and Financial Services
145,Cooperatieve Rabobank,1972,"10,001 - 50,000",69.74,Stefaan Decreane,Netherlands,Utrecht,Banking and Financial Services
146,ING Group,1991,"50,001 - 100,000",69.73,Steven Rijswijk,Netherlands,Amsterdam,Banking and Financial Services
147,Imperial Brands PLC,1901,"10,001 - 50,000",69.64,Stefan Bomhard,United Kingdom,Bristol,"Food, Soft Beverages, Alcohol & Tobacco"
148,Lixil Group,1949,"50,001 - 100,000",69.6,Kinya Seto,Japan,Tokyo,"Engineering, Manufacturing"
149,SNCF Group,1938,"100,001 - 500,000",69.57,Jean-Pierre Farandou,France,Saint-Denis,Transportation and Logistics
150,Amadeus IT Group,1987,"10,001 - 50,000",69.53,Luis Maroto,Spain,Madrid,"IT, Software and Services"
151,Progressive,1937,"50,001 - 100,000",69.52,Tricia Griffith,United States,Mayfield,Insurance
152,Thomson Reuters,2008,"10,001 - 50,000",69.42,Steve Hasker,Canada,Toronto,"IT, Software and Services"
153,McCain Foods Group,1957,"10,001 - 50,000",69.41,Max Koeune,Canada,Toronto,"Food, Soft Beverages, Alcohol & Tobacco"
154,Covestro,2015,"10,001 - 50,000",69.37,Markus Steilemann,Germany,Leverkusen,"Construction, Oil & Gas Operations, Mining and Chemicals"
155,AECOM Technology,1990,"50,001 - 100,000",69.25,Troy Rudd,United States,Dallas,"Engineering, Manufacturing"
156,Abbott Laboratories,1888,"100,001 - 500,000",69.15,Robert B. Ford,United States,Abbott Park,Drugs & Biotechnology
157,Tiger Brands,1921,"5,001 - 10,000",69.15,Tjaart Kruger,South Africa,Bryanston,Retail and Wholesale
158,Intel,1968,"100,001 - 500,000",69.14,Patrick Gelsinger,United States,Santa Clara,"IT, Software and Services"
159,Desjardins Group,1900,"50,001 - 100,000",69.08,Nicolas Richard,Canada,Lévis,Banking and Financial Services
160,American Express,1850,"50,001 - 100,000",69.08,Stephen J. Squeri,United States,New York,Banking and Financial Services
161,Novo Nordisk,1923,"50,001 - 100,000",69.05,Lars Fruergaard Jørgensen,Denmark,Bagsværd,Banking and Financial Services
162,William Demant Fonden,1904,"10,001 - 50,000",68.98,Søren Nielsen,Denmark,Smørum,Business Services & Supplies
163,PVH Corporation,1881,"10,001 - 50,000",68.98,Stefan Larsson,United States,New York,"Clothing, Shoes, Sports Equipment"
164,Banco Santander,1857,"100,001 - 500,000",68.93,Héctor Grisi,Spain,Madrid,Banking and Financial Services
165,Vinci,1899,"100,001 - 500,000",68.87,Xavier Huillard,France,Paris,"Construction, Oil & Gas Operations, Mining and Chemicals"
166,E.On,2000,"50,001 - 100,000",68.82,Leonhard Birnbaum,Germany,Essen,Utilities
167,Cemex,1906,"10,001 - 50,000",68.81,Fernando A. González,Mexico,San Pedro Garza García,"Construction, Oil & Gas Operations, Mining and Chemicals"
168,Canon,1937,"100,001 - 500,000",68.75,Fujio Mitarai,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
169,Sandvik,1862,"10,001 - 50,000",68.73,Stefan Widing,Sweden,Stockholm,"Engineering, Manufacturing"
170,Arca Continental,2001,"50,001 - 100,000",68.73,Arturo Gutiérrez Hernández,Mexico,Monterrey,"Food, Soft Beverages, Alcohol & Tobacco"
171,PTT,1978,"1,001 - 5,000",68.68,Kongkrapan Intarajang,Thailand,Bangkok,"Construction, Oil & Gas Operations, Mining and Chemicals"
172,Rolex,1905,"5,001 - 10,000",68.63,Jean-Frédéric Dufour,Switzerland,Geneva,"Clothing, Shoes, Sports Equipment"
173,Rossmann,1972,"50,001 - 100,000",68.58,Raoul Rossmann,Germany,Burgwedel,Retail and Wholesale
174,BCG (Boston Consulting Group),1963,"10,001 - 50,000",68.57,Christoph Schweizer,United States,Boston,Professional Services
175,Marubeni,1858,"50,001 - 100,000",68.55,Masumi Kakinoki,Japan,Tokyo,Retail and Wholesale
176,SC Johnson & SON,1886,"10,001 - 50,000",68.45,H. Fisk Johnson,United States,Racine,"Engineering, Manufacturing"
177,Conocophillips,1875,"5,001 - 10,000",68.41,Ryan Lance,United States,Houston,"Construction, Oil & Gas Operations, Mining and Chemicals"
178,HP,1939,"50,001 - 100,000",68.34,Enrique Lores,United States,Palo Alto,"IT, Software and Services"
179,Brunswick Corp,1845,"10,001 - 50,000",68.32,David M. Foulkes,United States,Mettawa,"Engineering, Manufacturing"
180,Arcadis,1888,"10,001 - 50,000",68.29,Alan Brookes,Netherlands,Amsterdam,Business Services & Supplies
181,ABN AMRO Group,1991,"10,001 - 50,000",68.29,Robert Swaak,Netherlands,Amsterdam,Banking and Financial Services
182,General Electric Company,1892,"100,001 - 500,000",68.19,"H. Lawrence Culp, Jr.",United States,Boston,"Engineering, Manufacturing"
183,Amazon,1994,"500,001 - 1,000,000",68.18,Andy Jassy,United States,Seattle,"IT, Software and Services"
184,Pfeifer & Langen,1870,"1,001 - 5,000",68.13,Michael Schaupp,Germany,Köln,"Food, Soft Beverages, Alcohol & Tobacco"
185,Baker Hughes Company,1908,"50,001 - 100,000",68.09,Lorenzo Simonelli,United States,Houston,"Engineering, Manufacturing"
186,Worldline,1973,"10,001 - 50,000",68.07,Gilles Grapinet,France,Paris,Banking and Financial Services
187,Ebay,1995,"10,001 - 50,000",68.06,Jamie Iannone,United States,San Jose,"IT, Software and Services"
188,Oracle,1977,"100,001 - 500,000",68.05,Safra A. Catz,United States,Austin,"IT, Software and Services"
189,Carter's,1865,"10,001 - 50,000",68.04,Michael D. Casey,United States,Atlanta,Retail and Wholesale
190,Live Nation Entertainment,2010,"10,001 - 50,000",67.94,Micheal Rapino,United States,Beverly Hills,"IT, Software and Services"
191,Coca-Cola Europacific Partners - CCEP,2016,"10,001 - 50,000",67.85,Damian Gammell,United Kingdom,Uxbridge,"Food, Soft Beverages, Alcohol & Tobacco"
192,Brookfield Asset Management,1899,"100,001 - 500,000",67.83,Bruce Flatt,Canada,Toronto,Banking and Financial Services
193,Orange,1988,"100,001 - 500,000",67.81,Christel Heydemann,France,Paris,"Telecommunications Services, Cable Supplier"
194,Kimberly Clark,1872,"10,001 - 50,000",67.78,Mike Hsu,United States,Irving,Packaged Goods
195,Glanbia,1997,"5,001 - 10,000",67.78,Hugh McGuire,Ireland,Kilkenny,"Food, Soft Beverages, Alcohol & Tobacco"
196,ENI,1953,"10,001 - 50,000",67.78,Claudio Descalzi,Italy,Rome,"Construction, Oil & Gas Operations, Mining and Chemicals"
197,Nokia,1865,"50,001 - 100,000",67.78,Pekka Lundmark,Finland,Espoo,"Telecommunications Services, Cable Supplier"
198,Eurofins Scientific,1987,"50,001 - 100,000",67.75,Gilles G. Martin,Luxembourg,Luxembourg,Drugs & Biotechnology
199,Delivery Hero,2011,"10,001 - 50,000",67.57,Niklas Östberg,Germany,Berlin,Transportation and Logistics
200,Medline Industries,1966,"10,001 - 50,000",67.53,Jim Boyle,United States,Northfield,"Engineering, Manufacturing"
201,Agnico-Eagle Mines,1953,"10,001 - 50,000",67.53,Ammar Al-Joundi,Canada,Toronto,"Construction, Oil & Gas Operations, Mining and Chemicals"
202,Amgen,1980,"10,001 - 50,000",67.48,Robert Bradway,United States,Thousand Oaks,Drugs & Biotechnology
203,MetLife,1868,"10,001 - 50,000",67.44,Michel A. Khalaf,United States,New York,Insurance
204,Georg Fischer,1802,"10,001 - 50,000",67.37,Andreas Müller,Switzerland,Schaffhausen,"Engineering, Manufacturing"
205,BRP,2003,"10,001 - 50,000",67.3,José Boisjoli,Canada,Valcourt,Automotive (Automotive and Suppliers)
206,Cisco Systems,1984,"50,001 - 100,000",67.28,Chuck Robbins,United States,San Jose,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
207,Orano,2001,"10,001 - 50,000",67.26,Nicolas Maes,France,Châtillon,Utilities
208,Bristol Myers Squibb,1933,"10,001 - 50,000",67.14,Chris Boerner,United States,New York,Drugs & Biotechnology
209,DACHSER Group,1930,"10,001 - 50,000",67.11,Burkhard Eling,Germany,Kempten,Transportation and Logistics
210,Smurfit Kappa Group PLC,1934,"10,001 - 50,000",67.1,Anthony Smurfit,Ireland,Dublin,"Engineering, Manufacturing"
211,Fortis,1987,"5,001 - 10,000",67.01,David G. Hutchens,Canada,St. John's,Utilities
212,Caisse de depot et de placement du Quebec,1965,"1,001 - 5,000",66.99,Charles Emond,Canada,Montreal,Banking and Financial Services
213,Sage,1981,"10,001 - 50,000",66.94,steve Hare,United Kingdom,Newcastle upon Tyne,"IT, Software and Services"
214,Bayer,1863,"100,001 - 500,000",66.93,Bill Anderson,Germany,Leverkusen,"Construction, Oil & Gas Operations, Mining and Chemicals"
215,Amdocs,1982,"10,001 - 50,000",66.92,Shuky Sheffer,United States,Chesterfield,"IT, Software and Services"
216,Sompo Japan Insurance,1887,"10,001 - 50,000",66.9,Mikio Okumura,Japan,Tokyo,Insurance
217,Polaris,1954,"10,001 - 50,000",66.87,Michael T. Speetzen,United States,Medina,Automotive (Automotive and Suppliers)
218,Crown Holdings,1892,"10,001 - 50,000",66.84,Timothy J. Donahue,United States,Philadelphia,"Engineering, Manufacturing"
219,Constellium,2011,"10,001 - 50,000",66.81,Jean-Marc Germain,France,Paris,"Engineering, Manufacturing"
220,Danone,1919,"50,001 - 100,000",66.77,Antoine de Saint-Affrique,France,Paris,"Food, Soft Beverages, Alcohol & Tobacco"
221,Bureau Veritas,1828,"50,001 - 100,000",66.73,Hinda Gharbi,France,Paris,Business Services & Supplies
222,Stora Enso,1988,"10,001 - 50,000",66.73,Hans Sohlström,Finland,Helsinki,"Engineering, Manufacturing"
223,Helvetia Holding,1858,"10,001 - 50,000",66.69,Fabian Rupprecht,Switzerland,St.Gallen,Insurance
224,Ferrero International,1946,"10,001 - 50,000",66.66,Lapo Civiletti,Italy,Alba,"Food, Soft Beverages, Alcohol & Tobacco"
225,Allstate,1931,"50,001 - 100,000",66.63,Tom Wilson,United States,Northbrook,Insurance
226,American Eagle Outfitters,1977,"10,001 - 50,000",66.62,Jay Schottenstein,United States,Pittsburgh,"Clothing, Shoes, Sports Equipment"
227,Howmet Aerospace,1888,"10,001 - 50,000",66.61,John C. Plant,United States,Pittsburgh,Aerospace & Defense
228,Metro Group,1964,"50,001 - 100,000",66.45,Steffen Greubel,Germany,Düsseldorf,"Food, Soft Beverages, Alcohol & Tobacco"
229,Fresenius,1999,"100,001 - 500,000",66.4,Pierluigi Antonelli,Germany,Bad Homburg v.d.H.,Health Care Equipment & Services
230,Intact Financial Corp,1809,"10,001 - 50,000",66.37,Charles Brindamour,Canada,Toronto,Insurance
231,Sun Life Financial,1865,"50,001 - 100,000",66.31,Kevin D. Strain,Canada,Toronto,Banking and Financial Services
232,Clarins,1954,"5,001 - 10,000",66.31,Jonathan Zrihen,France,Paris,Packaged Goods
