rank,company,founded,employees,score,ceo,state,hq,industry
97,Illwerke vkw,1924,"1,001 - 5,000",7.20,Dr. Ludwig Summer,Vorarlberg,Bregenz,"Raw Materials, Utilities"
98,Pöttinger,1871,"1,001 - 5,000",7.20,Dr. Markus Baldinger,Upper Austria,Grieskirchen,"Engineering, Manufacturing"
99,Bundesimmobiliengesellschaft,1992,"501 - 1,000",7.20,DI Hans-Peter Weiss,Vienna,Wien,Construction
100,Bayer,1898,201 - 500,7.19,Lieven Hentschel,Vienna,Wien,Chemicals and Pharmaceuticals
101,Granit Bauunternehmung,1973,"1,001 - 5,000",7.18,Günther Lederhaas,Styria,Graz,Construction
102,Schachermayer,1838,"1,001 - 5,000",7.17,Mag. Gerd Schachermayer,Upper Austria,Linz,Wholesale
103,Raiffeisen Ware Austria (RWA),1898,"1,001 - 5,000",7.17,Reinhard Wolf,Lower Austria,Korneuburg,Wholesale
104,Swietelsky,1936,"5,001 - 10,000",7.17,Karl Weidlinger,Upper Austria,Linz,Construction
105,Johannes Kepler Universität Linz (JKU),1966,"1,001 - 5,000",7.17,Univ.-Prof. Dr. Meinhard Lukas,Upper Austria,Linz,Education and Research
106,FH Campus Wien,2001,"1,001 - 5,000",7.17,Wilhelm Behensky,Vienna,Wien,Education and Research
107,Maschinenring,1961,"501 - 1,000",7.16,Gertraud Weigl,Upper Austria,Linz,"Business Services (HR, Real Estate, Call-Centers)"
108,Privatklinik der Kreuzschwestern,2000,201 - 500,7.16,Robert Untermarzoner,Styria,Graz,"Healthcare, Social Services"
109,Stieglbrauerei zu Salzburg,1492,"501 - 1,000",7.15,Thomas Gerbl MBA,Salzburg,Salzburg,"Food, Soft Beverages, FMCG"
110,HDI Versicherung,1875,201 - 500,7.14,Günther Weiß,Vienna,Wien,Insurance
111,Raiffeisenverband Salzburg,1905,"1,001 - 5,000",7.14,Dr. Heinz Konrad,Salzburg,Salzburg,Banking and Financial Services
112,DSV,1976,201 - 500,7.14,Jens Bjoern Andersen,Vienna,Wien,Transportation and Logistics
113,Liebherr,1960,"1,001 - 5,000",7.14,Andreas Böhm,Salzburg,Bischofshofen,"Engineering, Manufacturing"
114,Ottakringer Unternehmensgruppe,2009,"501 - 1,000",7.13,Alfred Hudler,Vienna,Wien,"Food, Soft Beverages, FMCG"
115,Cargo-Partner,1983,201 - 500,7.13,Stefan Krauter,Lower Austria,Fischamend,Transportation and Logistics
116,Flex,1969,"501 - 1,000",7.11,Revathi Advaithi,Carinthia,Althofen,"Electronics, Electrical Engineering, Medical Devices"
117,Prefa,1946,201 - 500,7.11,Leopold Pasquali,Lower Austria,Marktl,Construction
118,Attensam,1980,"1,001 - 5,000",7.11,Oliver Attensam,Vienna,Wien,"Business Services (HR, Real Estate, Call-Centers)"
119,i+R Gruppe,1904,"1,001 - 5,000",7.10,Joachim Alge,Vorarlberg,Lauterach,Construction
120,Wirtschaftskammern Österreichs (WKO),1848,"1,001 - 5,000",7.10,Dr. Harald Mahrer,Vienna,Wien,"Consulting and Audit, Agencies and Legal Services"
121,Oberösterreichische Versicherung,1974,"501 - 1,000",7.10,Mag. Othmar Nagl,Upper Austria,Linz,Insurance
122,Raiffeisen-Landesbank Tirol,1894,201 - 500,7.09,Reinhard Mayr,Tyrol,Innsbruck,Banking and Financial Services
123,Frequentis,1947,"501 - 1,000",7.09,Norbert Haslacher,Vienna,Wien,"IT, Internet, Telecommunication"
124,Mars,1966,201 - 500,7.08,Grant F. Reid,Vienna,Wien / Bruck an der Leitha,"Food, Soft Beverages, FMCG"
125,Habau,1988,>200,7.08,Hubert Wetschnig,Upper Austria,Perg,Construction
126,EVN,1922,"1,001 - 5,000",7.08,Stefan Szyszkowitz,Lower Austria,Maria Enzersdorf,"Raw Materials, Utilities"
127,Krankenhaus der Elisabethinen Graz,1693,>200,7.08,Dr. Christian Lagger,Styria,Graz,"Healthcare, Social Services"
128,Hasslacher,1901,"501 - 1,000",7.07,Christoph Kulterer,Carinthia,Sachsenburg,"Raw Materials, Utilities"
129,Merkur Versicherung,1798,"1,001 - 5,000",7.07,Christian Kladiva,Styria,Graz,Insurance
130,Continental,1871,>200,7.07,Kurt Bergmüller,Lower Austria,Wiener Neudorf,Automotive (Producers and Suppliers)
131,Kleider Bauer,1951,"501 - 1,000",7.06,Peter Graf,Lower Austria,Perchtoldsdorf,Retail and Retail Services
132,Jungheinrich,1953,201 - 500,7.06,Andreas Ausweger,Vienna,Wien,"Engineering, Manufacturing"
133,Donau Versicherungen,1867,"1,001 - 5,000",7.06,Dr. Judit Havasi,Vienna,Wien,Insurance
134,Akademie der bildenden Künste Wien,1688,201 - 500,7.05,Johan Frederik Hartle,Vienna,Wien,Education and Research
135,Nespresso,1986,201 - 500,7.05,Alessandro Piccinini,Vienna,Wien,"Food, Soft Beverages, FMCG"
136,Takeda,1995,"1,001 - 5,000",7.05,Anthea Cherednichenko,Vienna,Wien,Chemicals and Pharmaceuticals
137,Axians,1994,201 - 500,7.05,Mag. Edgar Reiter,Upper Austria,Linz,"IT, Internet, Telecommunication"
138,NÖM,1898,"501 - 1,000",7.05,Alfred Berger,Lower Austria,Baden,"Food, Soft Beverages, FMCG"
139,Sony DADC,1986,201 - 500,7.05,Dietmar Tanzer,Salzburg,Thalgau,"Electronics, Electrical Engineering, Medical Devices"
140,HECTAS Facility Services,1974,"1,001 - 5,000",7.04,Markus Breithaupt,Carinthia,Klagenfurt am Wörthersee,"Business Services (HR, Real Estate, Call-Centers)"
141,Förch,1963,201 - 500,7.03,Siegfried Döttl,Salzburg,Salzburg,Wholesale
142,OMV,1956,"1,001 - 5,000",7.03,Alfred Stern,Vienna,Wien,"Raw Materials, Utilities"
143,Trummer Personalservice,1987,"1,001 - 5,000",7.00,Rudolf Trummer,Styria,St. Peter am Ottersbach,"Business Services (HR, Real Estate, Call-Centers)"
144,"Versicherungsanstalt öffentlich Bediensteter, Eisenbahnen und Bergbau (BVAEB)",2020,"1,001 - 5,000",7.00,Dr. Gerhard Vogel,Vienna,Wien,"Healthcare, Social Services"
145,OVB Österreich,1992,"501 - 1,000",7.00,Markus Spellmeyer,Salzburg,Wals,Banking and Financial Services
146,Hervis,1973,"1,001 - 5,000",6.99,Roland Biladt,Salzburg,Salzburg,Retail and Retail Services
147,Röfix,1888,201 - 500,6.99,Christian Höberl,Vorarlberg,Röthis,Manufacture and Processing of Materials
148,Innsbrucker Kommunalbetriebe (IKB),1994,"501 - 1,000",6.99,DI Helmuth Müller,Tyrol,Innsbruck,"Raw Materials, Utilities"
149,Holter,1873,"501 - 1,000",6.98,Jasmin Holter-Hofer,Upper Austria,Wels,Wholesale
150,Universität Wien,1365,"5,001 - 10,000",6.97,Heinz W. Engl,Vienna,Wien,Education and Research
151,Norsk Hydro,1972,201 - 500,6.96,Manfred Rotschne,Vorarlberg,Nenzing,Manufacture and Processing of Materials
152,Doka Group,1958,"1,001 - 5,000",6.96,Harald Zulehner,Lower Austria,Amstetten,Construction
153,Palmers,1914,>200,6.95,Tino Wieser,Vienna,Wien,Retail and Retail Services
154,RADATZ,1962,"501 - 1,000",6.95,Franz Radatz,Vienna,Wien,"Food, Soft Beverages, FMCG"
155,Head Sport,1950,"501 - 1,000",6.95,Johan Eliasch,Vorarlberg,Kennelbach,Finished Goods and Consumer Goods
156,Experis,1948,"1,001 - 5,000",6.95,Nuno Gameiro,Vienna,Wien,"Business Services (HR, Real Estate, Call-Centers)"
157,Fujitsu,1923,>200,6.95,Wilhelm Petersmann,Vienna,Wien,"IT, Internet, Telecommunication"
158,Kotanyi,1881,"501 - 1,000",6.93,Michael Rudel,Lower Austria,Wolkersdorf im Weinviertel,"Food, Soft Beverages, FMCG"
159,Schachinger Logistik,1939,201 - 500,6.93,Mag. Christian Schachinger,Upper Austria,Hörsching,Transportation and Logistics
160,WILD,1970,201 - 500,6.93,Josef Hackl,Carinthia,Völkermarkt,"Electronics, Electrical Engineering, Medical Devices"
161,Bosch,1886,"1,001 - 5,000",6.92,Helmut Weinwurm,Vienna,Wien,Automotive (Producers and Suppliers)
162,Henkel,1876,"501 - 1,000",6.92,Birgit Rechberger-Krammer,Vienna,Wien,"Food, Soft Beverages, FMCG"
163,esarom,1946,201 - 500,6.91,Michael Kornberger,Lower Austria,Oberrohrbach,"Food, Soft Beverages, FMCG"
164,die Berater,1998,201 - 500,6.91,Martin Röhsner,Vienna,Wien,"Consulting and Audit, Agencies and Legal Services"
165,Kunstuniversität Graz,1816,"501 - 1,000",6.91,Georg Schulz,Styria,Graz,Education and Research
166,KLIPP Frisör,1951,"1,001 - 5,000",6.90,Ewald Lanzl,Upper Austria,Wels,Retail and Retail Services
167,Bodner Bau,1913,"1,001 - 5,000",6.90,Thomas Bodner,Tyrol,Kufstein,Construction
168,Wirtschaftsuniversität Wien,1898,"1,001 - 5,000",6.88,Prof. Dr. Dr. h.c. Edeltraud Hanappi-Egger,Vienna,Wien,Education and Research
169,FunderMax,1890,"1,001 - 5,000",6.88,Arnulf Penker,Carinthia,Sankt Veit an der Glan,Manufacture and Processing of Materials
170,Treibacher Industrie,1898,"501 - 1,000",6.87,Rene Haberl,Carinthia,Althofen,"Raw Materials, Utilities"
171,IMC Fachhochschule Krems,1994,"501 - 1,000",6.86,Ulrike Prommer,Lower Austria,Krems,Education and Research
172,Niederösterreichische Versicherung,1923,"501 - 1,000",6.86,Stefan Jauk,Lower Austria,St. Pölten,Insurance
173,AT & S,1987,"1,001 - 5,000",6.86,Andreas Gerstenmayer,Styria,Leoben,"Electronics, Electrical Engineering, Medical Devices"
174,ALPLA,1955,>200,6.85,Philipp Lehner,Vorarlberg,Hard,Finished Goods and Consumer Goods
175,Klinikum Austria - Die Gesundheitsgruppe,2014,"501 - 1,000",6.85,Prof. DDr. Christian Köck,Vienna,Wien,"Healthcare, Social Services"
176,Ölz,1938,"501 - 1,000",6.85,Bernhard Ölz,Vorarlberg,Dornbirn,"Food, Soft Beverages, FMCG"
177,CNH Industrial,1842,"501 - 1,000",6.85,Christian Huber,Lower Austria,St. Valentin,Automotive (Producers and Suppliers)
178,Bachmann electronic,1970,201 - 500,6.84,Bernhard Zangerl,Vorarlberg,Feldkirch,"Electronics, Electrical Engineering, Medical Devices"
179,Unimarkt Gruppe,1975,"1,001 - 5,000",6.83,Andreas Haider,Upper Austria,Traun,Retail and Retail Services
180,Eglo,1969,201 - 500,6.83,Mag. René Tiefenbacher,Tyrol,Pill,"Electronics, Electrical Engineering, Medical Devices"
181,BTV - Vier Länder Bank,1904,"501 - 1,000",6.82,Gerhard Burtscher,Tyrol,Innsbruck,Banking and Financial Services
182,Kühne + Nagel,1970,"501 - 1,000",6.81,Franz Braunsberger,Vienna,Wien,Transportation and Logistics
183,Jungbunzlauer,1867,201 - 500,6.81,Michael Alexandrow,Vienna,Wien,"Food, Soft Beverages, FMCG"
184,Raiffeisenlandesbank Burgenland,1928,201 - 500,6.80,Rudolf Könighofer,Burgenland,Eisenstadt,Banking and Financial Services
185,Berner,1969,201 - 500,6.80,Wolfgang Sageder,Upper Austria,Braunau am Inn,Wholesale
186,Fischer Sports,1924,201 - 500,6.80,Mag. Franz Föttinger,Upper Austria,Ried im Innkreis,Finished Goods and Consumer Goods
187,Borealis,1994,"1,001 - 5,000",6.80,Thomas Gangl,Vienna,Wien,Chemicals and Pharmaceuticals
188,ENGIE,1947,"501 - 1,000",6.80,Jean-Marie Hubert,Vienna,Wien,"Raw Materials, Utilities"
189,Banner Batterien,1937,"501 - 1,000",6.78,Andreas Bawart,Upper Austria,Linz,Finished Goods and Consumer Goods
190,Lindt & Sprüngli,1845,201 - 500,6.78,Marko Gasser,Vienna,Wien,"Food, Soft Beverages, FMCG"
191,Haus der Barmherzigkeit,1864,"1,001 - 5,000",6.78,Prof. Dr. Christoph Gisinger,Vienna,Wien,"Healthcare, Social Services"
192,Montanuniversität Leoben,1840,"1,001 - 5,000",6.78,D. Waltraud Klasnic,Styria,Leoben,Education and Research
193,AVL,1948,"1,001 - 5,000",6.77,Helmut O. List,Styria,Graz,Automotive (Producers and Suppliers)
194,KELAG,1923,"1,001 - 5,000",6.77,Dr. Christian Schwarz,Vorarlberg,Bregenz,"Raw Materials, Utilities"
195,Wiener Linien,1949,"5,001 - 10,000",6.77,Alexandra Reinagl,Vienna,Wien,Transportation and Logistics
196,Brunel,2010,>200,6.77,Jilko Andringa,Salzburg,Salzburg,"Business Services (HR, Real Estate, Call-Centers)"
197,Atomic,1955,"501 - 1,000",6.76,Dr. Michael Schineis,Salzburg,Altenmarkt im Pongau,Finished Goods and Consumer Goods
198,Zurich,1872,"1,001 - 5,000",6.76,Andrea Stürmer,Vienna,Wien,Insurance
199,UNIQA,1811,"5,001 - 10,000",6.76,Andreas Brandstetter,Vienna,Wien,Insurance
200,Magna Steyr,1957,"10,001 - 50,000",6.76,Frank Klein,Styria,Graz,Automotive (Producers and Suppliers)
201,NXP,2006,"501 - 1,000",6.76,Kurt Sievers,Styria,Gratkorn,"Electronics, Electrical Engineering, Medical Devices"
202,Internorm,1931,"1,001 - 5,000",6.75,Johann Brandstetter,Upper Austria,Traun,Manufacture and Processing of Materials
203,EGGER,1961,"1,001 - 5,000",6.75,Thomas Leissing,Tyrol,St. Johann,Manufacture and Processing of Materials
204,TIGER,1930,"501 - 1,000",6.75,DI Dr. Clemens Steiner,Upper Austria,Wels,Manufacture and Processing of Materials
205,SalzburgMilch,2013,201 - 500,6.75,Andreas Gasteiger,Salzburg,Salzburg,"Food, Soft Beverages, FMCG"
206,St. Anna Kinderspital,1837,"501 - 1,000",6.75,Univ.Prof. Dr. Wolfgang Holter,Vienna,Wien,"Healthcare, Social Services"
207,eww,1899,"501 - 1,000",6.75,Florian Niedersüß,Upper Austria,Wels,"Raw Materials, Utilities"
208,FH Oberösterreich,1993,"501 - 1,000",6.74,Dr. Gerald Reisinger,Upper Austria,Wels,Education and Research
209,EV Group,1980,"501 - 1,000",6.74,Ing. Friedrich Paul Lindner,Upper Austria,St. Florian am Inn,"Engineering, Manufacturing"
210,Geriatrische Gesundheitszentren Graz,1912,"501 - 1,000",6.74,Gerd Hartinger,Styria,Graz,"Healthcare, Social Services"
211,Pfeifer,1948,"501 - 1,000",6.72,Michael Pfeifer,Tyrol,Imst,Manufacture and Processing of Materials
212,Moorheilbad Harbach,1980,201 - 500,6.72,Karin Weißenböck,Lower Austria,Harbach,"Healthcare, Social Services"
213,Hammerer Aluminium Industries (HAI),2007,"501 - 1,000",6.72,DI Rob C. J. van Gils,Upper Austria,Ranshofen,Manufacture and Processing of Materials
214,Frauenthal,1921,>200,6.71,Dr. Hannes Winkler,Vienna,Wien,Automotive (Producers and Suppliers)
215,Universität Klagenfurt,1970,"1,001 - 5,000",6.71,Univ.-Prof. Dr. Oliver Vitouch,Carinthia,Klagenfurt am Wörthersee,Education and Research
216,Polytec Group,1986,"501 - 1,000",6.71,Markus Huemer,Upper Austria,Hörsching,Automotive (Producers and Suppliers)
217,FERCHAU,1966,201 - 500,6.70,Frank Ferchau,Upper Austria,Linz,Automotive (Producers and Suppliers)
218,Blue Tomato,1988,201 - 500,6.69,Adam Ellis,Styria,Schladming,Retail and Retail Services
219,Eduscho,1993,"1,001 - 5,000",6.69,Erik Hofstädter,Vienna,Wien,"Food, Soft Beverages, FMCG"
220,Fronius International,1945,"1,001 - 5,000",6.69,Elisabeth Engelbrechtsmüller-Strauß,Upper Austria,Wels,"Electronics, Electrical Engineering, Medical Devices"
221,Manner,1890,"501 - 1,000",6.69,Andreas Kutil,Vienna,Wien,"Food, Soft Beverages, FMCG"
222,TK Maxx,1976,>200,6.68,David Averill,Vienna,Wien,Retail and Retail Services
223,L'Oréal,1912,201 - 500,6.68,Nicolas Hieronimus,Vienna,Wien,"Food, Soft Beverages, FMCG"
224,Spar,1954,"10,001 - 50,000",6.67,Fritz Poppmeier,Salzburg,Salzburg,Retail and Retail Services
