rank,company,founded,employees,score,ceo,state,hq,industry
84,Naval Group,1631,"10,001 - 50,000",83.49,Pierre Éric Pommellet,France,Paris,Aerospace & Defense
85,Naver,1999,"1,001 - 5,000",83.49,Choi Soo-yeon,South Korea,Seongnam,"IT, Internet, Software & Services"
86,Meritz Financial Group,2007,"1,001 - 5,000",83.44,Yong-Beom Kim,South Korea,Seoul,Banking and Financial Services
87,Discover Financial Services,1985,"10,001 - 50,000",83.43,Roger C. Hochschild,United States,Riverwoods,Banking and Financial Services
88,Sony,1946,"100,001 - 500,000",83.37,Kenichiro Yoshida,Japan,Tokyo,Conglomerate
89,STIHL,1926,"10,001 - 50,000",83.36,Michael Traub,Germany,Waiblingen,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
90,Michelin Group,1889,"100,001 - 500,000",83.36,Florent Menegaux,France,Clermont-Ferrand,Automotive (Automotive and Suppliers)
91,Novartis,1996,"100,001 - 500,000",83.35,Vasant Narasimhan,Switzerland,Basel,Drugs & Biotechnology
92,The Hartford,1810,"10,001 - 50,000",83.35,Christopher J. Swift,United States,Hartford,Banking and Financial Services
93,SK Group,1953,"100,001 - 500,000",83.26,Tae-won Chey,South Korea,Seoul,Conglomerate
94,De' Longhi,1902,"5,001 - 10,000",83.15,Massimo Garavaglia,Italy,Treviso,"Engineering, Manufacturing"
95,DBS Bank,1968,"10,001 - 50,000",83.10,Piyush Gupta,Singapore,Singapore,Banking and Financial Services
96,Mastercard,1966,"10,001 - 50,000",83.09,Michael Miebach,United States,New York,Banking and Financial Services
97,EDF Group,1946,"100,001 - 500,000",83.09,Jean-Bernard Lévy,France,Paris,Utilities
98,Verbund,1947,"1,001 - 5,000",83.07,Michael Strugl,Austria,Vienna,Utilities
99,Panasonic,1918,"100,001 - 500,000",83.04,Yuki Kusumi,Japan,Osaka,"Engineering, Manufacturing"
100,Emirates,1985,"50,001 - 100,000",83.03,Ahmed bin Saeed Al Maktoum,United Arab Emirates,Dubai,Transportation and Logistics
101,HP,1939,"50,001 - 100,000",83.02,Enrique Lores,United States,Palo Alto,"IT, Internet, Software & Services"
102,Vanguard,1975,"10,001 - 50,000",83.02,Mortimer J. Buckley,United States,Valley Forge,Banking and Financial Services
103,Erste Group Bank,2008,"10,001 - 50,000",83.01,Willi Cernko,Austria,Vienna,Banking and Financial Services
104,Brunswick,1845,"10,001 - 50,000",82.96,David M. Foulkes,United States,Mettawa,"Engineering, Manufacturing"
105,Heineken,1864,"50,001 - 100,000",82.96,Dolf van den Brink,Netherlands,Amsterdam,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
106,Jollibee Foods,1978,"10,001 - 50,000",82.91,Ernesto Tanmantiong,Philippines,Pasig City,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
107,Deutsche Telekom,1995,"100,001 - 500,000",82.89,Timotheus Höttges,Germany,Bonn,"Telecommunications Services, Cable Supplier"
108,Progressive,1937,"10,001 - 50,000",82.88,Tricia Griffith,United States,Mayfield,Insurance
109,Salesforce.com,1999,"50,001 - 100,000",82.88,Marc Benioff,United States,San Francisco,"IT, Internet, Software & Services"
110,Bain Capital,1984,"1,001 - 5,000",82.86,John Connaughton,United States,Boston,Banking and Financial Services
111,eBay,1995,"10,001 - 50,000",82.86,Jamie Iannone,United States,San Jose,"IT, Internet, Software & Services"
112,Hewlett Packard Enterprise,2015,"50,001 - 100,000",82.80,Antonio Neri,United States,Spring,"IT, Internet, Software & Services"
113,Arkema,2004,"10,001 - 50,000",82.78,Thierry Le Hénaff,France,Colombes,"Construction, Oil & Gas Operations, Mining and Chemicals"
114,Munich Re Group,1880,"10,001 - 50,000",82.77,Ross Mayne,Germany,Munich,Banking and Financial Services
115,American Airlines Group,1926,"100,001 - 500,000",82.74,Doug Parker,United States,Fort Worth,Transportation and Logistics
116,Caterpillar,1925,"100,001 - 500,000",82.72,Jim Umpleby,United States,Deerfield,"Engineering, Manufacturing"
117,Pepsico,1965,"100,001 - 500,000",82.71,Ramon Laguarta,United States,Purchase,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
118,Labortoires Pierre Fabre,1951,"5,001 - 10,000",82.64,Eric Ducournau,France,Paris,Drugs & Biotechnology
119,Miele Gruppe,1899,"10,001 - 50,000",82.64,Markus Miele,Germany,Gütersloh,"Engineering, Manufacturing"
120,Bonduelle,1853,"10,001 - 50,000",82.60,Guillaume Debrosse,France,Villeneuve-d'Ascq,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
121,Manitou Group,1957,"1,001 - 5,000",82.51,Michel Denis,France,Ancenis,"Engineering, Manufacturing"
122,Charles Schwab,1971,"10,001 - 50,000",82.48,Walter W. Bettinger II,United States,San Francisco,Banking and Financial Services
123,Groupe Adeo,2017,"100,001 - 500,000",82.45,Philippe Zimmermann,France,Ronchin,Retail and Wholesale
124,Fidelity Investments,1946,"50,001 - 100,000",82.43,Abigail Johnson,United States,Boston,Banking and Financial Services
125,Bayer,1863,"50,001 - 100,000",82.41,Werner Baumann,Germany,Leverkusen,"Construction, Oil & Gas Operations, Mining and Chemicals"
126,Kärcher,1935,"10,001 - 50,000",82.40,Hartmut Jenner,Germany,Winnenden,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
127,Infineon Technologies,1999,"50,001 - 100,000",82.37,Jochen Hanebeck,Germany,Neubiberg,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
128,Terna Group,1999,"1,001 - 5,000",82.33,Stefano Antonio Donnarumma,Italy,Rome,Utilities
129,Radisson Hotel Group,1960,"50,001 - 100,000",82.30,Federico J. González,Belgium,Brussels,Travel & Leisure
130,Gree Electric Appliances,1991,"50,001 - 100,000",82.30,Dong Mingzhu,China,Zhuhai,"Engineering, Manufacturing"
131,Fielmann,1972,"10,001 - 50,000",82.28,Marc Fielmann,Germany,Hamburg,Retail and Wholesale
132,Grupo ACS,1997,"100,001 - 500,000",82.26,Florentino Pérez Rodríguez,Spain,Madrid,"Construction, Oil & Gas Operations, Mining and Chemicals"
133,Deere & Company,1837,"50,001 - 100,000",82.22,John C. May,United States,Moline,"Engineering, Manufacturing"
134,BASF,1865,"100,001 - 500,000",82.21,Martin Brudermüller,Germany,Ludwigshafen am Rhein,"Construction, Oil & Gas Operations, Mining and Chemicals"
135,Covéa,1999,"10,001 - 50,000",82.20,Thierry Derez,France,Paris,Insurance
136,bioMerieux,1963,"10,001 - 50,000",82.19,Alexandre Merieux,France,Marcy-l'Étoile,Drugs & Biotechnology
137,HDFC Bank,1994,"100,001 - 500,000",82.19,Sashidhar Jagdishan​​​​​​​,India,Mumbai,Banking and Financial Services
138,Textron,1923,"10,001 - 50,000",82.17,Scott C. Donnelly,United States,Providence,Aerospace & Defense
139,Roche,1896,"100,001 - 500,000",82.17,Severin Schwan,Switzerland,Basel,Drugs & Biotechnology
140,AAM - American Axle & Manufacturing,1994,"10,001 - 50,000",82.15,David C. Dauch,United States,Detroit,Automotive (Automotive and Suppliers)
141,FOSUN,1992,"50,001 - 100,000",82.14,Chen Qiyu Xu Xiaoliang,China,Shanghai,Conglomerate
142,Red Bull,1987,"10,001 - 50,000",82.11,Dietrich Mateschitz,Austria,Fuschl,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
143,Eli Lilly,1876,"10,001 - 50,000",82.11,David A. Ricks,United States,Indianapolis,Drugs & Biotechnology
144,Hallmark Cards,1910,"10,001 - 50,000",82.09,Mike Perry,United States,Kansas City,Media & Advertising
145,Meta Platforms,2004,"50,001 - 100,000",82.08,Mark Zuckerberg,United States,Menlo Park,"IT, Internet, Software & Services"
146,Harley Davidson,1903,"1,001 - 5,000",82.03,Jochen Zeitz,United States,Milwaukee,Automotive (Automotive and Suppliers)
147,Sherwin-Williams,1866,"50,001 - 100,000",82.02,John G. Morikis,United States,Cleveland,"Construction, Oil & Gas Operations, Mining and Chemicals"
148,Guess,1981,"10,001 - 50,000",82.00,Carlos Alberini,United States,Los Angeles,"Clothing, Shoes, Sports Equipment"
149,Illumina,1998,"5,001 - 10,000",82.00,Francis deSouza,United States,San Diego,Drugs & Biotechnology
150,Tesla,2003,"50,001 - 100,000",81.97,Elon Musk,United States,Austin,Automotive (Automotive and Suppliers)
151,Ace Hardware,1924,"5,001 - 10,000",81.95,John Venhuizen,United States,Oak Brook,Retail and Wholesale
152,Groupe BPCE,2009,"50,001 - 100,000",81.93,Laurent Mignon,France,Paris,Banking and Financial Services
153,Telkom Indonesia,1965,"10,001 - 50,000",81.91,Ririek Adriansyah,Indonesia,Jakarta,"Telecommunications Services, Cable Supplier"
154,Tesco,1919,"100,001 - 500,000",81.90,Ken Murphy,United Kingdom,Welwyn Garden City,Retail and Wholesale
155,Charoen Pokphand,1921,"100,001 - 500,000",81.79,Suphachai Chearavanont,Thailand,Bangkok,Conglomerate
156,Lego Group,1932,"10,001 - 50,000",81.78,Niels B. Christiansen,Denmark,Billund,Packaged Goods
157,Nordstrom,1901,"50,001 - 100,000",81.75,Erik  Nordstrom,United States,Seattle,Retail and Wholesale
158,Andersen Corporation,1903,"10,001 - 50,000",81.72,Jay Lund,United States,Bayport,"Engineering, Manufacturing"
159,Mattel,1945,"10,001 - 50,000",81.69,Ynon Kreiz,United States,El Segundo,Packaged Goods
160,Banco Comercial Portugues,1985,"10,001 - 50,000",81.67,Miguel Maya,Portugal,Porto,Banking and Financial Services
161,Koç Holding,1963,"50,001 - 100,000",81.57,Levent Çakıroğlu,Türkiye,Istanbul,Conglomerate
162,Air Canada,1937,"10,001 - 50,000",81.51,Michael Rousseau,Canada,Saint-Laurent,Transportation and Logistics
163,Raytheon Technologies,2020,"100,001 - 500,000",81.50,Gregory J. Hayes,United States,Waltham,Aerospace & Defense
164,Qualcomm,1985,"10,001 - 50,000",81.49,Cristiano Amon,United States,San Diego,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
165,Sinopec Group,2000,"100,001 - 500,000",81.44,Fu Chengyu,China,Beijing,"Construction, Oil & Gas Operations, Mining and Chemicals"
166,Aéma Groupe,2005,"10,001 - 50,000",81.44,Adrien Couret,France,Paris,Insurance
167,Abbott Laboratories,1888,"100,001 - 500,000",81.39,Robert B. Ford,United States,Abbott Park,Drugs & Biotechnology
168,Stanley Black & Decker,1843,"50,001 - 100,000",81.39,James M. Loree,United States,New Britain,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
169,Autodesk,1982,"10,001 - 50,000",81.38,Andrew Anagnost,United States,San Rafael,"IT, Internet, Software & Services"
170,Bauhaus,1960,"5,001 - 10,000",81.38,Bernd Baus,Germany,Mannheim,Retail and Wholesale
171,Subaru,1953,"10,001 - 50,000",81.33,Tomomi Nakamura,Japan,Tokyo,Automotive (Automotive and Suppliers)
172,TRUMPF Group,1993,"10,001 - 50,000",81.27,Nicola Leibinger-Kammüller,Germany,Ditzingen,"Engineering, Manufacturing"
173,Bajaj Group,1945,"10,001 - 50,000",81.25,Rajiv Bajaj,India,Mumbai,Conglomerate
174,San Miguel Corporation (SMC),1890,"10,001 - 50,000",81.19,Ramon S. Ang,Philippines,Mandaluyong,Conglomerate
175,Check Point Software Technologies,1993,"5,001 - 10,000",81.19,Gil Shwed,Israel,Tel Aviv,"IT, Internet, Software & Services"
176,Sembcorp Industries,1998,"1,001 - 5,000",81.17,Wong Kim Yin,Singapore,Singapore,Professional Services
177,AmRest,1993,"10,001 - 50,000",81.14,Luis Comas,Spain,Madrid,Restaurants
178,Huntington Ingalls Industries,1886,"10,001 - 50,000",81.13,C. Michael Petters,United States,Newport News,Aerospace & Defense
179,Canon,1937,"100,001 - 500,000",81.09,Fujio Mitarai,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
180,Dyson,1991,"10,001 - 50,000",81.07,Roland Krüger,Singapore,Singapore,"Engineering, Manufacturing"
181,LVMH Moët Hennessy Louis Vuitton,1987,"100,001 - 500,000",81.06,Bernard Arnault,France,Paris,"Clothing, Shoes, Sports Equipment"
182,Continental,1871,"100,001 - 500,000",81.05,Nikolai Setzer,Germany,Hannover,Automotive (Automotive and Suppliers)
183,Zalando,2008,"10,001 - 50,000",81.01,Robert Gentz David Schneider,Germany,Berlin,"Clothing, Shoes, Sports Equipment"
184,MAIF,1934,"1,001 - 5,000",80.97,Pascal Demurger,France,Niort,Insurance
185,BAE Systems,1999,"10,001 - 50,000",80.96,Tom Arseneault,United Kingdom,Farnborough,Aerospace & Defense
186,American Express,1850,"50,001 - 100,000",80.93,Stephen Squeri,United States,New York,Banking and Financial Services
187,Boston Scientific,1979,"10,001 - 50,000",80.93,Michael F. Mahoney,United States,Marlborough,Health Care Equipment & Services
188,Danone,1919,"50,001 - 100,000",80.93,Antoine de Saint-Affrique,France,Paris,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
189,Bridgestone,1931,"100,001 - 500,000",80.92,Shuichi Ishibashi,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
190,Duke Energy,1904,"10,001 - 50,000",80.90,Lynn J. Good,United States,Charlotte,Utilities
191,JPMorgan Chase,2000,"100,001 - 500,000",80.89,Jamie Dimon,United States,New York,Banking and Financial Services
192,ABB,1883,"100,001 - 500,000",80.88,Björn Rosengren,Switzerland,Zurich,"Engineering, Manufacturing"
193,Scotiabank,1832,"50,001 - 100,000",80.88,Brian J. Porter,Canada,Toronto,Banking and Financial Services
194,Beiersdorf,1882,"10,001 - 50,000",80.84,Vincent Warnery,Germany,Hamburg,Packaged Goods
195,Phoenix Contact,1923,"10,001 - 50,000",80.82,Frank Stührenberg,Germany,Blomberg,"Engineering, Manufacturing"
196,Shinhan Financial Group,2001,"10,001 - 50,000",80.81,Cho Yong-byoung,South Korea,Seoul,Banking and Financial Services
197,Absa Group,1991,"10,001 - 50,000",80.80,Arrie Rautenbach,South Africa,Johannesburg,Banking and Financial Services
198,Best Western International,1946,"1,001 - 5,000",80.80,Larry Cuculic,United States,Phoenix,Travel & Leisure
199,Walt Disney,1923,"100,001 - 500,000",80.75,Bob Chapek,United States,Burbank,Media & Advertising
200,U.S. Bank,1863,"50,001 - 100,000",80.75,Andrew Cecere,United States,Minneapolis,Banking and Financial Services
201,FESTO,1925,"10,001 - 50,000",80.68,Oliver D. Jung,Germany,Esslingen am Neckar,"Engineering, Manufacturing"
202,Intercontinental Hotels Group,2003,"100,001 - 500,000",80.67,Keith Barr,United Kingdom,Denham,Travel & Leisure
203,FedEx,1971,"100,001 - 500,000",80.67,Raj Subramaniam,United States,Memphis,Transportation and Logistics
204,Danfoss,1933,"10,001 - 50,000",80.63,Kim Fausing,Denmark,Nordborg,"Engineering, Manufacturing"
205,Henkel,1876,"50,001 - 100,000",80.62,Carsten Knobel,Germany,Düsseldorf,Packaged Goods
206,ANZ,1835,"10,001 - 50,000",80.61,Shayne Elliott,Australia,Melbourne,Banking and Financial Services
207,Renault,1898,"100,001 - 500,000",80.58,Luca de Meo,France,Boulogne-Billancourt,Automotive (Automotive and Suppliers)
208,Deichmann,1913,"10,001 - 50,000",80.58,Heinrich Deichmann,Germany,Essen,Retail and Wholesale
209,Desjardins Group,1900,"50,001 - 100,000",80.58,Guy Cormier,Canada,Levis,Banking and Financial Services
210,B. Braun,1839,"50,001 - 100,000",80.58,Anna Maria Braun,Germany,Melsungen,Health Care Equipment & Services
211,Ping An Insurance,1988,"100,001 - 500,000",80.51,Yonglin Xie Sin Yin Tan,China,Shenzhen,Insurance
212,Suncor Energy,1919,"10,001 - 50,000",80.51,Kris Smith,Canada,Calgary,"Construction, Oil & Gas Operations, Mining and Chemicals"
213,Zurich Insurance Group,1872,"50,001 - 100,000",80.48,Mario Greco,Switzerland,Zurich,Insurance
214,Lixil Group,1949,"50,001 - 100,000",80.45,Kinya Seto,Japan,Tokyo,"Engineering, Manufacturing"
215,Singapore Airlines,1971,"10,001 - 50,000",80.44,Goh Choon Phong,Singapore,Singapore,Transportation and Logistics
216,Knauf Gruppe,1932,"10,001 - 50,000",80.44,Christoph Dorn,Germany,Iphofen,"Engineering, Manufacturing"
217,Energie AG Oberoesterreich,1892,"1,001 - 5,000",80.42,Werner Steinecker,Austria,Linz,Utilities
218,Fujitsu,1935,"100,001 - 500,000",80.39,Takahito Tokita,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
219,Kimberly-Clark,1872,"10,001 - 50,000",80.34,Michael D. Hsu,United States,Irving,Packaged Goods
220,Reliance Steel,1939,"10,001 - 50,000",80.30,James Donald Hoffman,United States,Los Angeles,"Engineering, Manufacturing"
221,Acer,1976,"5,001 - 10,000",80.29,Jason Chen,Taiwan,New Taipei,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
222,SC Johnson,1886,"10,001 - 50,000",80.28,Herbert Fisk Johnson III,United States,Racine,"Engineering, Manufacturing"
223,LG Corporation,1958,"50,001 - 100,000",80.27,Mo Koo Kwang,South Korea,Seoul,Conglomerate
224,NVIDIA,1993,"10,001 - 50,000",80.25,Jen-Hsun Huang,United States,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
225,Qihoo 360,2005,"5,001 - 10,000",80.24,Zhou Hongyi,China,Beijing,"IT, Internet, Software & Services"
226,TSMC,1987,"50,001 - 100,000",80.23,C.C. Wei,Taiwan,Hsinchu,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
227,KIA Motors,1944,"50,001 - 100,000",80.22,Ho-Sung Song,South Korea,Seoul,Automotive (Automotive and Suppliers)
228,Engie,2008,"100,001 - 500,000",80.22,Catherine MacGregor,France,La Défense,Utilities
