rank,company,founded,employees,score,ceo,state,hq,industry
28,Atrium Health,1940,"50,001 - 100,000",90.49,Eugene A. Woods,North Carolina,Charlotte,Healthcare & Social Services
29,University of Maryland Medical System (UMMS),1807,"10,001 - 50,000",90.05,Mohan Suntha,Maryland,Baltimore,Healthcare & Social Services
30,American Cancer Society,1913,"5,001 - 10,000",89.63,Karen E. Knudsen,Georgia,Atlanta,Healthcare & Social Services
31,Kaiser Permanente,1945,"100,001 - 500,000",89.62,Greg A. Adams,California,Oakland,Healthcare & Social Services
32,Comcast NBCUniversal,1963,"100,001 - 500,000",89.51,Brian L. Roberts,Pennsylvania,Philadelphia,Media & Advertising
33,Northrop Grumman Corporation,1939,"100,001 - 500,000",88.87,Kathy Warden,Virginia,Falls Church,Aerospace & Defense
34,Adobe,1982,"10,001 - 50,000",88.81,Shantanu Narayen,California,San Jose,IT Software & Services
35,Mass General Brigham,1994,"50,001 - 100,000",88.64,Anne Klibanski,Massachusetts,Somerville,Healthcare & Social Services
36,Disney,1923,"100,001 - 500,000",88.36,Robert A. Iger,California,Burbank,Media & Advertising
37,Northwell Health,1997,"50,001 - 100,000",87.7,Michael Dowling,New York,Great Neck,Healthcare & Social Services
38,Warner Bros. Discovery,2022,"10,001 - 50,000",87.59,David Zaslav,New York,New York,Media & Advertising
39,Banner Health,1999,>10000,86.99,Peter S. Fine,Arizona,Phoenix,Healthcare & Social Services
40,Publicis Groupe,1926,"100,001 - 500,000",86.84,Andrew Bruce,New York,New York,Media & Advertising
41,United States Department of Health and Human Services,1979,"10,001 - 50,000",86.56,Xavier Becerra,District of Columbia,Washington,Government Services
42,Johns Hopkins Medicine,1889,>10000,86.43,Redonda Milleri,Maryland,Baltimore,Healthcare & Social Services
43,Oracle,1977,"50,001 - 100,000",86.4,Safra A. Catz,California,Redwood Shores,IT Software & Services
44,Samsung Electronics,1938,"100,001 - 500,000",86.38,KS Choi,Gyeonggi,Suwon-Si,"Semiconductors, Electronics, Electrical Engineering"
45,Jet Propulsion Laboratory,1936,"5,001 - 10,000",86.31,Laurie Leshin,California,Pasadena,Aerospace & Defense
46,"Meta Platforms, Inc.",2004,"50,001 - 100,000",86.28,Mark Zuckerberg,California,Menlo Park,IT Software & Services
47,Thermo Fisher Scientific,1983,"100,001 - 500,000",86.25,Marc N. Casper,Massachusetts,Waltham,Drugs & Biotechnology
48,Paramount Global,2019,"10,001 - 50,000",86.16,George Cheeks,New York,New York,Media & Advertising
49,Amazon.com,1994,>1000000,85.94,Andy Jassy,Washington,Seattle,Retail and Wholesale
50,HealthPartners,1957,"10,001 - 50,000",85.88,Andrea M. Walsh,Minnesota,Bloomington,Healthcare & Social Services
51,Jupiter Medical Center,1979,>1000,85.7,Amit Rastogi,Florida,Jupiter,Healthcare & Social Services
52,URBN Urban Outfitters,1970,"10,001 - 50,000",85.5,Dick Hayne,Pennsylvania,Philadelphia,"Clothing, Shoes, Sports Equipment"
53,WellSpan Health,1880,"10,001 - 50,000",85.42,Roxanna L. Gapstur,Pennsylvania,York,Healthcare & Social Services
54,AMC Networks,1980,"1,001 - 5,000",85.37,Kristina Dolan,New York,New York,Media & Advertising
55,Johnson & Johnson,1886,"10,001 - 50,000",85.35,Joaquin Duato,New Jersey,New Brunswick,Drugs & Biotechnology
56,AdventHealth,1973,"50,001 - 100,000",85.35,Terry Shaw,Florida,Altamonte Springs,Healthcare & Social Services
57,Bon Secours Mercy Health,1983,"50,001 - 100,000",85.26,"John M. Starcher, Jr.",Maryland,Marriottsville,Healthcare & Social Services
58,Datavant,2017,>1000,85.11,Pete McCabe,California,San Francisco,Health Care Equipment & Services
59,United States Department of Justice,1870,"100,001 - 500,000",84.94,Merrick B. Garland,District of Columbia,Washington,Government Services
60,United States Department of the Interior,1849,"50,001 - 100,000",84.88,Deb Haaland,District of Columbia,Washington,Government Services
61,Adidas,1949,"5,001 - 10,000",84.88,Bjørn Gulden,Oregon,Portland,"Clothing, Shoes, Sports Equipment"
62,L3Harris,2019,"10,001 - 50,000",84.73,Christopher E. Kubasik,Florida,Melbourne,Aerospace & Defense
63,Memorial Sloan Kettering Cancer Center,1884,"10,001 - 50,000",84.51,Selwyn M. Vickers,New York,New York,Healthcare & Social Services
64,Children's Hospital Los Angeles,1901,"5,001 - 10,000",84.45,Paul S. Viviano,California,Los Angeles,Healthcare & Social Services
65,Akron Children's Hospital,1890,"5,001 - 10,000",84.43,Christopher Gessner,Ohio,Akron,Healthcare & Social Services
66,University of Rochester Medical Center,1921,"10,001 - 50,000",84.33,Steven I. Goldstein,New York,Rochester,Healthcare & Social Services
67,Cisco Systems,1984,"10,001 - 50,000",84.23,Chuck Robbins,California,San Jose,IT Software & Services
68,Yale New Haven Health,1826,"10,001 - 50,000",84.21,Christopher O'Connor,Connecticut,New Haven,Healthcare & Social Services
69,Children's Hospital Colorado,1908,"5,001 - 10,000",83.97,Jena Hausmann,Colorado,Aurora,Healthcare & Social Services
70,lululemon athletica,1998,"10,001 - 50,000",83.94,Calvin McDonald,Washington,Sumner,"Clothing, Shoes, Sports Equipment"
71,Penguin Random House,1927,"5,001 - 10,000",83.75,Nihar Malaviya,New York,New York,Media & Advertising
72,Boston Children's Hospital,1869,>10000,83.52,Kevin B. Churchwell,Massachusetts,Boston,Healthcare & Social Services
73,Cook Children's Health Care Systems,1993,"5,001 - 10,000",83.48,Rick W. Merrill,Texas,Fort Worth,Healthcare & Social Services
74,UNC Health Care,1998,"10,001 - 50,000",83.47,Janet Hader,North Carolina,Chapel Hill,Healthcare & Social Services
75,UC Davis Health System,1973,"10,001 - 50,000",83.42,David Lubarsky,California,Sacramento,Healthcare & Social Services
76,Delta Air Lines,1924,"50,001 - 100,000",83.33,Ed Bastian,Georgia,Atlanta,Transportation and Logistics
77,Takeda Pharmaceutical,1781,"10,001 - 50,000",83.27,Christophe Weber,Massachusetts,Lexington,Drugs & Biotechnology
78,Intel,1968,"100,001 - 500,000",83.19,Patrick Gelsinger,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering"
79,Target,1902,"100,001 - 500,000",83.13,Brian Cornell,Minnesota,Minneapolis,Retail and Wholesale
80,Edwards Lifesciences,1958,"10,001 - 50,000",82.86,Bernard J. Zovighian,California,Irvine,Health Care Equipment & Services
81,Jackson Laboratory,1929,"1,001 - 5,000",82.55,Lon Cardon,Maine,Bar Harbor,Drugs & Biotechnology
82,Scholastic,1920,"5,001 - 10,000",82.53,Peter Warwick,New York,New York,Media & Advertising
83,Luminis Health,2019,"5,001 - 10,000",82.5,Victoria W. Bayless,Maryland,Annapolis,Healthcare & Social Services
84,Netflix,1997,"5,001 - 10,000",82.44,Greg Peters Ted Sarandos,California,Los Gatos,Media & Advertising
85,Kering,1963,"1,001 - 5,000",82.41,Frabçois-Henri Pinault,Île-de-France,Paris,"Clothing, Shoes, Sports Equipment"
86,athenahealth,1997,"1,001 - 5,000",82.4,Bob Segert,Massachusetts,Watertown,Health Care Equipment & Services
87,Cardinal Health,1971,"10,001 - 50,000",82.36,Jason Hollar,Ohio,Dublin,Health Care Equipment & Services
88,Toyota USA,1937,"50,001 - 100,000",82.33,Tetsuo “Ted” Ogawa,Texas,Plano,Automotive (Automotive and Suppliers)
89,Endeavor Health,2022,"10,001 - 50,000",82.32,"Gerald ""J.P."" Gallagher",Illinois,Chicago,Healthcare & Social Services
90,Houston Methodist,1919,"10,001 - 50,000",81.99,Marc L. Boom,Texas,Houston,Healthcare & Social Services
91,Penn Medicine,1993,"10,001 - 50,000",81.81,Kevin B. Mahoney,Pennsylvania,Philadelphia,Healthcare & Social Services
92,Gap,1969,"50,001 - 100,000",81.8,Richard Dickson,California,San Francisco,"Clothing, Shoes, Sports Equipment"
93,Shriners Hospitals for Children,1922,"1,001 - 5,000",81.78,John McCabe,Florida,Tampa,Healthcare & Social Services
94,Silver Cross Hospital,1895,"1,001 - 5,000",81.72,Michael Mutterer,Illinois,New Lenox,Healthcare & Social Services
95,The Children's Hospital of Philadelphia,1855,"10,001 - 50,000",81.69,Madeline Bell,Pennsylvania,Philadelphia,Healthcare & Social Services
96,United States Department of Defense,1947,>1000000,81.57,Lloyd J. Austin III,Virginia,Arlington County,Government Services
97,Community Health Network,1956,"10,001 - 50,000",81.5,Bryan Mills,Indiana,Indianapolis,Healthcare & Social Services
98,Teladoc Health,2002,"5,001 - 10,000",81.49,Mala Murthy,New York,Purchase,Health Care Equipment & Services
99,Abbott Laboratories,1888,"10,001 - 50,000",81.39,Robert B. Ford,Illinois,Chicago,Health Care Equipment & Services
100,Bio-Techne,1981,"1,001 - 5,000",81.22,Kim Kelderman,Minnesota,Minneapolis,Drugs & Biotechnology
101,Alvaria,1973,>1000,80.81,Jeff Cotten,Massachusetts,Westford,IT Software & Services
102,Cincinnati Children's,1883,"10,001 - 50,000",80.68,Steve Davis,Ohio,Cincinnati,Healthcare & Social Services
103,Duke University Health System,1998,"10,001 - 50,000",80.61,Craig T. Albanese,North Carolina,Durham,Healthcare & Social Services
104,Ultimate Kronos Group,2020,"10,001 - 50,000",80.56,Chris Todd,Florida,Weston,IT Software & Services
105,Boston Medical Center,1996,"1,001 - 5,000",80.4,Alastair Bell,Massachusetts,Boston,Healthcare & Social Services
106,Cleveland Clinic,1921,"50,001 - 100,000",80.29,Tomislav Mihaljevic,Ohio,Cleveland,Healthcare & Social Services
107,Charles River Laboratories,1947,"10,001 - 50,000",80.25,James C. Foster,Massachusetts,Wilmington,Drugs & Biotechnology
108,Businessolver,1998,"1,001 - 5,000",80.18,Jon Shanahan,Iowa,West Des Moines,IT Software & Services
109,Children's Healthcare of Atlanta,1998,"10,001 - 50,000",80.15,Donna W. Hyland,Georgia,Atlanta,Healthcare & Social Services
110,LinkedIn,2002,"10,001 - 50,000",79.93,Ryan Roslansky,California,Sunnyvale,IT Software & Services
111,United States Environmental Protection Agency (EPA),1970,"10,001 - 50,000",79.86,Michael S. Regan,District of Columbia,Washington,Government Services
112,Alzheimer's Association,1980,"1,001 - 5,000",79.84,Joanne Pike,Illinois,Chicago,Healthcare & Social Services
113,Mercy Medical Center,1874,>1000,79.79,David N. Maine,Maryland,Baltimore,Healthcare & Social Services
114,Children's Hospital of The King's Daughters,1961,"1,001 - 5,000",79.74,James D. Dahling,Virginia,Norfolk,Healthcare & Social Services
115,Velera,1977,"1,001 - 5,000",79.74,Charles E. Fagan,Florida,St. Petersburg,Banking and Financial Services
116,Sephora,1970,"10,001 - 50,000",79.57,Artemis Patrick,California,San Francisco,Retail and Wholesale
117,World Wide Technology,1990,"5,001 - 10,000",79.53,Jim Kavanaugh,Missouri,Maryland Heights,IT Software & Services
118,CDW,1984,"10,001 - 50,000",79.45,Christine A. Leahy,Illinois,Vernon Hills,IT Software & Services
119,Fox Corporation,2019,"10,001 - 50,000",79.21,Lachlan K. Murdoch,New York,New York,Media & Advertising
120,Stryker,1941,"10,001 - 50,000",79.2,Kevin A. Lobo,Michigan,Kalamazoo,Health Care Equipment & Services
121,Dell Technologies,1984,"10,001 - 50,000",78.97,Michael Dell,Texas,Round Rock,"Semiconductors, Electronics, Electrical Engineering"
122,St. Luke's University Health Network,1872,"10,001 - 50,000",78.95,Richard A. Anderson,Pennsylvania,Bethlehem,Healthcare & Social Services
123,MUSC Health,1824,"10,001 - 50,000",78.94,Patrick J. Cawley,South Carolina,Charleston,Healthcare & Social Services
124,Interim HealthCare,1966,"10,001 - 50,000",78.89,Paul Mastrapa,Florida,Sunrise,Healthcare & Social Services
125,Mercedes-Benz Group AG,1886,"100,001 - 500,000",78.8,Ola Källenius,Baden-Württemberg,Stuttgart,Automotive (Automotive and Suppliers)
126,Pikeville Medical Center,1924,"1,001 - 5,000",78.68,Donovan Blackburn,Kentucky,Pikeville,Healthcare & Social Services
127,United States Department of Commerce,1903,"10,001 - 50,000",78.58,Gina Raimondo,District of Columbia,Washington,Government Services
128,Broadcom,1991,"10,001 - 50,000",78.47,Hock E. Tan,California,San Jose,"Semiconductors, Electronics, Electrical Engineering"
129,iHeartMedia,1972,"10,001 - 50,000",78.37,Robert Pittman,Texas,San Antonio,Media & Advertising
130,Stanford University,1891,"10,001 - 50,000",78.13,Richard Saller,California,Stanford,Education
131,KnitWell Group (formerly Ascena Retail Group),1962,>10000,78.12,Lizzane Kindler,New Jersey,Mahwah,"Clothing, Shoes, Sports Equipment"
132,Capri Holdings,1981,"10,001 - 50,000",78.08,John D. Idol,New York,New York,"Clothing, Shoes, Sports Equipment"
133,Walmart,1962,>1000000,78.03,Doug McMillon,Arkansas,Bentonville,Retail and Wholesale
134,Coupa Software,2006,"1,001 - 5,000",77.86,Leagh Turner,California,San Mateo,IT Software & Services
135,The Aerospace Corporation,1960,>1000,77.61,Steven J. Isakowitz,California,El Segundo,Aerospace & Defense
136,Financial Industry Regulatory Authority (FINRA),2007,>1000,77.59,Robert W. Cook,District of Columbia,Washington,Banking and Financial Services
137,Harvard University,1636,"10,001 - 50,000",77.51,Alan M. Garber,Massachusetts,Cambridge,Education
138,Charles Schwab,1971,"10,001 - 50,000",77.11,Walter W. Bettinger II,California,San Francisco,Banking and Financial Services
139,Lenovo,1984,"50,001 - 100,000",76.92,Yang Yuanqing,North Carolina,Morrisville,"Semiconductors, Electronics, Electrical Engineering"
140,Bio-Rad Laboratories,1952,"1,001 - 5,000",76.92,Norman Schwartz,California,Hercules,Drugs & Biotechnology
141,Intuit,1983,"10,001 - 50,000",76.84,Sasan Goordazi,California,Mountain View,IT Software & Services
142,Federal Communications Commission,1934,"1,001 - 5,000",76.84,Jessica Rosenworcel,District of Columbia,Washington,Government Services
143,American Express,1850,"10,001 - 50,000",76.83,Stephen J. Squeri,New York,New York,Banking and Financial Services
144,Yardi,1982,"5,001 - 10,000",76.8,Anant Yardi,California,Santa Barbara,IT Software & Services
145,Argonne National Laboratory,1946,"1,001 - 5,000",76.71,Paul K. Kearns,Illinois,Lemont,Drugs & Biotechnology
146,Quest Software,1987,"1,001 - 5,000",76.68,Patrick Nichols,California,Aliso Viejo,IT Software & Services
147,Fairway Independent Mortgage Corporation,1996,"10,001 - 50,000",76.67,Steve Jacobson,Wisconsin,Madison,Banking and Financial Services
148,WPP,1971,"100,001 - 500,000",76.64,Michael Houston,New York,New York,Media & Advertising
149,"Salesforce, Inc.",1999,"5,001 - 10,000",76.55,Marc Benioff,California,San Francisco,IT Software & Services
150,Fidelity National Information Services (FIS),2006,"10,001 - 50,000",76.42,Stephanie Ferris,Florida,Jacksonville,IT Software & Services
151,Sun Life Financial,1865,"50,001 - 100,000",76.37,Kevin D. Strain,Massachusetts,Wellesley Hills,Banking and Financial Services
152,TJX Companies,1977,"100,001 - 500,000",76.3,Ernie Herrman,Massachusetts,Framingham,Retail and Wholesale
153,University of Alabama at Birmingham,1969,"10,001 - 50,000",76.21,Ray L. Watts,Alabama,Birmingham,Education
154,"Patterson Companies, Inc",1877,"5,001 - 10,000",76.17,Don Zurbay,Minnesota,Saint Paul,Health Care Equipment & Services
155,Lamar Advertising Company,1902,"1,001 - 5,000",76.1,Sean Reilly,Louisiana,Baton Rouge,Media & Advertising
156,Hewlett Packard Enterprise,2015,"50,001 - 100,000",75.86,Antonio Neri,California,San Jose,IT Software & Services
157,Etech Global Services,2003,"1,001 - 5,000",75.73,Matt Rocco,Texas,Nacogdoches,IT Software & Services
158,AstraZeneca,1953,"10,001 - 50,000",75.69,Joris Silon,Delaware,Wilmington,Drugs & Biotechnology
159,Carhartt,1889,"1,001 - 5,000",75.44,Mark Valade,Michigan,Dearborn,"Clothing, Shoes, Sports Equipment"
160,Morgan Stanley,1931,"50,001 - 100,000",75.41,Edward Pick,New York,New York,Banking and Financial Services
161,BMW Group,1975,"100,001 - 500,000",75.36,Sebastian Mackensen,New Jersey,Woodcliff Lake,Automotive (Automotive and Suppliers)
162,United States Department of Homeland Security (DHS),2002,"100,001 - 500,000",75.05,Alejandro Mayorkas,District of Columbia,Washington,Government Services
163,"Pediatrix Medical Group, Inc.",1979,"5,001 - 10,000",75.02,James D. Swift,Florida,Sunrise,Health Care Equipment & Services
164,Capital One Financial,1994,"50,001 - 100,000",74.99,Richard D. Fairbank,Virginia,McLean,Banking and Financial Services
165,Navy Federal Credit Union,1933,"10,001 - 50,000",74.75,Dietrich Kuhlmann,Virginia,Vienna,Banking and Financial Services
166,Regeneron Pharmaceuticals,1988,"10,001 - 50,000",74.62,Leonard S. Schleifer,New York,Tarrytown,Drugs & Biotechnology
167,Massachusetts Institute of Technology,1861,"10,001 - 50,000",74.59,Sally Kornbluth,Massachusetts,Cambridge,Education
168,Ally Financial,1919,"10,001 - 50,000",74.54,Douglas Timmerman,Michigan,Detroit,Banking and Financial Services
169,University of Notre Dame,1842,>5000,74.49,Robert A. Dowd,Indiana,Notre Dame,Education
170,Merck,1891,"10,001 - 50,000",74.44,Robert M. Davis,New Jersey,Kenilworth,Drugs & Biotechnology
171,Take-Two Interactive Software,1993,"10,001 - 50,000",74.41,Strauss Zelnick,New York,New York,Media & Advertising
172,Honeywell,1927,"10,001 - 50,000",74.28,Vimal Kapur,North Carolina,Charlotte,"Engineering, Manufacturing"
173,United States Department of Agriculture,1862,"50,001 - 100,000",74.13,Thomas J. Vilsack,District of Columbia,Washington,Government Services
174,Dropbox,2007,"1,001 - 5,000",74.08,Drew Houston,California,San Francisco,IT Software & Services
175,Edgewell Personal Care,2015,"1,001 - 5,000",74.07,Rod R. Little,Connecticut,Shelton,Packaged Goods
176,United States Department of Veterans Affairs,1930,"100,001 - 500,000",74.05,Denis R. McDonough,District of Columbia,Washington,Government Services
177,Indeed,2004,"10,001 - 50,000",74.02,Chris Hyams,Texas,Austin,IT Software & Services
178,M&T Bank,1856,"10,001 - 50,000",73.72,René F. Jones,New York,Buffalo,Banking and Financial Services
179,Intuitive Surgical,1995,"10,001 - 50,000",73.66,Gary S. Guthart,California,Sunnyvale,Health Care Equipment & Services
180,United States Courts,1855,"10,001 - 50,000",73.49,Robert J. Conrad,District of Columbia,Washington,Government Services
181,Insurance Office of America,1988,"1,001 - 5,000",73.49,Heath Ritenour,Florida,Longwood,Insurance
182,Medline Industries,1966,"10,001 - 50,000",73.3,Jim Boyle,Illinois,Northfield,Health Care Equipment & Services
183,Costco Wholesale,1983,"100,001 - 500,000",73.23,Ron M. Vachris,Washington,Issaquah,Retail and Wholesale
184,"Rocket Mortgage, LLC",1985,"10,001 - 50,000",73.21,Varun Krishna,Michigan,Detroit,Banking and Financial Services
185,Epic,1979,"10,001 - 50,000",73.1,Judy Faulkner,Wisconsin,Verona,IT Software & Services
186,Align Technology,1997,"1,001 - 5,000",73.09,Joseph M. Hogan,Arizona,Tempe,Health Care Equipment & Services
187,Weichert Realtors,1969,>10000,72.97,Jim Weichert,New Jersey,Morris Plains,Business Services & Supplies
188,H&M,1947,"100,001 - 500,000",72.95,Daniel Ervér,New York,New York,"Clothing, Shoes, Sports Equipment"
189,Designer Brands,1969,"10,001 - 50,000",72.78,Doug M. Howe,Ohio,Columbus,"Clothing, Shoes, Sports Equipment"
190,Activision Blizzard,2008,"10,001 - 50,000",72.75,Bobby Kotick,California,Santa Monica,Media & Advertising
191,Amgen,1980,"10,001 - 50,000",72.69,Robert A. Bradway,California,Thousand Oaks,Drugs & Biotechnology
192,Vertex Pharmaceuticals,1989,"1,001 - 5,000",72.64,Reshma Kewalramani,Massachusetts,Boston,Drugs & Biotechnology
193,Raymond James Financial,1962,"10,001 - 50,000",72.59,Paul C. Reilly,Florida,St. Petersburg,Banking and Financial Services
194,Capital Group,1930,"5,001 - 10,000",72.59,Mike Gitlin,California,Los Angeles,Banking and Financial Services
195,Innova Solutions,1998,"10,001 - 50,000",72.58,Raj Sardana,Georgia,Duluth,Professional Services
196,Cleveland State University,1964,"1,001 - 5,000",72.49,Laura Bloomberg,Ohio,Cleveland,Education
197,Garmin,1989,"10,001 - 50,000",72.45,Clifton Pemble,Kansas,Olathe,"Semiconductors, Electronics, Electrical Engineering"
198,Philips,1891,"50,001 - 100,000",72.4,Roy Jakobs,North Holland,Amsterdam,Health Care Equipment & Services
199,American Express Global Business Travel,1850,"10,001 - 50,000",72.35,Paul Abbott,New York,New York,Business Services & Supplies
200,NextGen Healthcare,1974,"1,001 - 5,000",72.3,David Sides,Georgia,Atlanta,Health Care Equipment & Services
201,"University of Tennessee, Knoxville",1794,"1,001 - 5,000",72.23,Donde Plowman,Tennessee,Knoxville,Education
202,Choctaw Nation of Oklahoma,1786,"10,001 - 50,000",72.22,Gary Batton,Oklahoma,Durant,Government Services
203,Marvin,1912,"5,001 - 10,000",72.19,Paul Marvin,Minnesota,Warroad,"Engineering, Manufacturing"
204,Labcorp,1995,"50,001 - 100,000",71.97,Adam Schechter,North Carolina,Burlington,Health Care Equipment & Services
205,"California State University, Los Angeles",1889,"1,001 - 5,000",71.92,Berenecea Johnson,California,Los Angeles,Education
206,Victoria’s Secret & Co.,1977,"10,001 - 50,000",71.87,Martin Waters,Ohio,Reynoldsburg,"Clothing, Shoes, Sports Equipment"
207,Fidelity Investments,1946,"50,001 - 100,000",71.83,Abigail Johnson,Massachusetts,Boston,Banking and Financial Services
208,Schweitzer Engineering Laboratories (SEL),1982,"5,001 - 10,000",71.78,Dave Whitehead,Washington,Pullman,"Engineering, Manufacturing"
209,Chanel,1910,"10,001 - 50,000",71.71,Stephane Blanchard,New Jersey,Piscataway Township,Packaged Goods
210,Bayer,1863,"10,001 - 50,000",71.7,Sebastian Guth,New Jersey,Whippany,Drugs & Biotechnology
211,D.R. Horton,1978,"10,001 - 50,000",71.63,Paul J. Romanowski,Texas,Arlington,"Construction, Chemicals, Raw Materials"
212,Constellation Software,1995,"10,001 - 50,000",71.63,Mark Leonard Leonard,Ontario,Toronto,IT Software & Services
213,Washington University in Saint Louis,1853,"10,001 - 50,000",71.55,Andrew D. Martin,Missouri,St. Louis,Education
214,Akamai,1998,"1,001 - 5,000",71.54,Tom Leighton,Massachusetts,Cambridge,IT Software & Services
215,Global Credit Union,1948,"1,001 - 5,000",71.45,Geoff Lundfelt,Alaska,Anchorage,Banking and Financial Services
216,Tapestry,2017,"10,001 - 50,000",71.36,Joanne Crevoiserat,New York,New York,"Clothing, Shoes, Sports Equipment"
217,AbbVie,2013,"10,001 - 50,000",71.32,Richard A. Gonzalez,Illinois,North Chicago,Drugs & Biotechnology
218,In-N-Out Burger,1948,"10,001 - 50,000",71.27,Lynsi Snyder,California,Irvine,Restaurants
219,State of New York,1788,>10000,71.25,Kathy Hochul,New York,Albany,Government Services
220,Gensler,1965,"5,001 - 10,000",71.21,Diane Hoskins Andy Cohen,California,San Francisco,Professional Services
221,Howmet Aerospace,1888,"1,001 - 5,000",71.18,John C. Plant,Pennsylvania,Pittsburgh,Aerospace & Defense
222,IntouchCX,2000,>1000,71.16,Mitul Kotecha Shane Kozlowich,Manitoba,Winnipeg,Professional Services
223,Puma,1948,"10,001 - 50,000",71.07,Arne Freundt,Massachusetts,Westford,"Clothing, Shoes, Sports Equipment"
224,CGI,1976,"50,001 - 100,000",71.03,George D. Schindler,Quebec,Montreal,IT Software & Services
225,BioMarin,1997,"1,001 - 5,000",70.98,Alexander Hardy III,California,San Rafael,Drugs & Biotechnology
226,Boston Scientific,1979,"10,001 - 50,000",70.97,Michael F. Mahoney,Massachusetts,Marlborough,Health Care Equipment & Services
227,ZeniMax Media,1999,>1000,70.95,Robert Altman,Maryland,Rockville,IT Software & Services
228,Just Eat Takeaway.com Group,2000,"10,001 - 50,000",70.93,Jitse Groen,North Holland,Amsterdam,"Food, Soft Beverages, Alcohol & Tobacco"
229,Airbnb,2008,"5,001 - 10,000",70.93,Brian Chesky,California,San Francisco,IT Software & Services
230,Hyland Software,1991,"1,001 - 5,000",70.92,Bill Priemer,Ohio,Westlake,IT Software & Services
231,Sanofi,1973,"10,001 - 50,000",70.91,Paul Hudson,New Jersey,Bridgewater,Drugs & Biotechnology
232,The California Institute of Technology (Caltech),1891,"1,001 - 5,000",70.86,Thomas F. Rosenbaum,California,Pasadena,Education
233,TD Bank,1855,"100,001 - 500,000",70.83,Bharat Masrani,New Jersey,Cherry Hill,Banking and Financial Services
234,TELUS International,2005,"50,001 - 100,000",70.73,Jeffrey Puritt,British Columbia,Vancouver,IT Software & Services
235,Cengage,1903,"1,001 - 5,000",70.66,Michael E. Hansen,Massachusetts,Boston,IT Software & Services
236,Levi Strauss & Co,1853,"5,001 - 10,000",70.65,Michelle Gass,California,San Francisco,"Clothing, Shoes, Sports Equipment"
237,Foot Locker,1974,"10,001 - 50,000",70.63,Mary N. Dillon,New York,New York,"Clothing, Shoes, Sports Equipment"
