rank,company,founded,employees,score,ceo,state,hq,industry
114,Sage,1981,>250,7.76,Steve Hare,United Kingdom,Newcastle Upon Tyne,"IT, Internet, Software and Services"
115,Swedbank,1820,>250,7.75,Jens Henriksson,Sweden,Stockholm,Banking and Financial Services
116,DATEV,1966,>250,7.75,Robert Mayr,Germany,Nuremberg,"IT, Internet, Software and Services"
117,Monzo Bank,2015,>250,7.75,Tom Blomfield,United Kingdom,London,Banking and Financial Services
118,Logitech International,1981,>250,7.75,Bracken Darrell,Switzerland,Lausanne,"IT, Internet, Software and Services"
119,Ferrari,1947,>250,7.75,Benedetto Vigna,Italy,Maranello,Automotive (Producers and Suppliers)
120,Johnson & Johnson,1886,>250,7.74,Joaquin Duato,United Kingdom,Prague,Drugs and Biotechnology
121,Lloyds Banking Group,1765,>250,7.74,Charlie Nunn,United Kingdom,London,Banking and Financial Services
122,Mercadona,1981,>250,7.74,Juan Roig,Spain,Valencia,Retail
123,Citigroup,1812,>250,7.74,Jane Fraser,United Kingdom,London,Banking and Financial Services
124,Achmea,1811,>250,7.74,Bianca Tetteroo,Netherlands,Zeist,Banking and Financial Services
125,LinkedIn,2003,>250,7.73,Jeff Weiner,Ireland,Dublin,"IT, Internet, Software and Services"
126,Sky,1989,>250,7.73,Dana Strong,United Kingdom,Middlesex,Media and Advertising
127,Adobe,1982,>250,7.73,Shantanu Narayen,United Kingdom,Maidenhead,"IT, Internet, Software and Services"
128,EE,2012,>250,7.73,Marc Allera,United Kingdom,London,"Telecommunications Services, Cable Supplier"
129,Aviva,2000,>250,7.73,Amanda Blanc,United Kingdom,London,Insurance
130,PUMA,1948,>250,7.73,Bjørn Gulden,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
131,Biocoop,1986,>250,7.73,Pierrick De Ronne,France,Paris,Retail
132,Amazon,1994,>250,7.73,Andy Jassy,Luxembourg,Luxembourg,Retail
133,Asics,1949,>250,7.73,Yasuhito Hirota,Netherlands,Hoofddorp,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
134,Air France-KLM Group,2004,>250,7.72,Benjamin Smith,France,Roissy Charles de Gaulle cedex,Transportation and Logistics
135,Boulanger,1954,>250,7.72,Emmanuel Deschamps,France,Lesquin,Retail
136,Willmott Dixon,1852,>250,7.72,Rick Willmott,United Kingdom,Letchworth Garden City,Construction
137,3M,1902,>250,7.72,Mike Roman,Germany,Neuss,"Semiconductors, Electronics, Electrical Engineering, Hardware"
138,Pret A Manger,1986,>250,7.72,Pano Christou,United Kingdom,London,Restaurants
139,Cdiscount,1998,>250,7.72,Emmanuel Grenier,France,Bordeaux,Retail
140,Dell Technologies,1984,>250,7.72,Michael Dell,Ireland,Dublin,"IT, Internet, Software and Services"
141,Covéa Group,2003,>250,7.71,Thierry Derez,France,Paris,Insurance
142,Expedia,1996,>250,7.71,Peter Kern,United Kingdom,London,Travel and Leisure
143,SJ,2001,>250,7.71,Monica Lingegård,Sweden,Stockholm,Transportation and Logistics
144,Travelodge,1985,>250,7.71,Jo Boydell,United Kingdom,Thame,Travel and Leisure
145,Aalberts Surface Treatment,1983,>250,7.71,Holger Rohrer,Germany,Kerpen,"Oil and Gas Operations, Mining, and Chemicals"
146,Essity,2017,>250,7.71,Magnus Groth,Sweden,Stockholm,Packaged Goods
147,Aktia Bank,1991,>250,7.71,Mikko Ayub,Finland,Helsinki,Banking and Financial Services
148,Fujitsu,1935,>250,7.71,Takahito Tokita,United Kingdom,London,"IT, Internet, Software and Services"
149,Perstorp,1881,>250,7.70,Jan Secher,Sweden,Malmö,"Oil and Gas Operations, Mining, and Chemicals"
150,KBC,1998,>250,7.70,Johan Thijs,Belgium,Brussels,Banking and Financial Services
151,Accenture,1955,>250,7.70,Julie Sweet,Ireland,Dublin,"IT, Internet, Software and Services"
152,Eaton,1911,>250,7.70,Craig Arnold,Ireland,Dublin,"Semiconductors, Electronics, Electrical Engineering, Hardware"
153,Proximus Group,1930,>250,7.70,Guillaume Boutin,Belgium,Brussels,"Telecommunications Services, Cable Supplier"
154,Epiroc,1873,>250,7.70,Helena Hedblom,Sweden,Stockholm,"Oil and Gas Operations, Mining, and Chemicals"
155,Orange,1994,>250,7.69,Christel Heydemann,France,Issy-les-Moulineaux,"Telecommunications Services, Cable Supplier"
156,HP (Hewlett-Packard),1939,>250,7.69,Enrique Lores,Switzerland,Geneva,"Semiconductors, Electronics, Electrical Engineering, Hardware"
157,Cognizant,1994,>250,7.69,Brian Humphries,United Kingdom,London,"IT, Internet, Software and Services"
158,Comarch,1993,>250,7.69,Janusz Filipiak,Poland,Kraków,"IT, Internet, Software and Services"
159,Severn Trent,1974,>250,7.69,Liv Garfield,United Kingdom,Coventry,Utilities
160,Givaudan,1895,>250,7.68,Gilles Andrier,Switzerland,Geneva,Packaged Goods
161,Next,1981,>250,7.68,Lord Wolfson Of Aspley Guise,United Kingdom,Leicester,Retail
162,Brother,1908,>250,7.68,Toshikazu Koike,United Kingdom,Manchester,"Semiconductors, Electronics, Electrical Engineering, Hardware"
163,PEAB,1959,>250,7.68,Jesper Goransson,Sweden,Förslöv,Construction
164,RAG,1968,>250,7.68,Bernd Tönjes,Germany,Essen,"Oil and Gas Operations, Mining, and Chemicals"
165,Jacobs Engineering,1947,>250,7.68,Steven J. Demetriou,United Kingdom,Wokingham,"Engineering, Manufacturing"
166,Bauer Media Group,1875,>250,7.67,Yvonne Bauer,Germany,Hamburg,Media and Advertising
167,Well Pharmacy,1945,>250,7.67,Seb Hobbs,United Kingdom,Manchester,Drugs and Biotechnology
168,AXIS Communications,1984,>250,7.67,Ray Mauritsson,Sweden,Lund,"IT, Internet, Software and Services"
169,Vienna Insurance Group (VIG),1824,>250,7.67,Elisabeth Stadler,Austria,Vienna,Insurance
170,Amadori,1969,>250,7.67,Massimo Romani,Italy,Cesena,"Food, Soft Beverages, Alcohol and Tobacco"
171,Melia Hotels International,1956,>250,7.67,Gabriel Escarrer Jaume,Spain,Palma de Mallorca,Travel and Leisure
172,Rossmann,1972,>250,7.66,Michael Rybak,Germany,Burgwedel,Retail
173,RATP,1949,>250,7.66,Catherine Guillouard,France,Paris,Transportation and Logistics
174,Boehringer Ingelheim,1885,>250,7.66,Hubertus von Baumbach,Germany,Ingelheim,Drugs and Biotechnology
175,Hapag-Lloyd,1970,>250,7.66,Rolf Habben Jansen,Germany,Hamburg,Transportation and Logistics
176,adidas,1949,>250,7.66,Kasper Rorsted,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
177,Husqvarna,1689,>250,7.66,Henric Andersson,Sweden,Stockholm,"Semiconductors, Electronics, Electrical Engineering, Hardware"
178,John Lewis Partnership,1929,>250,7.65,Andrew Murphy,United Kingdom,London,Retail
179,Coventry Building Society,1884,>250,7.65,Steve Hughes,United Kingdom,Coventry,Banking and Financial Services
180,Novartis,1996,>250,7.65,Vasant Narasimhan,Switzerland,Basel,Drugs and Biotechnology
181,Enedis,2008,>250,7.65,Marianne Laigneau,France,Paris-La Défense,Utilities
182,Polsat Box,2001,>250,7.65,Mirosław Błaszczyk,Poland,Warsaw,Media and Advertising
183,OVO Energy,2009,>250,7.65,Raman Bhatia,United Kingdom,London,Utilities
184,Heidelberg Cement Group,1873,>250,7.65,Dominik von Achten,Germany,Heidelberg,"Manufacture and Processing of Materials, Metals and Paper"
185,Allianz,1890,>250,7.65,Oliver Bäte,Germany,Munich,Insurance
186,Decathlon,1976,>250,7.65,Barbara Martin Coppola,France,Villeneuve-d'Ascq,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
187,Deutsche Telekom,1995,>250,7.65,Timotheus Höttges,Germany,Bonn,"Telecommunications Services, Cable Supplier"
188,Wickes,1972,>250,7.65,David Wood,United Kingdom,Northampton,Retail
189,Ericsson,1876,>250,7.64,Börje Ekholm,Sweden,Stockholm,"Semiconductors, Electronics, Electrical Engineering, Hardware"
190,L'Oréal,1909,>250,7.64,Nicolas Hieronimus,France,Paris,Packaged Goods
191,Leeds Building Society,1875,>250,7.64,Richard Fearon,United Kingdom,Leeds,Banking and Financial Services
192,Beiersdorf,1882,>250,7.64,Vincent Warnery,Germany,Hamburg,Packaged Goods
193,RELX Group,1880,>250,7.64,Erik Engstrom,United Kingdom,London,Media and Advertising
194,Alior Bank,2008,>250,7.64,Grzegorz Olszewski,Poland,Warsaw,Banking and Financial Services
195,Latour,1985,>250,7.64,Johan Hjertonsson,Sweden,Göteborg,Banking and Financial Services
196,Pandora,1982,>250,7.64,Alexander Lacik,Denmark,Copenhagen,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
197,Sephora,1969,>250,7.64,Jean-André Rougeot,France,Neuilly sur Seine,Retail
198,PPG,1883,>250,7.63,Michael H. McGarry,Switzerland,Rolle,"Oil and Gas Operations, Mining, and Chemicals"
199,Rusta,1986,>250,7.63,Christof Sauck,Sweden,Upplands Väsby,Retail
200,Henkel,1876,>250,7.63,Carsten Knobel,Germany,Düsseldorf,Packaged Goods
201,Marriott International,1927,>250,7.63,Anthony Capuano,Ireland,Dublin,Travel and Leisure
202,Kearney,1926,>250,7.62,Martin Eisenhut,Germany,Düsseldorf,Consulting and Accounting
203,Citrix Systems,1989,>250,7.62,Bob Calderoni,Switzerland,Schaffhausen,"IT, Internet, Software and Services"
204,Direct Line Group,1985,>250,7.62,Penny James,United Kingdom,Bromley,Insurance
205,Lpp,1991,>250,7.62,Marek Piechocki,Poland,Gdansk,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
206,Willis Towers Watson,2016,>250,7.62,Carl Hess,United Kingdom,London,Consulting and Accounting
207,Banca Mediolanum,1982,>250,7.62,Massimo Antonio Doris,Italy,Milan,Banking and Financial Services
208,EssilorLuxottica,2018,>250,7.62,Francesco Milleri,France,Paris,Health Care Equipment and Services
209,Safran Group,2005,>250,7.62,Olivier Andriès,France,Paris,"Aerospace, Defence, Manufacture of Transport Equipment"
210,SWISS,2002,>250,7.61,Dieter Vranckx,Switzerland,Zurich,Transportation and Logistics
211,Ingram Micro,1979,>250,7.61,Alain Monié,Germany,Aschheim,Wholesale
212,AT&T,1983,>250,7.61,John Stankey,United Kingdom,London,"Telecommunications Services, Cable Supplier"
213,Apotek,2010,>250,7.61,Eric Lundberg,Sweden,Stockholm,Retail
214,Civica,2001,>250,7.61,Wayne Story,United Kingdom,London,"IT, Internet, Software and Services"
215,Arnold Clark Automobiles,1954,>250,7.61,Eddie Hawthorne,United Kingdom,Glasgow,Retail
216,Anticimex,1934,>250,7.61,Staffan Pehrson,Sweden,Stockholm,Health Care Equipment and Services
217,Schneider Electric,1836,>250,7.61,Jean-Pascal Tricoire,France,Paris,"Semiconductors, Electronics, Electrical Engineering, Hardware"
218,Pets at Home Group,1991,>250,7.61,Lyssa McGowan,United Kingdom,Wilmslow,Retail
219,TietoEVRY,1968,>250,7.61,Kimmo Alkio,Finland,Helsinki,"IT, Internet, Software and Services"
220,Red Hat,1993,>250,7.61,Paul Cormier,Germany,Munich,"IT, Internet, Software and Services"
221,Dalata Hotel Group,2007,>250,7.61,Dermot Crowley,Ireland,Dublin,Travel and Leisure
222,SWM Stadtwerke München,1998,>250,7.61,Florian Bieberbach,Germany,Munich,Utilities
223,Abanca,2014,>250,7.61,Francisco Botas Ratera,Spain,Betanzos,Banking and Financial Services
224,APRR,1961,>250,7.61,Philippe Nourry,France,Genay,"Aerospace, Defence, Manufacture of Transport Equipment"
225,BP,1909,>250,7.60,Bernard Looney,United Kingdom,London,"Oil and Gas Operations, Mining, and Chemicals"
226,Tesla,2003,>250,7.60,Elon Musk,Netherlands,Tilburg,Automotive (Producers and Suppliers)
227,William Hill,1934,>250,7.60,Ulrik Bengtsson,United Kingdom,London,Travel and Leisure
228,Aareal Bank,1923,>250,7.60,Jochen Klösges,Germany,Wiesbaden,Banking and Financial Services
229,DuPont,1809,>250,7.60,Edward Breen,Netherlands,Leiden,"Oil and Gas Operations, Mining, and Chemicals"
230,Chiesi,1935,>250,7.60,Ugo Di Francesco,Italy,Parma,Drugs and Biotechnology
231,Philip Morris International,1847,>250,7.60,Jacek Olczak,Switzerland,Lausanne,"Food, Soft Beverages, Alcohol and Tobacco"
232,Logista,1999,>250,7.60,Íñigo Meirás Amusco​,Spain,Madrid,Wholesale
233,Carnival,1972,>250,7.60,Josh Weinstein,United Kingdom,Southampton,Travel and Leisure
234,Twitter,2006,>250,7.60,Parag Agrawal,Ireland,Dublin,"IT, Internet, Software and Services"
235,Abbott,1888,>250,7.60,Robert B. Ford,Ireland,Dublin,Health Care Equipment and Services
236,B. Braun Melsungen,1839,>250,7.60,Anna Maria Braun,Germany,Melsungen,Health Care Equipment and Services
237,Nissan Motor Corporation,1933,>250,7.60,Makoto Uchida,Switzerland,Rolle,Automotive (Producers and Suppliers)
238,Nike,1964,>250,7.60,John Donahoe,Netherlands,Hilversum,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
239,PageGroup,1976,>250,7.60,Steve Ingham,United Kingdom,London,Business Services and Supplies
240,Dunelm,1979,>250,7.60,Nick Wilkinson,United Kingdom,Leicester,Retail
241,Cineworld Group,1995,>250,7.60,Moshe (Mooky) Greidinger,United Kingdom,London,Travel and Leisure
242,Adform,2002,>250,7.59,Troels Philip Jensen,Denmark,Copenhagen,"IT, Internet, Software and Services"
243,Saga,1951,>250,7.59,Euan Sutherland,Germany,Folkestone,Insurance
244,RWE,1898,>250,7.59,Markus Krebber,Germany,Essen,Utilities
245,Zurich,1872,>250,7.59,Mario Greco,Switzerland,Zurich,Insurance
246,Microchip,1989,>250,7.59,Ganesh Moorthy,United Kingdom,Winnersh,"IT, Internet, Software and Services"
247,River Island,1948,>250,7.59,Will Kernan,United Kingdom,London,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
248,Zalando,2008,>250,7.59,David Schneider,Germany,Berlin,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
249,Damartex Group,1953,>250,7.59,Patrick Seghin,France,Roubaix,Retail
250,Savencia Fromage & Dairy,1956,>250,7.59,Olivier Delamea,France,Viroflay,"Food, Soft Beverages, Alcohol and Tobacco"
251,Colgate-Palmolive,1806,>250,7.59,Noel Wallas,Switzerland,Therwil,Packaged Goods
252,GrandVision,1891,>250,7.59,Leonardo Del Vacchio,Netherlands,Schipol,Retail
253,Tesco,1919,>250,7.58,Ken Murphy,United Kingdom,Welwyn Garden City,Retail
254,CSS Versicherung,1899,>250,7.58,Philomena Colatrella,Switzerland,Lucerne,Insurance
255,ING,1991,>250,7.58,Steven van Rijswijk,Netherlands,Amsterdam,Banking and Financial Services
256,Swedish Match,1915,>250,7.58,Lars Dahlgren,Sweden,Stockholm,"Food, Soft Beverages, Alcohol and Tobacco"
257,Ford Motor Company,1903,>250,7.58,"James D. Farley, Jr.",United Kingdom,Laindon,Automotive (Producers and Suppliers)
258,Barmenia Versicherungen,1904,>250,7.58,Andreas Eurich,Germany,Wuppertal,Insurance
259,Royal BAM Group,1869,>250,7.58,R.J.M. (Ruud) Joosten,Netherlands,Bunnik,Construction
260,Vodafone,1982,>250,7.58,Nick Read,United Kingdom,Newbury,"Telecommunications Services, Cable Supplier"
261,St. James's Place Wealth Management,1991,>250,7.58,Andrew Croft,United Kingdom,Cirencester,Banking and Financial Services
262,Air Products,1940,>250,7.57,Seifi Ghasemi,United Kingdom,Walton-on-Thames,"Oil and Gas Operations, Mining, and Chemicals"
263,Schweizerische Mobiliar,1826,>250,7.57,Michèle Rodoni,Switzerland,Bern,Insurance
264,Zabka Polska,1998,>250,7.57,Tomasz Suchański,Poland,Poznan,Retail
