rank,company,founded,employees,score,ceo,state,hq,industry
56,Severn Trent,1974,>250,77.76,Liv Garfield,United Kingdom,Coventry,Utilities
57,Landesbank Baden-Württemberg,1818,>250,77.75,Rainer Neske,Germany,Stuttgart,Banking and Financial Services
58,Dynatrace,2005,>250,77.67,Rick M. McConnell,Austria,Linz,"IT, Internet, Software and Services"
59,Intesa Sanpaolo,2007,>250,77.63,Carlo Messina,Italy,Turin,Banking and Financial Services
60,Zalando,2008,>250,77.58,David Schneider,Germany,Berlin,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
61,Vattenfall,1909,>250,77.52,Anna Borg,Sweden,Stockholm,Utilities
62,Lego,1932,>250,77.51,Niels B. Christiansen,Denmark,Billund,Travel and Leisure
63,Pepsico,1965,>250,77.51,Ramon L. Laguarta,Switzerland,Geneva,"Food, Soft Beverages, Alcohol and Tobacco"
64,France Télévisions,2000,>250,77.47,Delphine Ernotte Cunci,France,Paris,Media and Advertising
65,Vivantes,2001,>250,77.34,Johannes Danckert,Germany,Berlin,Healthcare (Social)
66,Crédit Agricole,1894,>250,77.32,Philippe Brassac,France,Montrouge,Banking and Financial Services
67,PayPal,1998,>250,77.32,Dan Schulman,Luxembourg,Luxembourg,Banking and Financial Services
68,NatWest,1970,>250,77.28,Alison Rose,United Kingdom,Edinburgh,Banking and Financial Services
69,Allegro,1999,>250,77.24,Francois Nuyts,Poland,Poznan,Retail
70,Apotek,2010,>250,77.23,Eric Lundberg,Sweden,Stockholm,Retail
71,Civica,2001,>250,77.12,Wayne Story,United Kingdom,London,"IT, Internet, Software and Services"
72,Harmonie Mutuelle,2013,>250,77.11,Catherine Touvrey,France,Paris,Insurance
73,Pfizer,1849,>250,77.10,Albert Bourla,United Kingdom,Kent,Drugs and Biotechnology
74,Afry,1895,>250,77.10,Jonas Gustavsson,Finland,Vantaa,"Engineering, Manufacturing"
75,Marks & Spencer,1884,>250,77.01,Stuart Machin,United Kingdom,London,Retail
76,Hermès,1837,>250,76.99,Axel Dumas,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
77,Hornbach,1877,>250,76.97,Erich Harsch,Germany,Borneim,Retail
78,Falck,1906,>250,76.95,Jakob Riis,Denmark,Copenhagen,Health Care Equipment and Services
79,AEGON,1844,>250,76.94,Lard Friese,Netherlands,The Hague,Insurance
80,Adecco Group,1996,>250,76.94,Denis Machuel,Switzerland,Zurich,Business Services and Supplies
81,Carlsberg,1847,>250,76.88,Cees 'T Hart,Denmark,Copenhagen,"Food, Soft Beverages, Alcohol and Tobacco"
82,State Street Bank International,1970,>250,76.80,Ronald P. O'Hanley,Germany,Frankfurt am Main,Banking and Financial Services
83,ATOS Group,2011,>250,76.78,Nourdine Bihmane,France,Bezons,"IT, Internet, Software and Services"
84,Liebherr,1949,>250,76.77,Jan Liebherr,Switzerland,Bulle,"Aerospace, Defence, Manufacture of Transport Equipment"
85,HR Rail,2014,>250,76.76,Bernard Escoyez,Belgium,Brussels,Business Services and Supplies
86,Philips,1891,>250,76.73,Frans van Houten,Netherlands,Amsterdam,"Semiconductors, Electronics, Electrical Engineering, Hardware"
87,Amadeus,1987,>250,76.70,Luis Maroto,Spain,Madrid,"IT, Internet, Software and Services"
88,Ferrari,1947,>250,76.64,Benedetto Vigna,Italy,Maranello,Automotive (Producers and Suppliers)
89,Nexity,2000,>250,76.63,Véronique Bédague,France,Paris,Business Services and Supplies
90,SSE (Scottish and Southern Energy),1998,>250,76.61,Alistair Phillips-Davies,United Kingdom,Perth,Utilities
91,Eaton,1911,>250,76.60,Craig Arnold,Ireland,Dublin,"Semiconductors, Electronics, Electrical Engineering, Hardware"
92,Lilly,1876,>250,76.58,David A. Ricks,United Kingdom,Basingstoke,Drugs and Biotechnology
93,Aon,1982,>250,76.58,Greg Case,United Kingdom,London,Insurance
94,Cargill International,1870,>250,76.55,David MacLennan,Belgium,Mouscron,"Food, Soft Beverages, Alcohol and Tobacco"
95,BUT,1972,>250,76.47,Alexandre Falck,France,Emerainville,Retail
96,Start People,1977,>250,76.45,Ann Martens,Netherlands,Almere,Business Services and Supplies
97,Fnac Darty,1954,>250,76.45,Enrique Martinez,France,Ivry-sur-Seine,Retail
98,Tim Telecom,1994,>250,76.42,Pietro Labriola,Italy,Rome,"IT, Internet, Software and Services"
99,ABN AMRO,1991,>250,76.39,Robert Swaak,Netherlands,Amsterdam,Banking and Financial Services
100,H&M Hennes & Mauritz,1947,>250,76.36,Helena Helmersson,Sweden,Stockholm,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
101,Orkla,2004,>250,76.33,Nils K. Selte,Norway,Oslo,"Food, Soft Beverages, Alcohol and Tobacco"
102,The Co-op Group,1863,>250,76.33,Shirine Khoury-Haq,United Kingdom,Manchester,Retail
103,Legal & General,1873,>250,76.33,Sir Nigel,United Kingdom,London,Banking and Financial Services
104,American Express Company (AmEx),1850,>250,76.30,Stephen J. Squeri,United Kingdom,Brighton,Banking and Financial Services
105,Munich RE,1880,>250,76.28,Dr. Joachim Wenning,Germany,Munich,Insurance
106,ADP,1949,>250,76.26,Carlos Rodriguez,France,Nanterre,Business Services and Supplies
107,Bestseller,1975,>250,76.24,Anders Holch Povlsen,Denmark,Brande,Retail
108,Caterpillar,1925,>250,76.23,Jim Umpleby,United Kingdom,Belfast,"Aerospace, Defence, Manufacture of Transport Equipment"
109,Airbus,1970,>250,76.19,Guillaume Faury,Netherlands,Leiden,"Aerospace, Defence, Manufacture of Transport Equipment"
110,SNCF,1995,>250,76.19,Jean Pierre Farandou,France,Saint-Denis,Transportation and Logistics
111,Coca-Cola European Partners,1904,>250,76.17,Damian Gammell,United Kingdom,Uxbridge,"Food, Soft Beverages, Alcohol and Tobacco"
112,Volkswagen,1937,>250,76.15,Thomas Schäfer,Germany,Wolfsburg,Automotive (Producers and Suppliers)
113,Disneyland Paris,1992,>250,76.14,Natacha Rafalski,France,Chessy,Travel and Leisure
114,Meta,2004,>250,76.13,Mark Zuckerberg,Ireland,Dublin,"IT, Internet, Software and Services"
115,BMW,1916,>250,76.12,Oliver Zipse,Germany,Munich,Automotive (Producers and Suppliers)
116,Österreichischen Bundesbahnen (ÖBB),2004,>250,76.09,Andreas Matthä,Austria,Wien,Transportation and Logistics
117,Deutsche Bundesbank,1957,>250,76.07,Jens Weidmann,Germany,Frankfurt am Main,Banking and Financial Services
118,EssilorLuxottica,2018,>250,76.02,Francesco Milleri,France,Paris,Health Care Equipment and Services
119,Radiometer Medical,1935,>250,75.98,Henrik Schimmell,Denmark,Copenhagen,Health Care Equipment and Services
120,Monzo Bank,2015,>250,75.97,Tom Blomfield,United Kingdom,London,Banking and Financial Services
121,PORR,1869,>250,75.96,Karl-Heinz Strauss,Austria,Vienna,Construction
122,Deliveroo,2013,>250,75.91,Will Shu,United Kingdom,London,Restaurants
123,Pizza Hut,1958,>250,75.90,Aaron Powell,Spain,St Albans,Restaurants
124,AXIS Communications,1984,>250,75.88,Ray Mauritsson,Sweden,Lund,"IT, Internet, Software and Services"
125,Iberdrola,1992,>250,75.87,Ignacio S. Galan,Spain,Bilbao,Utilities
126,Primark,1969,>250,75.85,Paul Marchant,United Kingdom,London,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
127,NCC,1989,>250,75.81,Tomas Carlsson,Sweden,Solna,Construction
128,SAP,1972,>250,75.80,Christian Klein,Germany,Walldorf,"IT, Internet, Software and Services"
129,Raiffeisen Bank,1927,>250,75.79,Johann Strobl,Austria,Vienna,Banking and Financial Services
130,CBRE,1906,>250,75.77,Bob Sulentic,United Kingdom,Schiphol,Business Services and Supplies
131,Nokia,1865,>250,75.77,Pekka Lundmark,Finland,Espoo,"Telecommunications Services, Cable Supplier"
132,Domusvi,1998,>250,75.73,Sylvain Rabuel,France,Suresnes,Healthcare (Social)
133,Centrica,1997,>250,75.72,Chris O’Shea,United Kingdom,Windsor,Utilities
134,Microsoft,1975,>250,75.67,Satya Nadella,France,Unterschleißheim,"IT, Internet, Software and Services"
135,AVEVA Group,1967,>250,75.66,Peter Herweck,United Kingdom,Cambridge,"IT, Internet, Software and Services"
136,Mercadona,1981,>250,75.65,Juan Roig,Spain,Valencia,Retail
137,ING,1991,>250,75.64,Steven van Rijswijk,Netherlands,Amsterdam,Banking and Financial Services
138,Louis Vuitton,1854,>250,75.58,Michael Burke,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
139,PUMA,1948,>250,75.58,Bjørn Gulden,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
140,Danone,1919,>250,75.55,Antoine de Saint-Affrique,France,Paris,"Food, Soft Beverages, Alcohol and Tobacco"
141,La Cassa di Ravenna,1840,>250,75.54,Antonio Patuelli,Italy,Ravenna,Banking and Financial Services
142,Trumpf,1923,>250,75.52,Nicola Leibinger-Kammüller,Germany,Ditzingen,"Manufacture and Processing of Materials, Metals and Paper"
143,Avanade,2000,>250,75.52,Pamela Maynard,United Kingdom,London,"IT, Internet, Software and Services"
144,Legrand,1865,>250,75.51,Benoît Coquart,France,Limoges,"Semiconductors, Electronics, Electrical Engineering, Hardware"
145,Cummins,1919,>250,75.50,Jennifer Rumsey,United Kingdom,Wellingborough,"Engineering, Manufacturing"
146,Spar,1932,>250,75.47,Brett Botten,Netherlands,Amsterdam,Retail
147,BT Group,1980,>250,75.40,Philip Jansen,United Kingdom,London,"Telecommunications Services, Cable Supplier"
148,CGI,1976,>250,75.40,George D. Schindler,France,Rotterdam,Consulting and Accounting
149,E.on,2000,>250,75.40,Leonhard Birnbaum,Germany,Essen,Utilities
150,B. Braun,1839,>250,75.35,Anna Maria Braun,Germany,Melsungen,Health Care Equipment and Services
151,Banque CIC,1859,>250,75.32,Daniel Baal,France,Strasbourg,Banking and Financial Services
152,Kingfisher,1982,>250,75.30,Thierry Garnier,United Kingdom,London,Retail
153,Orano,2018,>250,75.28,Philippe Knoche,France,Châtillon,Utilities
154,Hays,1867,>250,75.24,Alistair Cox,United Kingdom,London,Business Services and Supplies
155,Biomérieux,1963,>250,75.23,Alexandre Mérieux,France,Marcy-l'Étoile,Drugs and Biotechnology
156,Salesforce,1999,>250,75.21,Marc Benioff,Switzerland,Staines,"IT, Internet, Software and Services"
157,Aareal Bank,1923,>250,75.20,Jochen Klösges,Germany,Wiesbaden,Banking and Financial Services
158,WPP,1971,>250,75.20,Mark Read,United Kingdom,London,Media and Advertising
159,Easyjet,1995,>250,75.16,Johan Lundgren,United Kingdom,London,Transportation and Logistics
160,Ahold Delhaize,2016,>250,75.13,Frans Muller,Netherlands,Zaandam,Retail
161,Bank of Ireland,1783,>250,75.12,Francesca McDonagh,Ireland,Dublin,Banking and Financial Services
162,Dunelm,1979,>250,75.10,Nick Wilkinson,United Kingdom,Leicester,Retail
163,Deutsche Bahn,1994,>250,75.09,Richard Lutz,Germany,Berlin,Transportation and Logistics
164,Nestlé,1866,>250,75.03,Mark Schneider,Switzerland,Vevey,"Food, Soft Beverages, Alcohol and Tobacco"
165,Laboratoires Arkopharma,1980,>250,75.02,Eric Panijel,France,Carros,Drugs and Biotechnology
166,Deutsche Post,1490,>250,75.02,Dr Frank Appel,Germany,Bonn,Transportation and Logistics
167,Adva Optical Networking,1994,>250,75.02,Brian Protiva,Germany,Munich,"Semiconductors, Electronics, Electrical Engineering, Hardware"
168,Google,1998,>250,75.01,Sundar Pichai,Ireland,Dublin,"IT, Internet, Software and Services"
169,Vienna Insurance Group (VIG),1824,>250,75.00,Elisabeth Stadler,Austria,Vienna,Insurance
170,RELX Group,1880,>250,74.94,Erik Engstrom,United Kingdom,London,Media and Advertising
171,TotalEnergies,1924,>250,74.92,Patrick Pouyanné,France,Paris,"Oil and Gas Operations, Mining, and Chemicals"
172,Akamai Technologies,1995,>250,74.91,Tom Leighton,Poland,Zurich,"IT, Internet, Software and Services"
173,MAHLE,1920,>250,74.90,Michael Frick,Germany,Stuttgart,Automotive (Producers and Suppliers)
174,Willis Towers Watson,2016,>250,74.88,Carl Hess,United Kingdom,London,Consulting and Accounting
175,Proximus Group,1930,>250,74.86,Guillaume Boutin,Belgium,Brussels,"Telecommunications Services, Cable Supplier"
176,Giorgio Armani,1975,>250,74.86,Giorgio Armani,Italy,Milan,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
177,Nordea Bank,1820,>250,74.86,Frank Vang-Jensen,Finland,Helsinki,Banking and Financial Services
178,PEAB,1959,>250,74.85,Jesper Goransson,Sweden,Förslöv,Construction
179,UPS (United Parcel Service),1907,>250,74.84,Daniel Carrera,Belgium,Brussels,Transportation and Logistics
180,Oracle,1977,>250,74.81,Larry Ellison,United Kingdom,Reading,"IT, Internet, Software and Services"
181,Comarch,1993,>250,74.81,Janusz Filipiak,Poland,Kraków,"IT, Internet, Software and Services"
182,The Body Shop,1976,>250,74.81,David Boynton,United Kingdom,London,Retail
183,Air Liquide,1902,>250,74.80,François Jackow,France,Paris,"Oil and Gas Operations, Mining, and Chemicals"
184,Microchip,1989,>250,74.78,Ganesh Moorthy,United Kingdom,Winnersh,"IT, Internet, Software and Services"
185,Repsol,1927,>250,74.76,Josu Jon Imaz,Spain,Madrid,"Oil and Gas Operations, Mining, and Chemicals"
186,Coventry Building Society,1884,>250,74.74,Steve Hughes,United Kingdom,Coventry,Banking and Financial Services
187,Interspar,1932,>250,74.73,Fritz Poppmeier,Austria,Salzburg,Retail
188,AIB (Allied Irish Banks),1966,>250,74.72,Colin Hunt,Ireland,Dublin,Banking and Financial Services
189,Bouygues,1952,>250,74.71,Edward Bouygues,France,Paris,Construction
190,RWE,1898,>250,74.69,Markus Krebber,Germany,Essen,Utilities
191,Home Instead,1994,>250,74.68,Seth Sternberg,United Kingdom,Warrington,Healthcare (Social)
192,Xerox,1906,>250,74.64,Steve Bandrwoczak,Germany,Uxbridge,Packaged Goods
193,Intel,1968,>250,74.64,Patrick Gelsinger,Germany,Meudon,"Semiconductors, Electronics, Electrical Engineering, Hardware"
194,Eni,1953,>250,74.63,Claudio Descalzi,Italy,Rome,"Oil and Gas Operations, Mining, and Chemicals"
195,TietoEVRY,1968,>250,74.63,Kimmo Alkio,Finland,Helsinki,"IT, Internet, Software and Services"
196,AbbVie,2013,>250,74.58,Richard A. Gonzalez,Germany,Ludwigshafen,Drugs and Biotechnology
197,Alstom,1928,>250,74.55,Henri Poupart-Lafarge,France,Saint-Ouen,"Aerospace, Defence, Manufacture of Transport Equipment"
198,ASML,1984,>250,74.53,Peter Wennink,Netherlands,Veldhoven,"Semiconductors, Electronics, Electrical Engineering, Hardware"
199,Boeing,1916,>250,74.50,Martin Donnelly,United Kingdom,London,"Aerospace, Defence, Manufacture of Transport Equipment"
200,WiPro,1945,>250,74.46,Thierry Delaporte,United Kingdom,Frankfurt,Consulting and Accounting
201,Nielsen,1923,>250,74.43,David Kenny,Switzerland,Stockholm,Consulting and Accounting
202,IKEA,1943,>250,74.41,Jon Abrahamsson Ring,Netherlands,Delft,Retail
203,Kiko Milano,1997,>250,74.39,Stefano Percassi,Italy,Bergame,Retail
204,Boston Scientific,1979,>250,74.38,Michael F. Mahoney,France,Voisins-le-Bretonneux,Health Care Equipment and Services
205,Decathlon,1976,>250,74.34,Barbara Martin Coppola,France,Villeneuve-d'Ascq,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
206,Aptiv,1881,>250,74.32,Kevin P. Clark,Ireland,Dublin,Automotive (Producers and Suppliers)
207,RATP,1949,>250,74.32,Catherine Guillouard,France,Paris,Transportation and Logistics
208,EY,1989,>250,74.31,Carmine Di Sibio,United Kingdom,London,Consulting and Accounting
209,GSK (GlaxoSmithKline),1715,>250,74.30,Emma Walmsley,United Kingdom,Brentford,Drugs and Biotechnology
210,VKB Versicherungskammer Bayern,1811,>250,74.29,Frank Walthes,Germany,Munich,Insurance
211,Samsung,1969,>250,74.27,Man Young Kim,Germany,Schwalbach,"Semiconductors, Electronics, Electrical Engineering, Hardware"
212,Standard Chartered,1969,>250,74.26,Bill Winters,United Kingdom,London,Banking and Financial Services
213,Rexel,1967,>250,74.24,Guillaume Texier,France,Paris,Wholesale
214,adidas,1949,>250,74.23,Kasper Rorsted,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
215,KONE,1910,>250,74.20,Henrik Ehrnrooth,Finland,Espoo,"Engineering, Manufacturing"
216,Indeed,2004,>250,74.17,Chris Hyams,Ireland,Dublin,"IT, Internet, Software and Services"
217,Unicredit,1870,>250,74.16,Andrea Orcel,Italy,Milan,Banking and Financial Services
218,Plastic Omnium,1946,>250,74.15,Laurent Burelle,France,Levallois,Automotive (Producers and Suppliers)
219,Coloplast,1957,>250,74.13,Kristian Villumsen,Denmark,Holtedam,Health Care Equipment and Services
220,Grupo Acciona,1997,>250,74.13,José Manuel Entrecanales Domecq,Spain,Madrid,Construction
221,SJ,2001,>250,74.09,Monica Lingegård,Sweden,Stockholm,Transportation and Logistics
222,Philip Morris International,1847,>250,74.06,Jacek Olczak,Switzerland,Lausanne,"Food, Soft Beverages, Alcohol and Tobacco"
223,Essity,2017,>250,74.00,Magnus Groth,Sweden,Stockholm,Packaged Goods
224,DNV GL Group,1864,>250,73.99,Remi Eriksen,Norway,Bærum,Consulting and Accounting
225,Schindler,1874,>250,73.99,Silvio Napoli,Switzerland,Ebikon,"Engineering, Manufacturing"
226,Citigroup,1812,>250,73.98,Jane Fraser,United Kingdom,London,Banking and Financial Services
227,EnBW,1997,>250,73.96,Frank Mastiaux,Germany,Karlsruhe,Utilities
228,Continental,1871,>250,73.93,Nikolai Setzer,Germany,Hanover,Automotive (Producers and Suppliers)
229,Voith,1867,>250,73.93,Dr. Toralf Haag,Germany,Heidenheim,"Engineering, Manufacturing"
230,BP,1909,>250,73.90,Bernard Looney,United Kingdom,London,"Oil and Gas Operations, Mining, and Chemicals"
231,Domino's Pizza,1960,>250,73.88,Russel Weiner,Netherlands,Amsterdam,Restaurants
232,Wacker Chemie,1914,>250,73.88,Christian Hartel,Germany,Munich,"Oil and Gas Operations, Mining, and Chemicals"
233,Telefónica O2,1924,>250,73.82,Jose-Maria-Alvarez-Pallete,Spain,Madrid,"Telecommunications Services, Cable Supplier"
234,Hyundai Motor Company,1967,>250,73.81,Michael Cole,Germany,Offenbach,Automotive (Producers and Suppliers)
235,Rai - Radiotelevisione Italiana,1924,>250,73.81,Marinella Soldi,Italy,Rome,Media and Advertising
236,PostNL,1988,>250,73.76,Herna Verhagen,Netherlands,The Hague,Transportation and Logistics
237,Maersk,1928,>250,73.75,Søren Skou,Denmark,Copenhagen,Transportation and Logistics
238,Merck,1668,>250,73.74,Belén Garijo,Germany,Darmstadt,Drugs and Biotechnology
239,"Groupe Rocher (Yves Rocher, Petit Bateau)",1930,>250,73.69,Bris Rocher,France,La Gacilly,Packaged Goods
240,Commerzbank,1870,>250,73.68,Manfred Knof,Germany,Frankfurt am Main,Banking and Financial Services
241,Siemens,1847,>250,73.67,Roland Busch,Germany,Munich,"Semiconductors, Electronics, Electrical Engineering, Hardware"
242,Admiral Group,1993,>250,73.66,Milena Mondini de Focatiis,United Kingdom,Cardiff,Insurance
243,Olympus,1919,>250,73.66,Constantin Zangemeister,Germany,Hamburg,Health Care Equipment and Services
244,Zabka Polska,1998,>250,73.65,Tomasz Suchański,Poland,Poznan,Retail
245,Starbucks,1971,>250,73.65,Howard Schultz,United Kingdom,London,Restaurants
246,Lush,1995,>250,73.60,Mark Constantine,United Kingdom,Poole,Retail
247,Avon Cosmetics,1886,>250,73.59,Angela Cretu,United Kingdom,Northampton,Packaged Goods
248,Network Rail,2002,>250,73.56,Andrew Haines,United Kingdom,Milton Keynes,Transportation and Logistics
249,Compass Group,1941,>250,73.54,Dominic Blakemore,United Kingdom,Chertsey,Business Services and Supplies
250,KBC,1998,>250,73.53,Johan Thijs,Belgium,Brussels,Banking and Financial Services
251,Yorkshire Building Society,1864,>250,73.52,Susan Allen,United Kingdom,Bradford,Construction
252,Pepco,1896,>250,73.51,J. Tyler Anthony,Poland,Poznań,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
253,Keolis,1977,>250,73.48,Frédéric Baverez,France,Paris,Transportation and Logistics
254,Eroski,1969,>250,73.48,Agustin Markaide,Spain,Elorrio,Retail
255,Aalberts Surface Technologies,1983,>250,73.46,Holger Rohrer,Germany,Kerpen,"Oil and Gas Operations, Mining, and Chemicals"
256,Sky,1989,>250,73.46,Dana Strong,United Kingdom,Middlesex,Media and Advertising
257,Travelodge,1985,>250,73.44,Jo Boydell,United Kingdom,Thame,Travel and Leisure
258,Carnival,1972,>250,73.44,Josh Weinstein,United Kingdom,Southampton,Travel and Leisure
259,Enterprise Rent-A-Car,1957,>250,73.39,Chrissy Taylor,United Kingdom,Egham,Travel and Leisure
260,eBay,1995,>250,73.36,Jamie Iannone,Germany,Kleinmachnow,"IT, Internet, Software and Services"
261,Sephora,1969,>250,73.36,Jean-André Rougeot,France,Neuilly sur Seine,Retail
262,Bank Millennium,1989,>250,73.36,Joao Bras Jorge,Poland,Warsaw,Banking and Financial Services
263,Die Schweizerische Post,1998,>250,73.34,Roberto Cirillo,Switzerland,Bern,Transportation and Logistics
264,William Hill,1934,>250,73.20,Ulrik Bengtsson,United Kingdom,London,Travel and Leisure
265,Neuberger Berman,1939,>250,73.18,George H. Walker,United Kingdom,London,Banking and Financial Services
266,Airbnb,2008,>250,73.16,Brian Chesky,Ireland,Dublin,Travel and Leisure
267,ENGIE,2008,>250,73.15,Catherine MacGregor,France,Paris,Utilities
268,Bertelsmann,1835,>250,73.13,Thomas Rabe,Germany,Gütersloh,Media and Advertising
269,Infosys,1981,>250,73.09,Salil Parekh,United Kingdom,London,"IT, Internet, Software and Services"
270,Christian Dior,1946,>250,73.02,Delphine Arnault,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
