rank,company,founded,employees,score,ceo,state,hq,industry
114,Rise,1971,201 - 500,88.03,Lynn Noren,Minnesota,Spring Lake Park,Healthcare & Social
115,Home Builders Institute,1983,201 - 500,88.03,Ed Brady,District of Columbia,Washington,Healthcare & Social
116,Tufin,2018,201 - 500,88.02,Vinay Nair,Colorado,Boulder,Banking and Financial Services
117,Acumatica,2007,"501 - 1,000",88.02,John Case,Washington,Kirkland,"IT, Internet, Software & Services"
118,Gate City Bank,1923,"501 - 1,000",87.99,Kevin Hanson,North Dakota,Fargo,Banking and Financial Services
119,Harrell's,1941,201 - 500,87.97,Jack Harrell,Florida,Lakeland,"Construction, Oil & Gas Operations, Mining and Chemicals"
120,UMH Properties,1968,201 - 500,87.97,Samuel A. Landy,New Jersey,Freehold,Business Services & Supplies
121,Capital Lumber,1948,201 - 500,87.93,Scott Gaskin,Arizona,Phoenix,Retail and Wholesale
122,ODELL BREWING,1989,201 - 500,87.90,Eric Smith,Colorado,Fort Collins,"Food, Soft Beverages, Alcohol & Tobacco"
123,National Wildlife Federation,1936,201 - 500,87.90,Collin O'Mara,Virginia,Reston,Travel & Leisure
124,Sporting Kansas City,1996,"501 - 1,000",87.89,Jake Reid,Michigan,Kansas City,Travel & Leisure
125,Systems Technology Forum Ltd,2003,201 - 500,87.84,Scott Ayers,Virginia,Fredericksburg,Business Services & Supplies
126,Saul Ewing LLP,1920,"501 - 1,000",87.79,Jason M. St. John,Pennsylvania,Philadelphia,Professional Services
127,Regenxbio,2008,201 - 500,87.78,Ken Mills,Maryland,Rockville,Drugs & Biotechnology
128,Step Up For Students,2001,201 - 500,87.78,Doug Tuthill,Florida,Jacksonville,Healthcare & Social
129,South Plains College,1957,"501 - 1,000",87.77,Robin Satterwhite,Texas,Levelland,Education
130,Batavia Park District,1968,201 - 500,87.76,Allison Niemela,Illinois,Batavia,Travel & Leisure
131,Allen Lund Company,1976,"501 - 1,000",87.75,Eddie Lund,California,La Canada,Transportation and Logistics
132,Electrosonic,1964,201 - 500,87.73,Ewan Smith,Florida,Orlando,"IT, Internet, Software & Services"
133,Rogers State University,1909,201 - 500,87.63,Larry Rice,Oklahoma,Claremore,Education
134,Defender Association Of Philadelphia,1934,"501 - 1,000",87.61,Paul J. Hetznecker,Pennsylvania,Philadelphia,Professional Services
135,Movable Ink,2010,"501 - 1,000",87.61,Vivek Sharma,New York,New York,"IT, Internet, Software & Services"
136,Plascore,1977,201 - 500,87.60,Fritz Huebner,Michigan,Zeeland,"Engineering, Manufacturing"
137,ColonialWebb,1972,"501 - 1,000",87.53,Mitch Haddon,Virginia,Richmond,"Construction, Oil & Gas Operations, Mining and Chemicals"
138,Intellia Therapeutics,2014,201 - 500,87.52,John Leonard,Massachusetts,Cambridge,Drugs & Biotechnology
139,Brewer Science,1981,201 - 500,87.45,Dr. Terry Brewer,Michigan,Rolla,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
140,Rhinegeist,2013,201 - 500,87.41,Adam Bankovich,Ohio,Cincinnati,"Food, Soft Beverages, Alcohol & Tobacco"
141,Longwood University,1839,"501 - 1,000",87.40,"W. Taylor Reveley, IV",Virginia,Farmville,Education
142,Hancock Lumber,1848,"501 - 1,000",87.36,Kevin Hancock,Maine,Casco,Retail and Wholesale
143,Sterling Engineering Company,1969,"501 - 1,000",87.33,Dolores Connolly,Illinois,Westchester,Business Services & Supplies
144,Francis Marion University,1970,"501 - 1,000",87.33,Luther F Carter,South Carolina,Florence,Education
145,Oneaz Credit Union,1951,"501 - 1,000",87.33,Brandon Michaels,Arizona,Phoenix,Banking and Financial Services
146,Trust For Public Land,1972,201 - 500,87.27,Lucas St. Clair,California,San Francisco,Travel & Leisure
147,Olivet Nazarene University,1907,"501 - 1,000",87.21,John C. Bowling,Illinois,Bourbonnais,Education
148,Coffman Engineers,1979,"501 - 1,000",87.20,Dave Ruff,Washington,Seattle,Professional Services
149,Fortis Construction,2003,201 - 500,87.20,Jim Kilpatrick,Oregon,Portland,"Construction, Oil & Gas Operations, Mining and Chemicals"
150,Mission Rock Residential LLC,2012,"501 - 1,000",87.20,Patricia Hutchison,Colorado,Denver,Business Services & Supplies
151,Claremont Graduate University,1925,201 - 500,87.18,Len Jessup,California,Claremont,Education
152,Halekulani,1980,"501 - 1,000",87.17,Peter Shaindlin,Hawaii,Honolulu,Travel & Leisure
153,Usable Life,2005,"501 - 1,000",87.13,Rich Macy,Arkansas,Little Rock,Insurance
154,Fortegra,1978,"501 - 1,000",87.13,Rick Kahlbaugh,Florida,Jacksonville,Insurance
155,Barnum Financial Group,1950,"501 - 1,000",87.03,Paul Blanco,Connecticut,Shelton,Banking and Financial Services
156,WESTconsin Credit Union,1939,201 - 500,87.01,Lora Benrud,Wisconsin,Menomonie,Banking and Financial Services
157,Hodgson Russ LLP,1817,201 - 500,86.98,"Benjamin M. Zuffranieri, Jr.",New York,Buffalo,Professional Services
158,Cambridge Savings Bank,1834,201 - 500,86.96,Wayne Patenaude,Massachusetts,Cambridge,Banking and Financial Services
159,Saint Anselm College,1889,"501 - 1,000",86.93,Joseph A. Favazza,New Hampshire,Manchester,Education
160,SandRidge Energy,2006,"501 - 1,000",86.91,Grayson Pranin,Oklahoma,Oklahoma City,"Construction, Oil & Gas Operations, Mining and Chemicals"
161,Seabreeze Amusement Park,1879,"501 - 1,000",86.90,Rob Norris,New York,Rochester,Media & Advertising
162,"Advanced Roofing, Inc.",1983,201 - 500,86.90,Rob Kornahrens,Florida,Fort Lauderdale,"Construction, Oil & Gas Operations, Mining and Chemicals"
163,Plumbers Supply Co,1921,201 - 500,86.87,Bruce Madison,Kentucky,Louisville,Retail and Wholesale
164,Floqast,2013,"501 - 1,000",86.86,Mike Whitmire,California,Sherman Oaks,"IT, Internet, Software & Services"
165,Naugatuck Valley Community College,1964,"501 - 1,000",86.82,Lisa Dresdner,Connecticut,Waterbury,Education
166,Goshen College,1894,201 - 500,86.82,Rebecca Stoltzfus,Indiana,Goshen,Education
167,Pape-Dawson Engineers,1965,"501 - 1,000",86.77,Samuel G. Dawson,Texas,San Antonio,"Engineering, Manufacturing"
168,Nebraska Wesleyan University,1887,201 - 500,86.77,Darrin Good,Nebraska,Lincoln,Education
169,Barr Engineering,1966,"501 - 1,000",86.73,Ward Swanson,Minnesota,Minneapolis,Professional Services
170,Cargo Transporters,1982,"501 - 1,000",86.71,Dennis Dellinger,North Carolina,Claremont,Transportation and Logistics
171,Solairus Aviation,2009,201 - 500,86.71,Dan Drohan,California,Petaluma,Transportation and Logistics
172,Continental Properties,1979,201 - 500,86.70,James H. Schloemer,Wisconsin,Menomonee Falls,Business Services & Supplies
173,Arizona Tile,1977,"501 - 1,000",86.70,John Huarte,Arizona,Tempe,Retail and Wholesale
174,Axcelis Technologies,1978,"501 - 1,000",86.68,Russell J. Low,Massachusetts,Beverly,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
175,H O Penn Machinery,1923,201 - 500,86.48,Rob Cleveland,New York,Poughkeepsie,"Engineering, Manufacturing"
176,Dordt College,1953,201 - 500,86.45,Erik Hoekstra,Iowa,Sioux Center,Education
177,ArcTouch,2008,201 - 500,86.42,Eric Shapiro,California,San Francisco,"IT, Internet, Software & Services"
178,Avian,2005,201 - 500,86.42,Jeff Sherman,Maryland,Lexington Park,Aerospace & Defense
179,Allogene Therapeutics,2018,201 - 500,86.40,David Chang,California,South San Francisco,Drugs & Biotechnology
180,Great River Energy,1999,"501 - 1,000",86.38,David Saggau,Minnesota,Maple Grove,Utilities
181,Rockford University,1847,201 - 500,86.37,Eric W. Fulcomer,Illinois,Rockford,Education
182,Center For Internet Security,2000,201 - 500,86.35,John M. Gilligan,New York,East Greenbush,"IT, Internet, Software & Services"
183,Centre College,1819,201 - 500,86.34,Milton C. Moreland,Kentucky,Danville,Education
184,Lawrence Technological University,1932,"501 - 1,000",86.32,Virinder Moudgil,Michigan,Southfield,Education
185,Route4Me,2009,201 - 500,86.30,Dan Khasis,Florida,Tampa,"IT, Internet, Software & Services"
186,Southeastern Oklahoma State University,1909,"501 - 1,000",86.26,Thomas Newsom,Oklahoma,Durant,Education
187,Live Oak Bank,2008,"501 - 1,000",86.22,James S. Mahan III,North Carolina,Wilmington,Banking and Financial Services
188,Pittsburgh Pirates,1887,201 - 500,86.21,Travis Williams,Pennsylvania,Pittsburgh,Travel & Leisure
189,Beam Therapeutics,2017,"501 - 1,000",86.16,John Evans,Massachusetts,Cambridge,Drugs & Biotechnology
190,Mirati Therapeutics,2013,201 - 500,86.13,David Meek,California,San Diego,Drugs & Biotechnology
191,Christman Company,1894,201 - 500,86.12,Steven F. Roznowski,Michigan,Lansing,"Construction, Oil & Gas Operations, Mining and Chemicals"
192,Provident Credit Union,1950,201 - 500,86.11,Jim Ernest,California,Redwood Shores,Banking and Financial Services
193,"Horace Mann School, Bronx, NY",1887,201 - 500,86.06,Thomas Kelly,New York,Bronx,Education
194,Brilliant Corners,2004,201 - 500,86.05,William F. Pickel,California,San Francisco,Healthcare & Social
195,EngageSmart,2009,"501 - 1,000",86.05,Bob Bennett,Massachusetts,Boston,"IT, Internet, Software & Services"
196,Addepar,2009,"501 - 1,000",86.04,Eric Poirier,California,Mountain View,"IT, Internet, Software & Services"
197,Hawkins,1938,"501 - 1,000",86.04,Patrick H. Hawkins,Minnesota,Roseville,"Construction, Oil & Gas Operations, Mining and Chemicals"
198,Orbital Engineering,1969,"501 - 1,000",86.02,Robert J. Lewis,Pennsylvania,Pittsburgh,Professional Services
199,Zinpro Corporation,1971,201 - 500,85.95,Rob Sheffer,Minnesota,Eden Prairie,Packaged Goods
200,ABX Air,1980,"501 - 1,000",85.93,Dave Soaper,Ohio,Wilmington,Transportation and Logistics
201,Ambarella,2004,"501 - 1,000",85.90,Fermi Wang,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
202,Oltmans Construction Co,1932,201 - 500,85.85,John Gormly,California,Whittier,"Construction, Oil & Gas Operations, Mining and Chemicals"
203,Timmons Group,1953,"501 - 1,000",85.84,Brian Bortell,Virginia,Richmond,"Engineering, Manufacturing"
204,Heartland Bank,1911,201 - 500,85.82,G. Scott McComb,Ohio,Whitehall,Banking and Financial Services
205,Expel,2016,201 - 500,85.77,Dave Merkel,Virginia,Herndon,"IT, Internet, Software & Services"
206,Lakeview Health,2001,201 - 500,85.77,Jamie Stevens,Florida,Jacksonville,Healthcare & Social
207,Obxtek Inc,2009,"501 - 1,000",85.70,Dale Spencer,Virginia,McLean,"IT, Internet, Software & Services"
208,Silk Road Medical,2007,201 - 500,85.69,Erica J. Rogers,California,Sunnyvale,"Engineering, Manufacturing"
209,AM Technical Solutions,1994,"501 - 1,000",85.65,Kelly McAndrew,Texas,Austin,"Construction, Oil & Gas Operations, Mining and Chemicals"
210,Churchill Mortgage,1992,"501 - 1,000",85.60,Mike Hardwick,Tennessee,Brentwood,Banking and Financial Services
211,Middlesex Community College,1970,201 - 500,85.58,Steven L. Minkler,Massachusetts,Bedford,Education
212,Backblaze,2007,201 - 500,85.58,Gleb Budman,California,San Mateo,"IT, Internet, Software & Services"
213,EQT,1888,"501 - 1,000",85.54,Toby Z. Rice,Pennsylvania,Pittsburgh,"Construction, Oil & Gas Operations, Mining and Chemicals"
214,Iowa Central Community College,1966,"501 - 1,000",85.39,Daniel Kinney,Iowa,Fort Dodge,Education
215,Champlain College,1878,"501 - 1,000",85.32,Benjamin Akande,Vermont,Burlington,Education
216,Big Geyser Inc,1986,201 - 500,85.31,Lewis Herhkowitz,New York,Maspeth,Business Services & Supplies
217,Gordon College,1889,"501 - 1,000",85.30,D. Michael Lindsay,Massachusetts,Wenham,Education
218,Copper State Bolt & Nut,1972,"501 - 1,000",85.29,Martin Calfee,Arizona,Phoenix,Retail and Wholesale
219,Qualis Corporation,1993,201 - 500,85.23,Elizabeth Morard,Alabama,Huntsville,Aerospace & Defense
220,Senior Aerospace AMT,1980,201 - 500,85.20,Pat Thurman,Washington,Arlington,Aerospace & Defense
221,Mitchell Martin,1984,"501 - 1,000",85.17,Eugene Hotzman,New York,New York,Business Services & Supplies
222,Allison-Smith Company,1943,"501 - 1,000",85.11,Mark Gallacher,Georgia,Atlanta,"Construction, Oil & Gas Operations, Mining and Chemicals"
223,Grid Alternatives,2001,201 - 500,85.10,Erica Mackie,California,Oakland,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
224,Redwood Credit Union,1950,"501 - 1,000",85.08,Brett Martinez,California,Santa Rosa,Banking and Financial Services
225,Cribl,2018,201 - 500,84.99,Clint Sharp,California,San Francisco,"IT, Internet, Software & Services"
226,Fulcrum Consulting,2002,"501 - 1,000",84.92,Eric Mahler,Minnesota,Minneapolis,Professional Services
227,Kidder Mathews,1969,"501 - 1,000",84.80,"D. William Frame, III",Washington,Seattle,Business Services & Supplies
228,Family First Funding LLC,2011,201 - 500,84.77,Gabriel Gillen,New Jersey,Toms River,Banking and Financial Services
229,Greenwood Village South,1962,201 - 500,84.74,Jordan Morrow,Indiana,Greenwood,Healthcare & Social
230,University of Mobile,1961,201 - 500,84.68,Lonnie A. Burnett,Alabama,Mobile,Education
231,Viz.ai,2016,201 - 500,84.67,Chris Mansi,California,San Francisco,Healthcare & Social
232,Whitworth University,1890,"501 - 1,000",84.62,Scott McQuilkin,Washington,Spokane,Education
233,Arrow Financial Corporation,1983,"501 - 1,000",84.61,David S. DeMarco,New York,Glens Falls,Banking and Financial Services
234,Aims Community College,1967,"501 - 1,000",84.54,Leah Bornstein,Colorado,Greeley,Education
235,Firefly Aerospace,2017,201 - 500,84.53,Bill Weber,Texas,Cedar Park,Aerospace & Defense
236,Northwest Justice Project,1995,201 - 500,84.51,César Torres,Washington,Seattle,Professional Services
237,Sunworks,1983,201 - 500,84.49,Gaylon Morris,California,Roseville,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
238,Mississippi College,1826,"501 - 1,000",84.48,Blake Thompson,Mississippi,Clinton,Education
239,Truliant Federal Credit Union,1952,"501 - 1,000",84.47,Todd Hall,North Carolina,Winston-Salem,Banking and Financial Services
240,Williams & Connolly LLP,1967,"501 - 1,000",84.46,Jennifer H. Scott,District of Columbia,Washington,Professional Services
241,Thompson Engineering,1953,201 - 500,84.46,John H. Baker III,Alabama,Mobile,"Engineering, Manufacturing"
242,Barrios Technology,1980,"501 - 1,000",84.43,Sandy Johnson,Texas,Houston,Aerospace & Defense
243,"E2 Consulting Engineers, Inc.",1988,"501 - 1,000",84.42,Hersh Saluja,California,Emeryville,Professional Services
244,Acclaim Technical Services,2000,201 - 500,84.37,Dave Cerne,Virginia,Reston,Aerospace & Defense
245,Concept Rehab,1978,"501 - 1,000",84.34,Martha Shaker,Ohio,Toledo,Healthcare & Social
246,FranklinCovey,1997,"501 - 1,000",84.32,Paul Walker,Utah,Salt Lake City,Professional Services
247,Pet Palace,2006,201 - 500,84.28,Bianca Hallett,Ohio,Delaware,Travel & Leisure
248,Kearny Bank,1884,"501 - 1,000",84.27,Craig L. Montanaro,New Jersey,Fairfield,Banking and Financial Services
249,Definitive Healthcare Corp.,2011,"501 - 1,000",84.27,Robert Musslewhite,Massachusetts,Framingham,"IT, Internet, Software & Services"
