rank,company,founded,employees,score,ceo,state,hq,industry
16,SAP,1988,"501 - 1,000",9.01,Carla Masperi,Lombardy,Vimercate,"Internet, IT and Telecommunications"
17,Apple,1976,"1,001 - 5,000",8.99,Danilo Belloni,Lombardy,Milano,"Internet, IT and Telecommunications"
18,Università degli Studi di Roma La Sapienza,1303,"5,001 - 10,000",8.97,Antonella Polimeni,Lazio,Roma,Education and Research
19,Tetra Pak,1965,"1,001 - 5,000",8.95,Paolo Maggi,Emilia-Romagna,Rubiera,"Food and Beverages, Other Non-Durable Consumer Goods"
20,Zurich,1902,"1,001 - 5,000",8.95,Giovanni Giuliani,Lombardy,Milano,"Banks, Insurance and Financial Services"
21,Microsoft,1985,"501 - 1,000",8.94,Vincenzo Esposito,Lombardy,Milano,"Internet, IT and Telecommunications"
22,Cisco,1994,201 - 500,8.94,Gianmatteo Manghi,Lombardy,Milano,"Internet, IT and Telecommunications"
23,Bayer,1903,"1,001 - 5,000",8.94,Monica Poggio,Lombardy,Milano,"Pharmaceutical, Chemical and Biotechnology"
24,Angelini,1919,"1,001 - 5,000",8.93,Jacopo Andreose,Lazio,Roma,"Pharmaceutical, Chemical and Biotechnology"
25,Decathlon,1993,"5,001 - 10,000",8.92,Augusto Felix,Lombardy,Lissone,"Fashion, Accessories, Sports Equipment (Production and Trade)"
26,Catalent,2007,"501 - 1,000",8.92,Alessandro Maselli,Lazio,Anagni,"Pharmaceutical, Chemical and Biotechnology"
27,adidas,2007,"501 - 1,000",8.92,Bjørn Gulden,Lombardy,Monza,"Fashion, Accessories, Sports Equipment (Production and Trade)"
28,Istituto Nazionale di Fisica Nucleare,1951,"1,001 - 5,000",8.92,Antonio Zoccoli,Lazio,Frascati,Education and Research
29,Università degli Studi di Napoli Federico II,1224,"5,001 - 10,000",8.91,Alessandro Buttà,Campania,Napoli,Education and Research
30,Istituto Europeo di Oncologia,1994,"1,001 - 5,000",8.91,Mauro Melis,Lombardy,Milano,Health and Social
31,Scuola superiore Sant'Anna,1987,"1,001 - 5,000",8.88,Giuliano Amato,Tuscany,Pisa,Education and Research
32,Barilla,1877,"1,001 - 5,000",8.88,Guido Barilla,Emilia-Romagna,Parma,"Food and Beverages, Other Non-Durable Consumer Goods"
33,Bricocenter,1983,"1,001 - 5,000",8.88,Frederic Capdeville,Lombardy,Rozzano,Retail and Wholesale
34,Helvetia,1948,"501 - 1,000",8.87,Roberto Lecciso,Lombardy,Milano,"Banks, Insurance and Financial Services"
35,Ferrero,1946,"5,001 - 10,000",8.87,Lapo Civiletti,Piedmont,Alba,"Food and Beverages, Other Non-Durable Consumer Goods"
36,Sanofi,1973,"1,001 - 5,000",8.86,Marcello Cattani,Lombardy,Milano,"Pharmaceutical, Chemical and Biotechnology"
37,Ferrari,1947,"1,001 - 5,000",8.86,Benedetto Vigna,Emilia-Romagna,Modena,"Automotive, Aeronautics and Defense"
38,Università degli Studi di Trento,1962,"1,001 - 5,000",8.86,Flavio Deflorian,Trentino-Alto Adige/Südtirol,Trento,Education and Research
39,Trenitalia,1905,">10,001",8.86,Luigi Ferraris,Lazio,Roma,Transportation and Logistics
40,Milano Ristorazione,2000,"501 - 1,000",8.85,Davide Vincenzo Dell'Acqua,Lombardy,Milano,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
41,Sirti,1921,"1,001 - 5,000",8.84,Laura Cioli,Lombardy,Sesto,"Internet, IT and Telecommunications"
42,Alpitour,1947,"1,001 - 5,000",8.84,Gabriele Burgio,Piedmont,Torino,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
43,Prada,1913,"5,001 - 10,000",8.83,Miuccia Prada Bianchi,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
44,Terna,1999,"1,001 - 5,000",8.83,Stefano Donnarumma,Lazio,Roma,"Raw Materials, Energy, Procurement and Disposal"
45,Università degli Studi di Milano-Bicocca,1998,"1,001 - 5,000",8.82,Giovanna Iannantuoni,Lombardy,Milano,Education and Research
46,Lamborghini,1963,"1,001 - 5,000",8.82,STEPHAN WINKELMANN,Emilia-Romagna,Sant’Agata Bolognese,"Automotive, Aeronautics and Defense"
47,Gruppo Mediobanca,1946,"1,001 - 5,000",8.81,Alberto Nagel,Lombardy,Milano,"Banks, Insurance and Financial Services"
48,Boehringer Ingelheim,1972,"501 - 1,000",8.80,Morena Sangiovanni,Lombardy,Milano,"Pharmaceutical, Chemical and Biotechnology"
49,Mercedes-Benz Italia,1973,201 - 500,8.80,Marc Langenbrinck,Lazio,Roma,"Automotive, Aeronautics and Defense"
50,Nestlé,1913,"1,001 - 5,000",8.80,Marco Travaglia,Lombardy,Assago,"Food and Beverages, Other Non-Durable Consumer Goods"
51,Bricoman,2008,"1,001 - 5,000",8.79,Maria Tamborra,Lombardy,Rozzano,Retail and Wholesale
52,Roche,1959,"1,001 - 5,000",8.77,Stefanos Tsamousis,Lombardy,Monza,"Pharmaceutical, Chemical and Biotechnology"
53,Banca Mediolanum,1997,"1,001 - 5,000",8.77,Massimo Antonio Doris,Lombardy,Basiglio,"Banks, Insurance and Financial Services"
54,La Rinascente,1865,"1,001 - 5,000",8.76,Pierluigi Cocchini,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
55,Retelit,1999,"501 - 1,000",8.75,Federico Protto,Lombardy,Milano,"Internet, IT and Telecommunications"
56,Costa Crociere,1854,"1,001 - 5,000",8.75,Mario Zanetti,Liguria,Genova,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
57,Enel,1962,">10,001",8.74,Stefano De Angelis,Lazio,Roma,"Raw Materials, Energy, Procurement and Disposal"
58,Michelin,1889,"1,001 - 5,000",8.74,Simone Miatton,Piedmont,Torino,"Automotive, Aeronautics and Defense"
59,Thun,1950,"501 - 1,000",8.73,Francesco Pandolfi,Trentino-Alto Adige/Südtirol,Bolzano,"Food and Beverages, Other Non-Durable Consumer Goods"
60,Università degli Studi di Firenze,1321,"1,001 - 5,000",8.72,Alessandra Petrucci,Tuscany,Firenze,Education and Research
61,ING,1979,"501 - 1,000",8.72,Michal Szczurek,Lombardy,Milano,"Banks, Insurance and Financial Services"
62,Acqua&Sapone,1992,"1,001 - 5,000",8.72,Carlo Schiavo,Lombardy,Milano,Retail and Wholesale
63,ABB,1988,"1,001 - 5,000",8.72,Massimo Sparagi,Lombardy,Milano,"Electronics, Electrical Engineering and Medical Equipment"
64,Università degli Studi di Padova,1222,"5,001 - 10,000",8.72,Alberto Scuttari,Veneto,Padova,Education and Research
65,Mapei,1937,"1,001 - 5,000",8.71,Marco Squinzi,Lombardy,Milano,"Products for Industry, Construction and Agriculture (Production and Processing)"
66,Scuola Normale Superiore,1810,201 - 500,8.70,Luigi Ambrosio,Tuscany,Pisa,Education and Research
67,AGOS,1986,"1,001 - 5,000",8.69,François Edouard Drion,Lombardy,Milano,"Banks, Insurance and Financial Services"
68,Chiesi,1935,"1,001 - 5,000",8.69,Giuseppe Accogli,Emilia-Romagna,Parma,"Pharmaceutical, Chemical and Biotechnology"
69,Impresa Pizzarotti,1910,"1,001 - 5,000",8.69,Carlo Luzzatto,Emilia-Romagna,Parma,Building and Construction
70,Generali,2015,">10,001",8.69,Philippe Donnet,Veneto,Mogliano,"Banks, Insurance and Financial Services"
71,Flying Tiger Copenhagen,2011,"1,001 - 5,000",8.69,Stefano Scarpa,Piedmont,Torino,Retail and Wholesale
72,Iliad Italia,2016,"501 - 1,000",8.69,Benedetto Levi,Lombardy,Milano,"Internet, IT and Telecommunications"
73,ANAS,1946,"5,001 - 10,000",8.69,Aldo Isi,Lazio,Roma,Transportation and Logistics
74,Trenord,2009,"1,001 - 5,000",8.68,Marco Giovanni Piuri,Lombardy,Milano,Transportation and Logistics
75,Cooper Standard,1994,201 - 500,8.68,Jeffrey S. Edwards,Piedmont,Borgaro Torinese,"Automotive, Aeronautics and Defense"
76,Yves Rocher,1984,201 - 500,8.67,Carlo Bertolatti,Lombardy,Milano,"Food and Beverages, Other Non-Durable Consumer Goods"
77,AccorHotels,1967,"501 - 1,000",8.67,Sébastien Bazin,Lombardy,Milano,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
78,Bialetti,1919,"1,001 - 5,000",8.67,Fabio Cairoli,Lombardy,Coccaglio,Finished Products and Consumer Durables
79,Unipol Gruppo Finanziario,1963,">10,001",8.66,Matteo Laterza,Emilia-Romagna,Bologna,"Banks, Insurance and Financial Services"
80,Gefran,1998,201 - 500,8.66,Marcello Perini,Lombardy,Provaglio D'Iseo,"Electronics, Electrical Engineering and Medical Equipment"
81,Politecnico di Milano,1863,"1,001 - 5,000",8.66,Andrea Sianesi,Lombardy,Milano,Education and Research
82,Webuild,2014,"1,001 - 5,000",8.66,Donato Iacovone,Lombardy,Rozzano,Building and Construction
83,A2A,2008,">10,001",8.65,Renato Mazzoncini,Lombardy,Milano,"Raw Materials, Energy, Procurement and Disposal"
84,Hitachi,2001,"5,001 - 10,000",8.65,Claudio Facchin,Lombardy,Assago,"Electronics, Electrical Engineering and Medical Equipment"
85,Intesa Sanpaolo,1998,">10,001",8.65,Carlo Messina,Piedmont,Torino,"Banks, Insurance and Financial Services"
86,BMW,1973,"1,001 - 5,000",8.65,Massimiliano Di Silvestre,Lombardy,San Donato Milanese,"Automotive, Aeronautics and Defense"
87,Snam,1953,"1,001 - 5,000",8.64,Stefano Venier,Lombardy,San Donato Milanese,"Products for Industry, Construction and Agriculture (Production and Processing)"
88,Arco Spedizioni,1970,"501 - 1,000",8.63,Leandro Riva,Lombardy,Monza,Transportation and Logistics
89,Banca Sella,1886,"1,001 - 5,000",8.63,Massimo Angelo Vigo,Piedmont,Biella,"Banks, Insurance and Financial Services"
90,Amazon,2010,">10,001",8.63,Mariangela Marseglia,Lombardy,Milano,Retail and Wholesale
91,Moncler,1952,"1,001 - 5,000",8.62,Remo Ruffini,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
92,H&M Hennes & Mauritz,2003,"1,001 - 5,000",8.62,Katarzyna Niemirowicz,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
93,Allianz,2007,"1,001 - 5,000",8.62,Giacomo Campora,Lombardy,Milano,"Banks, Insurance and Financial Services"
94,Gruppo SGR,2010,201 - 500,8.61,Micaela Dionigi,Emilia-Romagna,Rimini,"Raw Materials, Energy, Procurement and Disposal"
95,Gruppo Bracco,1927,"501 - 1,000",8.61,Diana Bracco,Lombardy,Milano,"Pharmaceutical, Chemical and Biotechnology"
96,Siemens,1899,"1,001 - 5,000",8.61,Floriano Masoero,Lombardy,Milano,"Electronics, Electrical Engineering and Medical Equipment"
97,Lilly,1959,"1,001 - 5,000",8.61,Huzur Devletsah,Tuscany,Sesto Fiorentino,"Pharmaceutical, Chemical and Biotechnology"
98,Maldarizzi Automotive,1979,201 - 500,8.61,Francesco Maldarizzi,Apulia,Bari,"Automotive, Aeronautics and Defense"
99,Foot Locker,1974,"1,001 - 5,000",8.61,Mary Dillon,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
100,AB medica,1984,"501 - 1,000",8.61,Francesca Cerruti,Lombardy,Cerro Maggiore,"Pharmaceutical, Chemical and Biotechnology"
101,Axitea,2011,"1,001 - 5,000",8.60,Marco Bavazzano,Lombardy,Milano,"Internet, IT and Telecommunications"
102,Calzedonia,1986,"1,001 - 5,000",8.60,Sandro Veronesi,Veneto,Dossobuono Di Villafranca,"Fashion, Accessories, Sports Equipment (Production and Trade)"
103,Wind Tre,1997,"5,001 - 10,000",8.60,Gianluca Corti,Lombardy,Rho,"Internet, IT and Telecommunications"
104,Invitalia,1999,"1,001 - 5,000",8.60,Bernardo Matterella,Lazio,Roma,"Consulting, Agencies, Law Firms and Auditing"
105,Unicredit,1998,">10,001",8.60,Andrea Orcel,Lombardy,Milano,"Banks, Insurance and Financial Services"
106,Unilever,1966,"1,001 - 5,000",8.60,Fulvio Guarnieri,Lazio,Roma,"Food and Beverages, Other Non-Durable Consumer Goods"
107,STMicroelectronics,1987,">10,001",8.60,Jean-Marc Chery,Lombardy,Agrate Brianza,"Electronics, Electrical Engineering and Medical Equipment"
108,GSK,1932,"1,001 - 5,000",8.59,Fabio Landazabal,Veneto,Verona,"Pharmaceutical, Chemical and Biotechnology"
109,Acquedotto Pugliese,1999,"1,001 - 5,000",8.59,Nicola De Santicts,Apulia,Bari,"Raw Materials, Energy, Procurement and Disposal"
110,Leonardo,1948,">10,001",8.59,Alessandro Profumo,Lazio,Roma,"Automotive, Aeronautics and Defense"
111,Deutsche Bank,1870,"1,001 - 5,000",8.58,Roberto Parazzini,Lombardy,Milano,"Banks, Insurance and Financial Services"
112,Verisure,1988,"1,001 - 5,000",8.58,Stefan Konrad Mendez,Lazio,Roma,Finished Products and Consumer Durables
113,Esselunga,1957,">10,001",8.58,Marina Caprotti,Lombardy,Milano,Retail and Wholesale
114,Bosch,1886,"5,001 - 10,000",8.57,Georg Wahl,Lombardy,Milano,"Products for Industry, Construction and Agriculture (Production and Processing)"
115,Markas,1985,"5,001 - 10,000",8.57,Jose Antonio Morera Naveda,Trentino-Alto Adige/Südtirol,Bolzano,"Employment Agencies, Real Estate, General Services"
116,Metro,1972,"1,001 - 5,000",8.57,Tanya Kopps,Lombardy,San Donato Milanese,Retail and Wholesale
117,DHL,1978,"501 - 1,000",8.56,Nazzarena Franco,Lombardy,Peschiera Borromeo,Transportation and Logistics
118,Trony,1991,"501 - 1,000",8.56,Francesco Fanni,Lombardy,Milano,Retail and Wholesale
119,Burberry,1856,201 - 500,8.56,Jonathan Akeroyd,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
120,Acea,1909,">10,001",8.56,Fabrizio Palermo,Lazio,Roma,"Raw Materials, Energy, Procurement and Disposal"
121,Edison,1884,"1,001 - 5,000",8.55,Nicola Monti,Lombardy,Milano,"Raw Materials, Energy, Procurement and Disposal"
122,EssilorLuxottica,1999,"1,001 - 5,000",8.53,Francesco Milleri,Lombardy,Milano,Finished Products and Consumer Durables
123,Università Cattolica del Sacro Cuore,1921,"5,001 - 10,000",8.53,Franco Anelli,Lombardy,Milano,Education and Research
124,Politecnico di Torino,1859,"1,001 - 5,000",8.53,Vincenzo Tedesco,Piedmont,Torino,Education and Research
125,Finecobank Banca Fineco,1999,"1,001 - 5,000",8.52,Alessandro Foti,Lombardy,Milano,"Banks, Insurance and Financial Services"
126,Assist Digital,2003,"1,001 - 5,000",8.52,Enrico Donati,Lombardy,Milano,"Internet, IT and Telecommunications"
127,IRCCS Ospedale Policlinico San Martino,1422,"1,001 - 5,000",8.52,Marco Damonte Prioli,Liguria,Genova,Health and Social
128,Eni,1953,">10,001",8.52,Claudio Descalzi,Lazio,Roma,"Raw Materials, Energy, Procurement and Disposal"
129,Policlinico Umberto I di Roma,1903,"1,001 - 5,000",8.51,Fabrizio d’Alba,Lazio,Roma,Health and Social
130,Consiglio Nazionale delle Ricerche,1923,"5,001 - 10,000",8.51,Maria Chiara Carrozza,Lazio,Roma,Education and Research
131,Zucchetti,1978,"5,001 - 10,000",8.51,Giorgio Mozzato,Lombardy,Lodi,"Internet, IT and Telecommunications"
132,Sara Assicurazioni,1946,"501 - 1,000",8.51,Alberto Tosti,Lazio,Roma,"Banks, Insurance and Financial Services"
133,Kiko,1997,"1,001 - 5,000",8.51,Simone Dominici,Lombardy,Bergamo,Retail and Wholesale
134,Mediaset,1993,"1,001 - 5,000",8.51,Pier Silvio Berlusconi,Lazio,Roma,"Mass Media and Communication, Information and Culture"
135,Alleanza Assicurazioni,1898,">10,001",8.51,Davide Passero,Lombardy,Milano,"Banks, Insurance and Financial Services"
136,Teddy,1961,"1,001 - 5,000",8.51,Emma Tadei,Emilia-Romagna,Rimini,Retail and Wholesale
137,Atos,1997,"1,001 - 5,000",8.51,Nourdine Bihmane,Lombardy,Milano,"Internet, IT and Telecommunications"
138,Teamsystem,1979,"1,001 - 5,000",8.51,Federico Leproux,Marche,Pesaro,"Internet, IT and Telecommunications"
139,IBM,1927,"1,001 - 5,000",8.50,Stefano Rebattoni,Lombardy,Segrate,"Internet, IT and Telecommunications"
140,Università degli Studi di Bologna,1088,"5,001 - 10,000",8.50,Sabrina Luccarini,Emilia-Romagna,Bologna,Education and Research
141,Fondazione Policlinico Universitario Agostino Gemelli,1964,"5,001 - 10,000",8.50,Marco Elefanti,Lazio,Roma,Health and Social
142,IMA,1961,"5,001 - 10,000",8.50,Marco Vacchi,Emilia-Romagna,Ozzano Dell’Emilia,Mechanical Engineering and Plant Engineering
143,Novartis,1996,"1,001 - 5,000",8.50,Vasant Narasimhan,Lombardy,Origgio,"Pharmaceutical, Chemical and Biotechnology"
144,Grimaldi Group,1947,"1,001 - 5,000",8.50,Gian Luca Grimaldi,Sicily,Palermo,Transportation and Logistics
145,Caleffi,1961,"1,001 - 5,000",8.49,Giovanni Monti,Piedmont,Fontaneto D'Agogna,"Products for Industry, Construction and Agriculture (Production and Processing)"
146,Sielte,1925,"1,001 - 5,000",8.49,Salvatore Turrisi,Sicily,San Gregorio Di Catania,"Internet, IT and Telecommunications"
147,Sole 365,2013,"1,001 - 5,000",8.49,Michele Apuzzo,Campania,Napoli,Retail and Wholesale
148,Philip Morris,2001,"1,001 - 5,000",8.49,Daniel Cuevas,Lazio,Roma,"Food and Beverages, Other Non-Durable Consumer Goods"
149,Brembo,1961,"1,001 - 5,000",8.48,Daniele Schillaci,Lombardy,Curno,"Automotive, Aeronautics and Defense"
150,AOU Città della Salute e della Scienza di Torino,2012,"5,001 - 10,000",8.48,Giovanni La Valle,Piedmont,Torino,Health and Social
151,Istituto Giannina Gaslini,1938,"1,001 - 5,000",8.48,Renato Botti,Liguria,Genova,Health and Social
152,Huawei,1987,201 - 500,8.48,Wilson Wang,Lombardy,Milano,"Internet, IT and Telecommunications"
153,Università degli Studi di Bari Aldo Moro,1925,201 - 500,8.48,Gaetano Prudente,Apulia,Bari,Education and Research
154,Adecco,1957,"1,001 - 5,000",8.48,Andrea Malacrida,Lombardy,Milano,"Employment Agencies, Real Estate, General Services"
155,Electrolux,1933,"5,001 - 10,000",8.48,Manuela Soffientini,Friuli-Venezia Giulia,Porcia,Finished Products and Consumer Durables
156,Buzzi Unicem,1907,"1,001 - 5,000",8.47,Pietro Buzzi,Piedmont,Casale Monferrato,Building and Construction
157,MD,1994,"5,001 - 10,000",8.47,Marco Podini,Campania,Gricignano Di Aversa,Retail and Wholesale
158,Università degli Studi di Siena,1240,"1,001 - 5,000",8.47,Andrea Nervi,Tuscany,Siena,Education and Research
159,Pirelli,1870,"1,001 - 5,000",8.47,Marco Tronchetti Provera,Lombardy,Milano,"Automotive, Aeronautics and Defense"
160,Consorzio per il Sistema Informativo,1977,"501 - 1,000",8.47,Letizia Maria Ferraris,Piedmont,Torino,"Internet, IT and Telecommunications"
161,Granarolo,1957,"1,001 - 5,000",8.47,Gianpietro Corbari,Emilia-Romagna,Bologna,"Food and Beverages, Other Non-Durable Consumer Goods"
162,Gardaland,1975,"501 - 1,000",8.46,Aldo Maria Vigevani,Veneto,Castelnuovo Del Garda,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
163,United Colors of Benetton,1965,"1,001 - 5,000",8.46,Massimo Renon,Veneto,Ponzano Veneto,"Fashion, Accessories, Sports Equipment (Production and Trade)"
164,Gruppo Selex,1964,">10,001",8.46,Alessandro Revello,Lombardy,Trezzano Sul Naviglio,Retail and Wholesale
165,Cattolica Assicurazioni,1896,"1,001 - 5,000",8.45,Samuele Marconcini,Veneto,Verona,"Banks, Insurance and Financial Services"
166,Policlinico S. Orsola - Malpighi,1592,"5,001 - 10,000",8.45,Chiara Gibertoni,Emilia-Romagna,Bologna,Health and Social
167,Schneider Electric,2001,"1,001 - 5,000",8.44,Aldo Colombi,Lombardy,Bergamo,"Electronics, Electrical Engineering and Medical Equipment"
168,ASST Grande Ospedale Metropolitano Niguarda,1939,"1,001 - 5,000",8.44,Marco Luigi Bosio,Lombardy,Milano,Health and Social
169,Samsung,1991,201 - 500,8.44,Carlo Barlocco,Lombardy,Milano,Finished Products and Consumer Durables
170,Fastweb,1999,"1,001 - 5,000",8.44,Alberto Calcagno,Lombardy,Milano,"Internet, IT and Telecommunications"
171,Idealservice,1953,"1,001 - 5,000",8.44,Marco Riboli,Friuli-Venezia Giulia,Pasian Di Prato,"Employment Agencies, Real Estate, General Services"
172,Alstom,1928,"1,001 - 5,000",8.44,Michele Viale,Lazio,Roma,"Automotive, Aeronautics and Defense"
173,BNP Paribas,1967,">10,001",8.43,Alessandro Deodato,Tuscany,Firenze,"Banks, Insurance and Financial Services"
174,CNH Industrial,1973,"1,001 - 5,000",8.43,Carlo Lambro,Piedmont,Torino,"Automotive, Aeronautics and Defense"
175,Valentino,1960,"1,001 - 5,000",8.43,Jacopo Venturini,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
176,Trentino Trasporti Esercizio,2002,"1,001 - 5,000",8.42,Roberto Murru,Trentino-Alto Adige/Südtirol,Trento,Transportation and Logistics
177,Teatro alla Scala,1778,"501 - 1,000",8.42,Giuseppe Vita,Lombardy,Milano,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
178,Lidl,1992,">10,001",8.41,Massimiliano Silvestri,Veneto,Arcole,Retail and Wholesale
179,Alfasigma,1948,"1,001 - 5,000",8.41,Francesco Balestrieri,Emilia-Romagna,Bologna,"Pharmaceutical, Chemical and Biotechnology"
180,Johnson & Johnson,1961,"501 - 1,000",8.41,Joaquin Duato,Lazio,Pomezia,"Pharmaceutical, Chemical and Biotechnology"
181,Università degli Studi di Pisa,1343,"1,001 - 5,000",8.40,Rosario Di Bartolo,Tuscany,Pisa,Education and Research
182,Fiamm,1942,"1,001 - 5,000",8.40,Fujio Owa,Veneto,Montecchio Maggiore,"Automotive, Aeronautics and Defense"
183,Banco BPM,2017,">10,001",8.40,Giuseppe Castagna,Lombardy,Milano,"Banks, Insurance and Financial Services"
184,INAIL,1883,"5,001 - 10,000",8.40,Franco Bettoni,Lazio,Roma,Education and Research
185,Ospedale Maggiore Policlinico di Milano,1456,"1,001 - 5,000",8.40,Marco Giachetti,Lombardy,Milano,Health and Social
186,Ericsson,1918,"1,001 - 5,000",8.39,Andrea Missori,Lazio,Roma,"Internet, IT and Telecommunications"
187,Università degli Studi di Milano,1924,"5,001 - 10,000",8.39,Roberto Conte,Lombardy,Milano,Education and Research
188,Biesse,1969,"1,001 - 5,000",8.39,Roberto Selci,Marche,Pesaro,Mechanical Engineering and Plant Engineering
189,LVMH,1987,"1,001 - 5,000",8.38,Pietro Beccari,Lombardy,Milano,"Fashion, Accessories, Sports Equipment (Production and Trade)"
190,Salvatore Ferragamo,1927,"1,001 - 5,000",8.38,Marco Gobbetti,Tuscany,Firenze,"Fashion, Accessories, Sports Equipment (Production and Trade)"
191,MSC Crociere,1970,"501 - 1,000",8.38,Pierfrancesco Vago,Campania,Napoli,"Catering, Tourism, Hotel, Entertainment and Recreational Activities"
192,EdiliziAcrobatica,1994,"1,001 - 5,000",8.37,Riccardo Iovino,Lombardy,Milano,Building and Construction
193,Mundys,2002,">10,001",8.37,Andrea Mangoni,Lazio,Roma,Transportation and Logistics
194,IKEA,1989,"5,001 - 10,000",8.37,Nicoletta Basile,Lombardy,Carugate,Retail and Wholesale
195,ATS della Città Metropolitana di Milano,2015,"1,001 - 5,000",8.36,Giovanni Cialone,Lombardy,Milano,Health and Social
196,Comoli Ferrari,1929,"1,001 - 5,000",8.35,Paolo Ferrari,Piedmont,Novara,Retail and Wholesale
197,Ducati,1935,"1,001 - 5,000",8.35,Claudio Domenicali,Emilia-Romagna,Bologna,"Automotive, Aeronautics and Defense"
198,Università della Calabria,1972,"1,001 - 5,000",8.35,Nicola Leone,Calabria,Arcavacata Di Rende,Education and Research
199,Happy Casa Store,2008,"1,001 - 5,000",8.34,Adriano Cassano,Apulia,Taranto,Retail and Wholesale
200,PwC,1999,"5,001 - 10,000",8.34,Giovanni Andrea Toselli,Lombardy,Milano,"Consulting, Agencies, Law Firms and Auditing"
201,Medtronic,1976,"1,001 - 5,000",8.33,Michele Perrino,Lombardy,Milano,"Electronics, Electrical Engineering and Medical Equipment"
202,Unieuro,1937,"1,001 - 5,000",8.33,Giancarlo Nicosanti Monterastelli,Emilia-Romagna,Forlì,Retail and Wholesale
203,Inditex,1963,"1,001 - 5,000",8.33,Óscar García Maceiras,Lombardy,Milano,Retail and Wholesale
204,Würth Group,1963,"1,001 - 5,000",8.33,Nicola Piazza,Veneto,Egna,Retail and Wholesale
205,Gruppo Hera,2002,"5,001 - 10,000",8.33,Orazio Iacono,Emilia-Romagna,Bologna,"Raw Materials, Energy, Procurement and Disposal"
206,Amadori,1930,"5,001 - 10,000",8.33,Denis Amadori,Emilia-Romagna,San Vittore Di Cesena,"Food and Beverages, Other Non-Durable Consumer Goods"
207,Enea,1952,"1,001 - 5,000",8.33,Gilberto Dialuce,Lazio,Roma,"Raw Materials, Energy, Procurement and Disposal"
208,ISTAT,1926,"1,001 - 5,000",8.33,Gian Carlo Blangiardo,Lazio,Roma,Education and Research
209,Conad,1962,">10,001",8.32,Francesco Pugliese,Emilia-Romagna,Bologna,Retail and Wholesale
210,Euronics,2001,"1,001 - 5,000",8.32,Massimo Dell'Acqua,Lombardy,Milano,Retail and Wholesale
211,Tempocasa,1988,"1,001 - 5,000",8.32,Paolo di Rocco,Lombardy,Bresso,"Employment Agencies, Real Estate, General Services"
212,Thermo Fisher Scientific,1985,"1,001 - 5,000",8.31,Marc Casper,Lombardy,Monza,"Pharmaceutical, Chemical and Biotechnology"
