rank,company,founded,employees,score,ceo,state,hq,industry
163,EBM-Papst,1963,"5,001 - 10,000",6.78,Dr. Klaus Geißdörfer,Baden-Württemberg,Mulfingen,Electronics and Electrical Engineering
164,HDI,1903,"5,001 - 10,000",6.78,Dr Edgar Puls,Lower Saxony,Hannover,Insurance (private)
165,Agilent Technologies,1999,"1,001 - 5,000",6.78,Doug Del Grosso,Baden-Württemberg,Waldbronn,Pharma and Medical Products
166,GC-Gruppe,1921,"10,001 - 50,000",6.77,Thomas Werner,Bremen,Bremen,Wholesale
167,Helios Gesundheit,1994,"50,001 - 10,000",6.77,Robert Möller,Berlin,Berlin,Healthcare
168,3 Pagen,1954,"501 - 1,000",6.77,Franz Hermanns,North Rhine-Westphalia,Alsdorf,Retail (without clothing)
169,AGCO,1930,"5,001 - 10,000",6.77,Christoph Gröblinghoff,Bavaria,Marktoberdorf,"Engineering, Manufacturing"
170,Deutsche Postbank,1989,"10,001 - 50,000",6.77,Frank Strauß,North Rhine-Westphalia,Bonn,Banking and Financial Services
171,AVM,1986,"501 - 1,000",6.76,Johannes Nill,Berlin,Berlin,Internet
172,ING Deutschland,1965,"5,001 - 10,000",6.76,Nick Jue,Hesse,Frankfurt am Main,Banking and Financial Services
173,Deutsche Lufthansa,1926,"50,001 - 10,000",6.75,Carsten Spohr,Hesse,Frankfurt am Main,Transportation and Logistics
174,Bilfinger,1880,"5,001 - 10,000",6.75,Dr. Thomas Schulz,Baden-Württemberg,Mannheim,Construction
175,VR Bank Rhein-Neckar,1881,"501 - 1,000",6.75,Dr. Michael Düpmann,Baden-Württemberg,Mannheim,Banking and Financial Services
