rank,company,founded,employees,score,ceo,state,hq,industry
73,Tailored Brands,1905,"10,001 - 50,000",87.16,Bob Hull Peter Sachse,Texas,Houston,Retail and Wholesale
74,Resources for Human Development,1970,">1,000",87.04,Marco Giordano,Pennsylvania,Philadelphia,Healthcare & Social
75,Marriott International,1927,"10,001 - 50,000",87.00,Anthony Capuano,Maryland,Bethesda,Travel & Leisure
76,Ally Financial,1919,"10,001 - 50,000",86.95,Jeffrey J. Brown,Michigan,Detroit,Banking and Financial Services
77,Kia Motors,1992,">10,000",86.61,Ho-Sung Song,California,Irvine,Automotive (Automotive and Suppliers)
78,Larry H. Miller Group,1979,">1,000",86.59,Steve Starks,Utah,Sandy,Business Services & Supplies
79,Booz Allen Hamilton,1914,"10,001 - 50,000",86.34,Horacio Rozanski,Virginia,McLean,Professional Services
80,American Senior Communities,1999,">10,000",86.22,Steve Van Camp,Virginia,Annandale,Healthcare & Social
81,Internal Revenue Service,1862,"50,001 - 100,000",86.20,Charles P. Rettig,District of Columbia,Washington,Government Services
82,IBM,1911,"100,001 - 500,000",86.12,Arvind Krishna,New York,Armonk,"IT, Internet, Software & Services"
83,PetSmart,1986,"50,001 - 100,000",86.08,J.K. Symancyk,Arizona,Phoenix,Retail and Wholesale
84,Salvation Army,1865,"50,001 - 100,000",86.05,Brian Peddle,Virginia,Alexandria,Healthcare & Social
85,Premium Retail Services,1985,">10,000",85.97,Ron Travers,Missouri,Chesterfield,Business Services & Supplies
86,PNC Financial Services,1845,"50,001 - 100,000",85.93,William S. Demchak,Pennsylvania,Pittsburgh,Banking and Financial Services
87,PPG,1883,"10,001 - 50,000",85.88,Timothy M. Knavish,Pennsylvania,Pittsburgh,"Construction, Oil & Gas Operations, Mining and Chemicals"
88,Choice Hotels International,1939,"1,001 - 5,000",85.74,Patrick Pacious,Maryland,Rockville,Travel & Leisure
89,Madigan Army Medical Center,1944,">5,000",85.59,Hope M. Williamson-Younce,Washington,Tacoma,Healthcare & Social
90,Sentara Healthcare,1888,"10,001 - 50,000",85.45,Howard Kern,Virginia,Norfolk,Healthcare & Social
91,Apple,1976,"100,001 - 500,000",85.34,Tim Cook,California,Cupertino,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
92,Emerson Electric,1890,"50,001 - 100,000",85.29,Lal Karsanbhai,Missouri,St. Louis,"Engineering, Manufacturing"
93,Adidas,1949,"50,001 - 100,000",85.18,Kasper Rørsted,Oregon,Portland,"Clothing, Shoes, Sports Equipment"
94,United States Department of the Treasury,1789,"50,001 - 100,000",85.13,Janet Yellen,District of Columbia,Washington,Government Services
95,Leidos,1969,"10,001 - 50,000",84.94,Roger Krone,Virginia,Reston,"IT, Internet, Software & Services"
96,"Forvis, LLP",2022,"5,001 - 10,000",84.92,Tom Watson,Missouri,Springfield,Professional Services
97,3M,1902,"10,001 - 50,000",84.90,Michael F. Roman,Minnesota,St. Paul,Packaged Goods
98,Finance of America Companies,2013,"1,001 - 5,000",84.82,Graham Fleming,Texas,Irving,Banking and Financial Services
99,Pitney Bowes,1920,"5,001 - 10,000",84.81,Marc B. Lautenbach,Connecticut,Stamford,Transportation and Logistics
100,Hilton,1919,"100,001 - 500,000",84.75,Christopher J. Nassetta,Virginia,McLean,Travel & Leisure
101,Anderson Merchandisers,1917,"1,001 - 5,000",84.73,Charlie Anderson,Texas,Plano,Retail and Wholesale
102,Sony,1946,"100,001 - 500,000",84.57,Kenichiro Yoshida,Tokyo,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
103,Chugach Government Solutions,1971,"1,001 - 5,000",84.44,Scott Davis,Alaska,Anchorage,"Construction, Oil & Gas Operations, Mining and Chemicals"
104,Amazon.com,1994,">1,000,000",84.44,Andy Jassy,Washington,Seattle,Retail and Wholesale
105,WM (Waste Management),1971,"10,001 - 50,000",84.39,James C. Fish Jr.,Texas,Houston,Utilities
106,AdventHealth,1973,"50,001 - 100,000",84.33,Terry Shaw,Florida,Altamonte Springs,Healthcare & Social
107,Atrium Health,1940,"50,001 - 100,000",84.28,Eugene A. Woods,North Carolina,Charlotte,Healthcare & Social
108,American Axle & Manufacturing,1917,"5,001 - 10,000",84.28,David C. Dauch,Michigan,Detroit,Automotive (Automotive and Suppliers)
109,CommonSpirit Health,2019,"100,001 - 500,000",84.12,"Wright L. Lassiter, III",Illinois,Chicago,Healthcare & Social
110,Mediacom Communications,1995,"5,001 - 10,000",84.06,Rocco B. Commisso,New York,Blooming Grove,"Telecommunications Services, Cable Supplier"
111,Intel,1968,"100,001 - 500,000",84.05,Patrick Gelsinger,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
112,"Belvidere Community Unit School District 100, Belvidere, IL",1958,">1,000",84.04,Allison Red-Niemiec,Illinois,Belvidere,Education
113,General Dynamics,1952,"50,001 - 100,000",84.03,Phebe N. Novakovic,Virginia,Reston,Aerospace & Defense
114,Big 5 Sporting Goods,1955,">5,000",84.00,Steven G. Miller,California,El Segundo,Retail and Wholesale
115,Pfizer,1849,"10,001 - 50,000",83.95,Albert Bourla,New York,New York,Drugs & Biotechnology
116,United States Government Publishing Office,1861,"1,001 - 5,000",83.89,Hugh Nathanial Halpern,District of Columbia,Washington,Government Services
117,Baptist Health (Alabama),1955,">1,000",83.83,W. Russell Tyner,Alabama,Montgomery,Healthcare & Social
118,Enterprise Holdings,1957,">10,000",83.78,Andrew C. Taylor,Missouri,St. Louis,Travel & Leisure
119,Milliken & Company,1865,"5,001 - 10,000",83.72,"Halsey M. Cook, Jr.",South Carolina,Spartanburg,"Engineering, Manufacturing"
120,22nd Century Technologies,1997,"5,001 - 10,000",83.71,Anil Sharma,New Jersey,Somerset,"IT, Internet, Software & Services"
121,Turner Construction,1902,"5,001 - 10,000",83.69,Peter J. Davoren,New York,New York,"Construction, Oil & Gas Operations, Mining and Chemicals"
122,Honda Motor,1959,"10,001 - 50,000",83.64,Noriya Kaihara,California,Torrance,Automotive (Automotive and Suppliers)
123,United Parcel Service,1907,"500,001 - 1,000,000",83.59,Carol B. Tomé,Georgia,Atlanta,Transportation and Logistics
124,Fiserv,1984,"10,001 - 50,000",83.55,Frank J. Bisignano,Wisconsin,Brookfield,Business Services & Supplies
125,Sanford Health,1979,"10,001 - 50,000",83.48,Bill Gassen,South Dakota,Sioux Falls,Healthcare & Social
126,Architect of the Capitol,1793,">1,000",83.47,J. Brett Blanton,District of Columbia,Washington,Government Services
127,UnitedHealth Group,1977,"100,001 - 500,000",83.46,Andrew Witty,Minnesota,Minnetonka,Insurance
128,Deloitte,1845,"100,001 - 500,000",83.39,Joe Ucuzoglu,New York,New York,Professional Services
129,Adventist HealthCare (Maryland),1907,"5,001 - 10,000",83.38,Terry Forde,Maryland,Gaithersburg,Healthcare & Social
130,National Grid USA,1990,"10,001 - 50,000",83.34,John Pettigrew,England,London,Utilities
131,Nike,1964,"50,001 - 100,000",83.13,John Donahoe,Oregon,Beaverton,"Clothing, Shoes, Sports Equipment"
132,Georgia-Pacific,1927,"10,001 - 50,000",82.98,Christian Fischer,Georgia,Atlanta,Packaged Goods
133,Armed Forces Bank,1907,">1,000",82.76,Paul Holewinski,Kansas,Fort Leavenworth,Banking and Financial Services
134,Aimbridge Hospitality,2003,">10,000",82.74,Michael J. Deitemeyer,Texas,Plano,Travel & Leisure
135,ACES (Comprehensive Educational Services),1996,">1,000",82.57,Peter Gerhardt,California,San Diego,Education
136,JPMorgan Chase,2000,"100,001 - 500,000",82.54,James Dimon,New York,New York,Banking and Financial Services
137,American Express,1850,"10,001 - 50,000",82.44,Stephen J. Squeri,New York,New York,Banking and Financial Services
138,Concentrix,1980,"100,001 - 500,000",82.36,Chris Caldwell,South Carolina,Greenville,Business Services & Supplies
139,Kraft Heinz Company,2015,"10,001 - 50,000",82.30,Miguel Patricio,Illinois,Chicago,"Food, Soft Beverages, Alcohol & Tobacco"
140,Regions Financial,1971,"10,001 - 50,000",82.27,"John M. Turner, Jr.",Alabama,Birmingham,Banking and Financial Services
141,Huntington National Bank,1866,"10,001 - 50,000",82.26,Stephen D. Steinour,Ohio,Columbus,Banking and Financial Services
142,Cargill,1865,"100,001 - 500,000",82.16,Brian Sikes,Minnesota,Wayzata,"Food, Soft Beverages, Alcohol & Tobacco"
143,Educational Testing Service,1947,">1,000",82.03,Amit Sevak,New Jersey,Princeton,Business Services & Supplies
144,Portsmouth Naval Shipyard,1800,">10,000",81.93,Michael Oberdorf,Maine,Kittery,Government Services
145,Defender Services,1958,"1,001 - 5,000",81.91,Nicky McCarter,South Carolina,Columbia,Business Services & Supplies
146,Samsung Electronics,1938,"10,001 - 50,000",81.82,KS Choi,Gyeonggi,Suwon-Si,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
147,BAYADA Home Health Care,1975,"10,001 - 50,000",81.76,David Baiada,New Jersey,Pennsauken Township,Healthcare & Social
148,JBS USA,1855,"50,001 - 100,000",81.71,Wesley Batista Filho,Colorado,Greeley,"Food, Soft Beverages, Alcohol & Tobacco"
149,Texas Instruments,1930,"10,001 - 50,000",81.66,Richard K. Templeton,Texas,Dallas,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
150,U.S. Bank,1863,"50,001 - 100,000",81.48,Andrew Cecere,Minnesota,Minneapolis,Banking and Financial Services
